512 11776
1 21 39
1 265 21
1 331 22
1 140 16
1 109 -16
1 199 97
1 193 -100
1 429 -28
1 349 3
1 116 11
1 54 -55
1 411 -84
1 498 10
1 417 -58
1 170 49
1 395 63
1 428 -32
1 141 6
1 301 60
1 72 -26
1 330 83
1 213 -66
1 392 -48
2 368 53
2 150 17
2 30 -25
2 473 25
2 102 -9
2 75 -49
2 248 88
2 221 -27
2 70 3
2 280 14
2 217 21
2 477 -31
2 293 -67
2 488 3
2 449 87
2 495 -7
2 465 95
2 415 -49
2 360 -22
2 166 63
2 3 32
2 3 44
2 212 0
3 425 -43
3 147 -95
3 309 -97
3 271 -4
3 374 -65
3 88 71
3 269 -64
3 196 95
3 307 51
3 405 -56
3 295 -58
3 193 1
3 260 -65
3 455 65
3 20 42
3 480 -58
3 374 -20
3 128 22
3 285 41
3 205 -5
3 85 -1
3 319 -45
3 500 17
4 327 12
4 14 63
4 54 -57
4 375 98
4 245 -26
4 96 -16
4 489 -70
4 459 58
4 426 17
4 365 -23
4 257 8
4 2 41
4 509 -74
4 279 6
4 378 19
4 469 83
4 91 15
4 327 31
4 82 -14
4 488 27
4 407 -70
4 240 -30
4 199 4
5 330 62
5 112 18
5 131 -97
5 131 -99
5 446 79
5 57 -38
5 453 -51
5 70 0
5 397 -53
5 472 -15
5 247 -1
5 91 -86
5 131 70
5 92 56
5 404 -3
5 4 -92
5 192 -23
5 500 -88
5 362 -68
5 311 -82
5 509 31
5 400 -70
5 276 -87
6 406 -13
6 98 -82
6 14 96
6 462 -62
6 235 95
6 345 -15
6 191 33
6 439 -10
6 358 40
6 198 25
6 59 -69
6 97 -29
6 188 3
6 343 20
6 496 24
6 24 -3
6 54 71
6 313 -78
6 79 65
6 324 4
6 506 44
6 461 -61
6 160 -16
7 279 -83
7 395 45
7 307 24
7 408 -45
7 129 29
7 44 30
7 251 14
7 337 -78
7 174 20
7 163 47
7 463 -38
7 270 43
7 53 33
7 347 -83
7 256 -22
7 503 -98
7 39 -12
7 433 55
7 249 72
7 72 -30
7 312 -68
7 254 -80
7 58 5
8 54 16
8 233 -37
8 435 12
8 409 -90
8 512 -74
8 277 18
8 288 -45
8 409 -55
8 484 81
8 30 85
8 222 -89
8 392 25
8 386 40
8 441 72
8 289 -64
8 363 -14
8 442 -52
8 338 40
8 466 16
8 198 12
8 210 65
8 342 30
8 434 69
9 150 -42
9 428 12
9 493 -82
9 487 -80
9 285 16
9 225 19
9 89 45
9 58 72
9 462 -61
9 327 67
9 301 92
9 93 -40
9 43 -32
9 265 51
9 36 -22
9 465 11
9 475 -94
9 364 2
9 365 68
9 58 -81
9 185 60
9 194 -72
9 227 88
10 378 28
10 427 40
10 72 -15
10 388 67
10 404 38
10 392 -24
10 427 -88
10 447 89
10 255 54
10 270 59
10 248 7
10 323 38
10 2 58
10 483 73
10 161 -46
10 438 -4
10 331 12
10 473 -73
10 52 -94
10 151 -91
10 24 80
10 117 93
10 506 97
11 284 -58
11 117 58
11 281 23
11 31 -14
11 436 -34
11 283 -67
11 154 -66
11 415 85
11 162 8
11 395 -7
11 167 24
11 458 72
11 22 26
11 175 -9
11 276 59
11 214 -53
11 405 79
11 198 89
11 10 -46
11 85 -39
11 165 -40
11 472 35
11 331 38
12 163 -40
12 377 66
12 120 76
12 385 -89
12 8 -86
12 375 50
12 253 13
12 453 -29
12 306 -12
12 392 -80
12 483 34
12 201 71
12 315 15
12 206 -59
12 109 -27
12 248 -88
12 146 94
12 275 62
12 218 61
12 176 3
12 430 58
12 462 -29
12 65 -14
13 22 -2
13 237 57
13 290 98
13 37 67
13 113 -72
13 171 -100
13 512 95
13 196 -79
13 51 63
13 60 -67
13 236 5
13 354 26
13 53 -8
13 160 -98
13 154 46
13 220 -99
13 215 67
13 510 -60
13 293 -33
13 440 -78
13 320 97
13 506 6
13 265 32
14 451 99
14 372 70
14 96 -33
14 178 38
14 377 -94
14 34 48
14 435 -5
14 332 76
14 334 53
14 97 -5
14 14 96
14 169 -23
14 270 8
14 366 -44
14 443 -1
14 109 -52
14 453 -12
14 485 88
14 384 87
14 414 -57
14 479 74
14 431 -85
14 226 -24
15 322 75
15 334 -18
15 68 1
15 116 81
15 29 -19
15 350 36
15 153 -3
15 278 10
15 168 48
15 339 26
15 160 90
15 340 -76
15 508 22
15 390 22
15 320 -28
15 18 -54
15 329 39
15 74 -61
15 381 -67
15 197 51
15 368 21
15 81 -27
15 399 19
16 24 10
16 25 -46
16 300 99
16 5 58
16 191 -7
16 429 81
16 351 91
16 444 67
16 308 68
16 466 -52
16 13 -79
16 250 -69
16 406 68
16 445 -58
16 199 30
16 216 -18
16 285 -77
16 18 -7
16 509 -9
16 12 -32
16 246 7
16 407 -74
16 289 77
17 354 27
17 458 69
17 330 -49
17 467 -59
17 348 88
17 315 -34
17 206 80
17 336 -77
17 458 35
17 230 58
17 270 11
17 10 96
17 277 -38
17 422 69
17 292 23
17 241 25
17 89 -40
17 392 -51
17 444 -81
17 110 54
17 191 -58
17 348 45
17 464 -38
18 409 57
18 403 -29
18 375 -14
18 303 1
18 312 15
18 212 -99
18 393 60
18 287 2
18 232 -5
18 244 59
18 508 86
18 202 52
18 473 -85
18 385 55
18 413 -92
18 385 80
18 466 40
18 476 -60
18 119 -30
18 78 43
18 449 -8
18 377 60
18 473 96
19 43 -65
19 10 -81
19 82 -97
19 115 65
19 102 -30
19 27 -80
19 354 -59
19 343 -57
19 216 19
19 150 7
19 411 75
19 223 82
19 72 -70
19 387 -71
19 318 -56
19 253 -86
19 174 38
19 323 47
19 386 -95
19 45 96
19 72 -46
19 238 -86
19 18 -81
20 505 51
20 316 56
20 359 86
20 431 56
20 215 33
20 289 -32
20 365 -98
20 260 -8
20 223 49
20 24 35
20 486 -89
20 222 -69
20 155 2
20 93 84
20 3 -16
20 443 -88
20 401 -55
20 185 -1
20 458 -81
20 411 22
20 387 -90
20 245 33
20 114 -6
21 138 -60
21 500 88
21 178 -89
21 60 -63
21 139 85
21 105 74
21 398 14
21 9 -44
21 295 37
21 248 20
21 175 6
21 377 7
21 54 47
21 36 -74
21 253 85
21 127 -97
21 10 5
21 57 -5
21 394 65
21 18 92
21 174 -77
21 4 -67
21 64 -100
22 244 75
22 239 -14
22 323 69
22 474 -47
22 200 -13
22 336 -97
22 196 -27
22 45 -51
22 170 30
22 19 -93
22 410 -80
22 280 89
22 312 70
22 233 -71
22 400 -100
22 413 5
22 239 -35
22 245 65
22 18 4
22 431 -13
22 484 -40
22 246 30
22 54 3
23 12 -46
23 48 -28
23 206 36
23 496 -52
23 359 -96
23 204 15
23 182 36
23 162 78
23 474 80
23 382 86
23 123 -67
23 363 -70
23 283 53
23 372 45
23 99 -13
23 266 -72
23 156 -46
23 136 -12
23 86 -74
23 106 -97
23 422 7
23 84 -56
23 244 72
24 142 -52
24 134 -80
24 117 -85
24 4 62
24 239 97
24 443 -24
24 139 -5
24 205 70
24 359 71
24 204 41
24 433 -20
24 38 -20
24 315 -24
24 371 7
24 501 90
24 338 -89
24 221 96
24 346 0
24 312 13
24 243 32
24 210 38
24 119 74
24 459 -60
25 303 61
25 248 85
25 106 56
25 386 -52
25 396 -53
25 158 -54
25 270 99
25 115 -31
25 76 -81
25 160 23
25 282 95
25 394 -91
25 37 74
25 153 -73
25 223 -54
25 110 -94
25 5 -36
25 402 -46
25 46 53
25 333 57
25 80 9
25 58 -68
25 79 70
26 61 92
26 162 20
26 61 -81
26 365 -23
26 348 85
26 493 -30
26 18 -37
26 185 -38
26 423 -64
26 34 94
26 65 9
26 164 37
26 347 93
26 409 -94
26 65 -97
26 232 -38
26 5 -50
26 167 62
26 325 96
26 116 -1
26 353 -46
26 285 67
26 484 -89
27 485 28
27 184 -45
27 279 32
27 368 -42
27 155 -34
27 413 -4
27 340 63
27 134 47
27 377 -67
27 57 -10
27 18 81
27 300 -52
27 57 79
27 466 67
27 389 76
27 427 -93
27 260 -73
27 63 -81
27 211 -25
27 189 15
27 470 30
27 361 -89
27 216 -3
28 297 -97
28 212 10
28 69 -44
28 68 -11
28 64 95
28 348 87
28 328 21
28 175 17
28 259 47
28 411 -41
28 456 -19
28 213 -52
28 74 1
28 279 -71
28 10 15
28 193 -15
28 187 -51
28 186 50
28 462 8
28 355 52
28 342 -20
28 295 4
28 498 -88
29 115 9
29 332 -62
29 61 -78
29 233 59
29 9 -9
29 455 -18
29 411 30
29 73 99
29 252 96
29 368 -80
29 435 74
29 276 -20
29 275 -2
29 347 40
29 48 -81
29 484 11
29 211 63
29 449 95
29 105 -8
29 361 65
29 169 25
29 160 98
29 88 30
30 129 11
30 174 -65
30 115 -63
30 510 5
30 190 -85
30 462 -35
30 342 72
30 479 -73
30 94 -68
30 318 -39
30 348 23
30 497 -73
30 510 -15
30 464 34
30 400 74
30 222 -53
30 283 -20
30 339 -11
30 460 38
30 149 92
30 37 -15
30 217 56
30 211 -97
