256 1979
1 161 -7
1 219 91
1 8 59
1 162 2
1 85 36
1 225 8
1 231 -26
1 167 25
1 230 20
1 66 -22
1 95 5
1 38 50
1 79 70
1 117 -69
1 158 -25
1 83 -31
2 180 31
2 133 86
2 116 66
2 48 -13
2 115 57
2 170 34
2 47 92
2 90 -7
2 112 -95
2 243 -27
2 138 99
2 64 -59
2 141 -32
2 55 10
2 102 40
3 32 -34
3 237 1
3 118 58
3 220 30
3 6 38
3 154 98
3 20 -18
3 129 -38
3 101 -97
3 37 15
3 234 -15
3 24 -89
3 191 -80
3 68 -92
3 225 -88
3 214 40
4 90 -5
4 218 -93
4 14 -45
4 194 88
4 202 88
4 214 -90
4 195 -99
4 255 15
4 11 68
4 193 -55
4 253 -91
4 70 -42
4 43 66
4 123 61
4 27 32
4 153 -23
5 92 53
5 46 45
5 52 17
5 193 -80
5 188 -13
5 174 72
5 103 -14
5 206 86
5 6 41
5 86 -9
5 92 -87
5 20 66
5 38 -6
5 132 -45
5 70 -7
5 182 48
6 81 21
6 218 86
6 68 98
6 62 -100
6 141 -45
6 224 -78
6 95 13
6 92 4
6 231 -14
6 184 -48
6 117 60
6 13 1
6 116 57
6 209 -59
6 88 56
6 144 64
7 148 72
7 50 -8
7 33 19
7 63 87
7 96 -72
7 104 4
7 134 -20
7 101 22
7 114 22
7 33 56
7 239 -86
7 148 12
7 215 -79
7 173 32
7 158 6
7 13 -32
8 202 90
8 120 -50
8 212 56
8 73 -75
8 129 -80
8 160 -95
8 102 94
8 39 -5
8 200 99
8 110 31
8 219 -79
8 59 -6
8 108 -89
8 9 29
8 78 -73
9 80 -29
9 209 -30
9 128 -50
9 89 -94
9 118 -16
9 101 -11
9 90 87
9 217 -74
9 13 -43
9 251 -69
9 131 60
9 13 -62
9 106 -13
9 36 53
9 110 70
10 222 -15
10 109 -45
10 134 -46
10 11 98
10 124 -61
10 210 67
10 123 87
10 81 61
10 165 69
10 145 -36
10 223 -6
10 26 52
10 237 18
10 115 -58
10 185 25
11 155 -16
11 145 -55
11 99 -10
11 149 84
11 112 -10
11 204 -38
11 208 98
11 166 68
11 118 -71
11 91 29
11 159 68
11 100 -50
11 25 51
11 121 19
11 145 -79
11 169 35
12 56 -65
12 191 26
12 204 -88
12 201 -82
12 104 76
12 153 -69
12 201 47
12 85 -28
12 216 83
12 88 -75
12 93 36
12 108 86
12 225 -20
12 119 26
12 113 18
13 82 -30
13 66 97
13 53 -54
13 185 8
13 200 -37
13 181 98
13 96 30
13 167 -9
13 75 27
13 135 81
13 177 97
13 18 9
14 193 41
14 61 56
14 57 14
14 156 86
14 125 -42
14 95 -34
14 94 3
14 30 53
14 139 50
14 182 -74
14 130 28
14 251 -6
14 142 -94
14 151 45
14 136 -60
14 118 -78
15 228 34
15 69 -72
15 137 -42
15 105 26
15 195 -31
15 163 -43
15 28 -3
15 174 -83
15 68 17
15 108 -28
15 120 -83
15 215 59
15 180 -20
15 112 -5
15 120 83
15 71 -95
16 43 -46
16 157 83
16 46 -13
16 19 0
16 28 75
16 139 -44
16 97 -19
16 177 -8
16 81 -17
16 255 89
16 70 -15
16 213 22
16 159 94
16 151 39
16 181 -99
16 174 -5
17 85 -79
17 46 -49
17 121 83
17 135 80
17 32 86
17 198 24
17 223 83
17 41 -21
17 39 -84
17 152 -22
17 20 -93
17 196 -59
17 74 -66
17 36 -39
17 156 -56
17 105 33
18 76 48
18 207 -37
18 91 -76
18 45 -42
18 90 -43
18 63 76
18 162 -10
18 145 88
18 131 -52
18 19 79
18 92 -93
18 98 -55
18 26 -49
18 47 89
18 74 41
19 162 -46
19 49 73
19 109 7
19 91 -28
19 83 94
19 246 -28
19 150 52
19 238 -66
19 33 -28
19 177 -86
19 215 -16
19 105 -27
19 89 -85
19 26 77
20 178 -9
20 108 63
20 145 43
20 67 50
20 69 54
20 234 -68
20 247 -99
20 25 -4
20 187 -99
20 221 35
20 200 -7
20 90 -66
20 114 -98
20 106 92
20 231 48
20 136 51
21 92 -66
21 107 71
21 176 43
21 148 -51
21 179 92
21 136 -28
21 126 -11
21 91 -78
21 134 -46
21 247 -6
21 212 -55
21 241 -46
21 96 18
22 57 9
22 225 63
22 188 -83
22 81 60
22 168 13
22 73 64
22 94 -88
22 247 76
22 199 -31
22 85 64
22 94 80
22 190 71
22 111 63
22 215 -17
22 233 -5
23 121 31
23 84 8
23 39 44
23 64 -10
23 53 28
23 27 -39
23 111 -24
23 221 10
23 29 -30
23 121 -72
23 179 -91
23 221 7
23 204 4
23 54 -47
23 207 71
24 232 86
24 118 78
24 48 76
24 216 -35
24 121 20
24 174 78
24 190 76
24 233 35
24 46 76
24 36 13
24 102 -31
24 69 68
24 148 -82
24 159 -7
24 238 37
24 240 -28
25 218 75
25 219 96
25 166 22
25 62 -56
25 90 -57
25 103 46
25 140 40
25 144 55
25 48 -72
25 149 25
25 26 -85
25 32 -98
25 226 95
25 217 -39
25 124 76
25 66 -15
26 218 97
26 50 -22
26 88 57
26 192 -34
26 145 -97
26 85 -9
26 112 24
26 139 14
26 86 98
26 203 90
26 182 -58
26 184 20
26 126 -98
26 205 -66
26 137 -12
27 90 75
27 71 -46
27 78 -59
27 150 45
27 46 -78
27 91 -42
27 43 -78
27 240 -96
27 184 58
27 222 -13
27 207 62
27 141 -53
27 86 -67
27 98 -94
28 43 -41
28 29 19
28 65 8
28 176 12
28 196 -57
28 196 -19
28 241 66
28 42 37
28 222 -93
28 159 -66
28 58 -30
28 77 -67
28 189 3
28 116 -97
29 72 29
29 32 48
29 165 37
29 175 -93
29 80 60
29 184 56
29 65 87
29 201 14
29 33 -23
29 53 84
29 194 81
29 84 -13
29 244 94
29 142 -68
29 251 -35
30 104 -7
30 100 -1
30 40 45
30 200 29
30 204 98
30 229 0
30 82 43
30 73 5
30 251 -93
30 186 -1
30 59 -60
30 74 -66
30 155 83
30 126 77
30 46 -25
30 32 90
31 34 -36
31 161 56
31 107 3
31 68 -82
31 185 -23
31 41 22
31 146 -12
31 215 -81
31 226 21
31 179 47
31 156 -43
31 129 -80
32 168 68
32 135 -77
32 246 -100
32 117 -28
32 36 -86
32 240 -75
32 179 -74
32 234 30
32 111 71
32 77 25
32 144 -6
32 128 -22
32 40 -39
33 176 -81
33 68 -4
33 226 88
33 214 6
33 87 -74
33 250 -13
33 71 82
33 156 -87
33 123 81
33 186 77
33 122 43
33 65 60
33 107 -92
33 63 -58
33 78 -100
34 208 99
34 78 -45
34 186 74
34 136 41
34 37 74
34 231 -98
34 226 24
34 73 -97
34 57 -100
35 110 28
35 191 -31
35 79 -89
35 117 17
35 200 -63
35 96 -79
35 195 98
35 116 36
35 239 -2
35 152 61
35 168 24
35 150 39
35 116 62
35 140 40
36 54 -80
36 124 -9
36 142 66
36 136 -6
36 118 -4
36 55 64
36 235 -45
36 57 67
36 248 -67
36 135 -33
36 147 -77
36 151 84
36 226 -96
36 82 -2
37 163 54
37 213 54
37 85 -50
37 105 -37
37 160 41
37 150 -74
37 110 84
37 192 0
37 47 64
37 113 -67
37 89 82
37 88 -55
37 138 -10
37 194 94
37 188 12
38 225 -46
38 128 2
38 130 51
38 56 -64
38 171 -2
38 88 23
38 143 -92
38 227 14
38 91 48
38 150 -77
39 40 41
39 96 -56
39 253 15
39 166 -95
39 99 86
39 183 87
39 64 47
39 245 -80
39 87 -59
39 98 48
39 194 29
39 183 -27
39 220 -60
39 93 57
39 95 75
40 127 -45
40 225 -20
40 204 49
40 99 -21
40 163 31
40 45 -34
40 49 50
40 99 -8
40 233 41
40 133 -79
40 245 -63
40 189 -3
40 232 2
40 128 -75
40 60 -8
40 242 -19
41 172 28
41 143 -8
41 195 -74
41 56 93
41 119 99
41 45 64
41 62 39
41 108 97
41 105 -86
41 222 55
41 125 -90
41 204 90
42 142 43
42 82 -42
42 132 -90
42 210 -2
42 226 20
42 235 -26
42 65 -12
42 150 -83
42 133 -71
42 133 32
42 188 95
42 96 -88
42 173 54
42 197 76
42 129 82
43 91 -65
43 186 49
43 177 -9
43 106 -22
43 155 -96
43 92 -16
43 175 -56
43 132 -96
43 146 54
43 242 -48
43 48 -95
44 131 -80
44 99 99
44 212 -27
44 168 80
44 159 45
44 237 86
44 219 47
44 163 81
44 48 -27
44 99 31
44 99 64
44 237 -15
45 99 -63
45 154 19
45 137 2
45 131 -51
45 157 -50
45 167 -44
45 166 71
45 82 -78
45 135 52
45 57 -19
45 146 51
46 85 -13
46 84 -25
46 103 45
46 252 71
46 123 78
46 222 71
46 125 -90
46 100 -57
46 130 26
47 99 -2
47 247 72
47 177 89
47 187 49
47 129 -33
47 201 -89
47 109 25
47 148 66
47 50 -21
47 111 44
47 127 6
47 221 -78
47 122 -7
48 103 -6
48 155 21
48 239 -63
48 78 94
48 217 -17
48 152 61
48 123 25
48 180 -16
48 212 71
48 49 29
48 199 -82
48 184 -81
48 212 -5
48 112 53
48 141 -77
49 74 -68
49 194 5
49 89 -71
49 208 -3
49 56 -90
49 112 16
49 143 52
49 206 -55
49 78 11
49 112 -78
49 178 65
49 95 61
50 181 32
50 104 -51
50 103 73
50 85 -37
50 183 21
50 209 42
50 63 17
50 124 57
50 197 53
50 240 -95
50 214 -23
50 219 0
50 100 -54
50 166 96
50 149 -33
51 186 12
51 183 11
51 122 -59
51 147 -93
51 191 93
51 136 -14
51 235 -58
51 138 -38
51 97 -72
51 127 -33
51 193 -33
51 60 72
52 113 -94
52 124 68
52 170 -33
52 123 9
52 110 35
52 53 -17
52 92 -79
52 55 -48
52 233 -33
52 182 49
52 177 93
52 89 -11
52 191 33
52 97 -31
52 223 16
52 220 -57
53 147 19
53 122 12
53 131 3
53 179 -99
53 130 41
53 86 -14
53 177 -52
53 238 -31
53 196 7
53 124 -44
53 243 -15
53 250 75
54 116 -100
54 249 -56
54 145 -33
54 243 61
54 190 -92
54 114 -83
54 255 45
54 96 -63
54 178 -76
54 136 -52
55 115 55
55 248 -86
55 107 -72
55 106 -17
55 215 1
55 203 -22
55 169 -19
55 92 -71
55 127 44
55 150 33
55 167 5
55 239 37
56 206 -56
56 90 5
56 112 -81
56 57 47
56 221 -23
56 236 -100
56 111 -57
56 154 67
56 184 84
56 139 9
56 186 -23
56 232 -29
56 155 -4
57 141 63
57 142 -16
57 218 89
57 83 90
57 62 65
57 200 -3
57 166 -55
57 101 -76
57 130 54
57 128 -14
57 123 -5
57 255 -6
57 86 98
57 205 -39
58 251 -55
58 104 -84
58 78 9
58 203 95
58 139 -55
58 244 97
58 190 46
58 69 -16
58 199 88
58 208 57
58 89 71
58 134 -87
59 186 33
59 155 97
59 215 -30
59 78 -96
59 173 -64
59 206 39
59 160 -27
59 167 28
59 208 -1
59 215 24
59 171 -84
60 167 22
