2048 94208
1 937 27
1 961 81
1 851 74
1 644 63
1 168 50
1 425 53
1 1359 -52
1 1968 35
1 161 14
1 336 25
1 356 -21
1 803 -59
1 951 16
1 717 -9
1 2016 -73
1 579 61
1 1209 67
1 1023 25
1 1364 3
1 1396 -7
1 1646 99
1 943 -99
1 522 -15
1 1934 -51
1 1399 -47
1 1979 64
1 1936 -67
1 232 -75
1 1566 78
1 485 -73
1 1894 87
1 1938 36
1 662 -56
1 178 -62
1 154 7
1 1252 -25
1 1308 92
1 906 63
1 1340 15
1 1974 -22
1 1531 -73
1 593 40
1 171 81
1 466 41
1 1477 -25
1 571 13
2 1402 83
2 386 7
2 180 -71
2 1883 45
2 1579 41
2 841 -10
2 939 25
2 1388 68
2 1325 76
2 426 28
2 1415 -86
2 235 64
2 1023 -59
2 271 28
2 1071 5
2 1406 49
2 1591 -76
2 1823 49
2 32 96
2 360 -39
2 1944 -67
2 1328 8
2 1230 -14
2 1311 -37
2 700 -15
2 1186 66
2 616 33
2 910 86
2 1741 56
2 296 -6
2 1585 33
2 1605 23
2 922 -56
2 623 -22
2 1891 -52
2 678 98
2 991 -41
2 448 57
2 1228 12
2 775 -39
2 1365 78
2 1427 38
2 45 -86
2 1530 37
2 779 17
2 223 60
3 1602 1
3 955 25
3 821 -77
3 1364 -17
3 285 -12
3 479 29
3 80 55
3 126 27
3 224 22
3 594 -88
3 1982 10
3 1874 -19
3 467 -2
3 590 66
3 1611 71
3 506 -77
3 1337 98
3 774 -3
3 1340 70
3 314 -64
3 1723 20
3 158 88
3 1263 8
3 205 -65
3 779 -95
3 1379 71
3 1733 95
3 1473 85
3 278 -30
3 997 -73
3 1112 -37
3 1575 -16
3 1208 2
3 1095 -94
3 866 -40
3 1740 64
3 1904 17
3 1243 12
3 915 24
3 1751 -37
3 502 -58
3 442 94
3 2012 40
3 433 -27
3 1858 -53
3 1176 -28
4 60 -90
4 1593 -93
4 385 -100
4 1362 97
4 1540 -68
4 194 -8
4 1103 -29
4 365 24
4 789 -90
4 1295 30
4 2046 0
4 15 -4
4 597 18
4 877 39
4 32 74
4 1691 -15
4 971 -45
4 1071 -87
4 1096 -96
4 838 56
4 1532 -99
4 423 -63
4 1217 -64
4 1871 82
4 226 4
4 1911 31
4 38 -71
4 1275 -84
4 873 74
4 33 -62
4 418 82
4 186 -21
4 714 -48
4 1798 -59
4 1682 -34
4 2028 -38
4 1227 -75
4 1456 -83
4 1481 79
4 855 -98
4 1930 71
4 595 3
4 1822 73
4 1723 -95
4 1745 19
4 1476 16
5 255 62
5 1812 -72
5 1316 -82
5 1422 -32
5 733 57
5 1172 54
5 1865 6
5 1109 -85
5 1859 25
5 155 18
5 718 19
5 1452 69
5 1234 -72
5 375 -76
5 445 51
5 796 -23
5 1908 -81
5 1848 -70
5 1626 -91
5 172 44
5 1914 -17
5 863 -31
5 1602 89
5 498 94
5 235 -71
5 162 76
5 171 -58
5 1044 -96
5 1387 89
5 844 79
5 1502 -27
5 1779 47
5 737 85
5 1120 -20
5 31 -8
5 1399 62
5 1592 -17
5 968 -50
5 1231 24
5 1130 -65
5 692 11
5 1452 50
5 1902 -25
5 1437 -73
5 1952 48
5 808 -72
6 769 74
6 450 78
6 1061 72
6 1809 36
6 104 -5
6 991 -31
6 738 -98
6 1285 50
6 877 -91
6 549 -80
6 864 -75
6 763 34
6 550 46
6 1405 -30
6 612 -18
6 1675 -15
6 263 -2
6 230 -3
6 103 52
6 1985 -88
6 1549 79
6 1655 96
6 1792 -72
6 375 57
6 655 -8
6 323 -59
6 1271 -48
6 1905 64
6 68 98
6 556 66
6 1754 22
6 1239 35
6 339 -95
6 575 -27
6 482 -13
6 357 -69
6 847 -56
6 1771 -46
6 665 -92
6 1434 -96
6 804 10
6 1415 33
6 689 36
6 1774 -59
6 1571 -26
6 1124 -95
7 30 -15
7 1553 67
7 928 -87
7 23 23
7 655 75
7 32 -43
7 371 -13
7 61 85
7 806 -32
7 869 48
7 905 -32
7 89 -32
7 783 1
7 733 17
7 452 43
7 1421 55
7 1790 -77
7 1879 58
7 623 30
7 697 86
7 1260 -14
7 1386 22
7 145 -93
7 983 7
7 1316 -22
7 128 1
7 497 91
7 1131 -38
7 1999 -65
7 978 7
7 152 -55
7 1900 -33
7 699 -86
7 550 -76
7 251 60
7 93 41
7 1969 -65
7 527 -57
7 497 -27
7 989 -4
7 1181 -51
7 1179 65
7 1678 -2
7 1811 53
7 1673 97
7 886 -54
8 1078 -86
8 1694 -70
8 1961 36
8 241 26
8 1152 42
8 225 42
8 1655 70
8 10 -26
8 610 -50
8 1554 16
8 204 -39
8 65 -91
8 1142 27
8 1214 91
8 807 -93
8 1721 93
8 356 98
8 1106 40
8 1651 30
8 1227 31
8 1041 -70
8 1102 52
8 1099 -42
8 214 -100
8 265 -24
8 501 -18
8 1896 0
8 695 58
8 349 -99
8 1194 -96
8 338 3
8 1597 52
8 660 -75
8 1479 90
8 1811 58
8 688 26
8 1889 11
8 444 -43
8 1885 -24
8 1628 -47
8 696 -6
8 1670 -71
8 1167 7
8 12 95
8 1540 -69
8 1927 -90
9 118 65
9 659 -6
9 13 79
9 1407 31
9 942 -12
9 604 -52
9 1410 -54
9 1188 -30
9 550 -80
9 746 40
9 1373 -17
9 1280 -78
9 598 40
9 1225 -92
9 2011 -21
9 2036 4
9 720 -90
9 245 -14
9 1322 69
9 515 -45
9 1345 87
9 1291 -33
9 722 34
9 1938 21
9 1913 -83
9 1294 -56
9 952 -8
9 186 20
9 501 40
9 1075 -27
9 379 78
9 1675 -35
9 502 -79
9 589 -16
9 1691 44
9 432 -27
9 1043 56
9 501 -39
9 1359 -88
9 495 -57
9 741 -28
9 1906 74
9 199 -66
9 2020 -13
9 1060 23
9 1545 -70
10 1199 45
10 807 -18
10 1738 -84
10 1521 -33
10 440 79
10 322 -67
10 398 22
10 1936 80
10 1694 -56
10 1784 83
10 331 -50
10 1369 -47
10 210 98
10 1491 57
10 1621 -72
10 131 12
10 647 -27
10 745 63
10 1986 64
10 1324 43
10 690 50
10 63 -43
10 1865 -14
10 414 -21
10 564 95
10 245 84
10 512 -16
10 653 -71
10 1481 21
10 178 -76
10 730 -70
10 1553 -9
10 1619 62
10 1336 -23
10 288 -65
10 1885 75
10 111 -2
10 1459 -28
10 1895 61
10 2035 -100
10 621 -14
10 1532 -28
10 228 6
10 1623 -59
10 500 -55
10 342 -47
11 1709 -25
11 1193 -44
11 1434 -62
11 829 -31
11 1033 35
11 1160 19
11 1249 -27
11 1034 -45
11 233 30
11 1260 44
11 642 -31
11 238 -53
11 1977 22
11 463 87
11 933 84
11 1029 15
11 1102 -69
11 1902 -80
11 1161 62
11 453 11
11 961 84
11 1456 53
11 1972 -86
11 468 62
11 220 -59
11 2020 75
11 250 33
11 58 70
11 18 6
11 1055 8
11 299 72
11 123 33
11 945 -8
11 162 -72
11 1535 30
11 40 22
11 156 -47
11 1175 0
11 932 -23
11 866 -89
11 1202 20
11 162 88
11 1495 -70
11 290 -92
11 1639 -69
11 2020 38
12 1006 -8
12 1889 11
12 1598 24
12 743 78
12 383 4
12 258 -28
12 1289 14
12 1197 -87
12 558 41
12 376 97
12 1554 27
12 1836 83
12 729 10
12 1392 -87
12 1776 -26
12 802 -23
12 478 -94
12 1675 54
12 1459 52
12 628 2
12 644 78
12 1254 37
12 1922 33
12 95 21
12 1396 -63
12 821 25
12 549 65
12 1849 -59
12 1442 91
12 1858 -43
12 1041 3
12 1404 -76
12 1963 4
12 908 -13
12 595 -4
12 1547 31
12 1061 43
12 1499 -4
12 1883 26
12 1140 -50
12 1097 26
12 1238 -22
12 284 -46
12 359 -21
12 78 -87
12 898 48
13 129 49
13 1722 -47
13 1893 -86
13 1034 -100
13 36 23
13 806 65
13 772 39
13 1050 93
13 1389 -92
13 1299 17
13 1273 52
13 40 23
13 1749 -51
13 1688 17
13 1296 -71
13 980 87
13 1265 84
13 418 -69
13 1964 -74
13 1988 -46
13 137 48
13 283 -55
13 497 27
13 1333 24
13 215 28
13 383 9
13 2016 87
13 1208 -65
13 960 44
13 1362 89
13 1127 67
13 1236 52
13 1643 5
13 1727 39
13 1819 2
13 42 23
13 742 -12
13 1832 96
13 1211 54
13 1467 2
13 981 -71
13 861 -27
13 1080 -90
13 1379 27
13 863 -39
13 858 -92
14 1623 -59
14 168 -29
14 1365 -33
14 762 -23
14 353 -61
14 1875 6
14 515 25
14 1120 -100
14 468 -92
14 932 14
14 161 -17
14 300 -25
14 987 93
14 591 -52
14 1223 -89
14 1963 -68
14 539 73
14 733 71
14 1921 -78
14 1718 -55
14 1622 -100
14 290 67
14 1263 67
14 567 -73
14 1878 -59
14 830 57
14 1886 45
14 358 -50
14 1473 18
14 1577 36
14 2014 -43
14 591 23
14 733 63
14 659 92
14 405 -30
14 1695 -56
14 1181 -69
14 1886 72
14 845 71
14 396 -22
14 1119 -65
14 593 -1
14 1354 12
14 406 -87
14 939 8
14 1795 -14
15 101 -57
15 1488 44
15 100 -97
15 1877 -26
15 1853 -65
15 1509 -34
15 471 -8
15 1725 64
15 2026 33
15 1124 -28
15 805 55
15 1980 3
15 1388 51
15 1312 -30
15 1017 29
15 601 92
15 1259 -40
15 502 -61
15 537 -63
15 1739 -100
15 1851 -56
15 367 -17
15 319 97
