128 1536
1 91 87
1 116 11
1 117 74
1 3 -84
1 122 47
1 49 20
1 113 -62
1 10 42
1 17 -49
1 127 10
1 82 -14
1 77 -28
2 23 21
2 15 42
2 8 -77
2 4 63
2 113 26
2 8 55
2 93 -96
2 81 -93
2 73 -51
2 21 26
2 99 -89
2 112 90
3 1 -100
3 33 -13
3 2 -93
3 42 28
3 34 -56
3 70 -6
3 47 44
3 108 -94
3 40 8
3 10 18
3 102 63
3 67 -85
4 114 44
4 53 71
4 71 -1
4 112 -14
4 35 68
4 105 52
4 3 49
4 42 -16
4 16 87
4 71 54
4 7 -98
4 10 85
5 91 -41
5 19 63
5 65 -28
5 98 17
5 93 29
5 2 85
5 128 36
5 31 -91
5 5 -59
5 63 -76
5 20 20
5 9 45
6 48 50
6 50 57
6 38 -20
6 122 92
6 98 -74
6 78 81
6 5 -6
6 43 -51
6 109 -8
6 119 44
6 6 -95
6 46 -94
7 50 66
7 98 -33
7 57 -2
7 44 47
7 8 -31
7 123 -65
7 54 -98
7 34 -34
7 60 -20
7 128 -33
7 65 94
7 105 -13
8 81 47
8 41 20
8 15 78
8 121 37
8 101 -25
8 112 56
8 89 -29
8 64 38
8 46 96
8 19 94
8 115 -28
8 21 -64
9 18 66
9 6 -28
9 13 -67
9 71 38
9 80 -84
9 79 -23
9 21 18
9 96 18
9 76 -72
9 71 95
9 24 22
9 125 25
10 102 -51
10 52 33
10 72 6
10 65 74
10 96 -17
10 26 -10
10 102 -98
10 51 -54
10 1 59
10 81 -63
10 25 89
10 22 76
11 35 88
11 92 41
11 119 -67
11 33 -44
11 106 -63
11 2 -44
11 61 -65
11 52 25
11 72 -32
11 3 8
11 95 33
11 100 -27
12 118 -31
12 121 -38
12 1 54
12 31 41
12 31 95
12 47 32
12 110 -94
12 66 -70
12 3 -55
12 18 -95
12 9 20
12 128 79
13 42 53
13 17 -66
13 41 -29
13 91 -70
13 52 53
13 124 -48
13 56 36
13 74 50
13 59 39
13 123 52
13 86 99
13 62 -47
14 12 -58
14 79 -65
14 23 -20
14 120 43
14 47 76
14 45 63
14 110 59
14 20 -8
14 40 -70
14 88 -7
14 10 24
14 90 40
15 26 -53
15 60 -67
15 123 -95
15 40 54
15 103 68
15 67 -55
15 107 -81
15 78 12
15 16 20
15 42 -94
15 54 -81
15 74 13
16 71 61
16 82 7
16 114 35
16 125 99
16 117 -62
16 104 23
16 5 -55
16 31 71
16 66 -85
16 97 -96
16 56 47
16 30 9
17 124 -60
17 82 24
17 31 -84
17 34 -25
17 41 86
17 37 -76
17 6 -42
17 68 -41
17 14 -47
17 85 6
17 1 19
17 111 59
18 53 4
18 117 61
18 58 94
18 43 -4
18 43 -43
18 44 97
18 17 15
18 78 -85
18 69 16
18 17 -22
18 13 -82
18 115 -71
19 122 27
19 69 92
19 89 78
19 127 -63
19 54 84
19 65 -80
19 126 -22
19 3 79
19 101 44
19 124 25
19 9 13
19 44 -31
20 99 -22
20 17 -63
20 102 93
20 57 -55
20 108 -85
20 24 -42
20 53 -12
20 98 -93
20 60 88
20 30 53
20 106 -89
20 8 13
21 102 77
21 63 99
21 101 95
21 2 61
21 72 -63
21 87 -22
21 52 21
21 101 -64
21 68 68
21 92 36
21 96 -60
21 26 -14
22 27 -67
22 88 74
22 114 49
22 39 -84
22 114 97
22 90 0
22 113 -22
22 38 59
22 20 77
22 34 -16
22 88 -84
22 108 66
23 21 19
23 13 26
23 41 66
23 54 -80
23 124 -10
23 22 -27
23 1 -39
23 26 95
23 42 36
23 66 32
23 118 73
23 97 4
24 71 -82
24 7 93
24 89 -58
