32 92
1 28 -1
1 29 -41
1 27 -17
1 31 -83
1 15 -31
1 3 76
2 25 -55
2 27 -60
2 29 -64
2 26 -79
2 6 99
2 21 98
3 5 -100
3 18 -45
3 4 -9
3 22 -65
3 9 43
4 7 67
4 25 52
4 11 -4
4 24 40
4 31 85
4 20 53
5 26 -73
5 30 65
5 16 94
5 12 12
5 27 -15
5 18 83
6 26 -57
6 22 25
6 24 74
6 26 89
6 18 89
7 28 41
7 25 26
7 14 -93
7 8 98
8 20 47
8 13 58
8 13 -40
8 24 77
9 10 40
9 14 70
9 31 26
9 32 -62
10 22 -25
10 32 -73
10 17 -94
10 19 1
10 18 14
11 30 -37
11 30 94
11 17 52
11 27 46
12 16 -15
12 27 56
13 14 -14
13 25 -93
13 18 -60
13 16 -1
14 19 -60
14 24 -95
14 24 3
15 28 69
15 30 -81
16 22 -80
16 30 -48
17 29 -79
17 24 36
18 31 24
18 30 36
19 30 13
19 24 15
19 20 -46
19 24 63
20 23 -28
20 31 -48
20 31 21
20 32 -13
21 29 -5
22 29 -22
23 31 58
24 28 -86
25 29 46
25 30 -57
25 32 68
26 27 -63
26 31 86
27 32 -88
28 30 -17
30 31 -89
