1024 32768
1 641 47
1 785 80
1 508 -65
1 310 -40
1 893 -51
1 37 -59
1 907 -16
1 245 -15
1 640 -64
1 962 7
1 351 -14
1 75 -48
1 499 -89
1 635 4
1 330 -63
1 376 53
1 124 85
1 154 -19
1 554 17
1 641 -93
1 17 -45
1 673 60
1 430 -2
1 806 9
1 518 24
1 274 -76
1 679 28
1 965 85
1 225 82
1 726 70
1 870 -99
1 857 81
2 97 -89
2 565 -4
2 350 -61
2 962 34
2 158 -31
2 606 20
2 314 9
2 824 90
2 1017 -2
2 420 59
2 322 1
2 93 -9
2 587 10
2 411 14
2 871 79
2 274 -94
2 272 52
2 822 -16
2 171 10
2 193 17
2 248 -65
2 262 71
2 866 52
2 924 -1
2 710 75
2 140 60
2 496 -4
2 502 83
2 58 -67
2 231 -53
2 706 -78
2 436 61
3 274 61
3 765 -68
3 15 26
3 272 0
3 628 -42
3 913 -21
3 79 -33
3 86 1
3 25 -38
3 68 15
3 864 6
3 771 14
3 132 -58
3 150 47
3 684 17
3 254 -70
3 440 -16
3 581 35
3 653 86
3 873 -24
3 255 -11
3 309 -15
3 750 -96
3 958 4
3 360 91
3 151 -56
3 694 57
3 972 50
3 941 47
3 533 54
3 694 44
3 1015 17
4 695 -36
4 299 -80
4 841 79
4 383 -49
4 1024 -43
4 568 -65
4 269 -10
4 511 -74
4 476 -23
4 764 -25
4 480 -81
4 828 26
4 184 31
4 74 9
4 639 -10
4 331 -28
4 419 -94
4 905 65
4 339 -84
4 565 -64
4 724 38
4 666 60
4 168 -97
4 964 91
4 199 76
4 993 45
4 516 5
4 285 -62
4 701 50
4 776 -68
4 17 53
4 358 40
5 368 33
5 821 -16
5 697 25
5 878 -7
5 804 -45
5 68 89
5 121 -96
5 834 -82
5 133 -71
5 969 -66
5 335 -31
5 547 66
5 571 24
5 742 -47
5 910 -21
5 709 -63
5 409 -8
5 487 -36
5 160 59
5 743 38
5 195 -28
5 935 -40
5 222 35
5 528 30
5 717 83
5 759 -61
5 319 90
5 783 96
5 983 60
5 881 94
5 268 18
5 679 -20
6 996 -14
6 961 58
6 902 -58
6 318 1
6 665 88
6 717 -30
6 820 -67
6 176 32
6 334 33
6 735 75
6 443 -79
6 314 87
6 389 -61
6 965 -75
6 270 -83
6 613 -15
6 680 48
6 17 -41
6 316 35
6 42 -73
6 91 30
6 601 20
6 890 87
6 404 24
6 903 61
6 2 74
6 242 12
6 379 28
6 677 81
6 293 -24
6 953 -66
6 1007 66
7 850 4
7 937 -48
7 328 32
7 374 31
7 534 -46
7 932 -45
7 634 78
7 817 79
7 87 34
7 935 -49
7 796 -71
7 463 -12
7 519 32
7 299 -87
7 619 -43
7 420 23
7 983 -28
7 209 -98
7 300 38
7 704 94
7 374 27
7 326 54
7 195 -27
7 987 -51
7 291 93
7 568 97
7 894 -90
7 341 65
7 931 47
7 357 -40
7 833 -95
7 566 68
8 816 65
8 467 -7
8 264 0
8 790 -96
8 221 -58
8 591 -99
8 859 -6
8 13 97
8 1001 10
8 321 41
8 323 58
8 689 -25
8 623 -70
8 107 26
8 544 73
8 258 -40
8 503 3
8 524 -29
8 730 -10
8 968 -60
8 542 91
8 610 99
8 766 48
8 501 -22
8 463 -14
8 100 -65
8 1004 -82
8 230 -42
8 423 85
8 12 96
8 528 85
8 887 83
9 930 -90
9 890 12
9 693 84
9 758 83
9 877 -67
9 532 -15
9 678 79
9 372 38
9 952 83
9 442 -38
9 717 -31
9 740 33
9 347 46
9 2 -100
9 403 88
9 131 -39
9 235 57
9 740 -30
9 328 -71
9 617 -65
9 320 82
9 788 56
9 926 87
9 710 -41
9 129 7
9 26 73
9 491 2
9 133 46
9 255 30
9 763 73
9 320 -80
9 258 70
10 597 73
10 216 16
10 676 98
10 121 93
10 99 -52
10 165 76
10 683 -1
10 144 31
10 111 -40
10 882 85
10 575 59
10 143 -65
10 416 13
10 664 4
10 645 -90
10 397 -19
10 592 33
10 872 -17
10 563 50
10 157 79
10 235 -65
10 92 -98
10 944 85
10 245 27
10 232 60
10 446 -2
10 273 35
10 793 -7
10 123 -81
10 225 66
10 551 -10
10 277 -40
11 678 66
11 341 -27
11 960 -51
11 127 -13
11 662 51
11 212 -32
11 506 97
11 171 -36
11 892 97
11 257 -12
11 156 -37
11 973 -57
11 501 4
11 372 92
11 98 -77
11 996 -82
11 941 -89
11 849 -75
11 716 16
11 928 -16
11 912 -48
11 52 -36
11 963 42
11 191 -62
11 537 27
11 936 78
11 743 -53
11 684 33
