2048 46973
1 1669 39
1 844 22
1 839 -19
1 799 31
1 1094 -54
1 1377 -38
1 280 89
1 2003 -45
1 381 -96
1 1129 28
1 103 -39
1 642 -29
1 1445 -21
1 284 -73
1 358 72
1 1857 -33
1 86 79
1 746 35
1 819 49
1 271 -76
1 1870 87
1 1299 -16
1 1511 75
1 290 53
1 984 -32
1 356 -11
1 51 93
1 1749 -88
1 845 -42
1 364 -35
1 809 -80
1 780 31
1 1869 -96
1 1517 56
1 131 92
1 2020 55
1 1246 -71
1 786 85
1 1063 -9
1 1797 -62
1 124 -4
1 435 -75
1 1152 -55
1 521 79
1 236 -60
1 1757 67
2 1086 52
2 931 -14
2 556 -94
2 232 25
2 157 46
2 1907 -30
2 729 -9
2 1961 50
2 129 -35
2 176 53
2 487 -13
2 963 -17
2 1409 -84
2 2040 -19
2 1325 7
2 643 -69
2 1687 -89
2 175 15
2 650 -9
2 1011 88
2 392 76
2 2037 2
2 310 -5
2 1981 -92
2 269 -99
2 1482 77
2 1558 -39
2 1985 21
2 1488 93
2 36 97
2 1915 -19
2 1563 -99
2 804 -8
2 578 35
2 1170 -18
2 2039 9
2 944 -13
2 1729 41
2 1494 6
2 822 55
2 1810 -77
2 1785 35
2 286 70
2 1274 -29
2 1936 -92
2 472 21
3 1417 -98
3 578 12
3 1254 -34
3 1368 -80
3 1413 -96
3 362 80
3 1145 -66
3 727 90
3 840 -96
3 281 -88
3 1073 66
3 600 -39
3 1500 -68
3 1401 -77
3 1936 88
3 889 -48
3 1653 58
3 1670 -20
3 256 43
3 1248 -27
3 1064 56
3 115 -84
3 1808 -82
3 897 23
3 635 -90
3 1306 45
3 967 11
3 2016 -22
3 1292 -40
3 794 49
3 319 -60
3 1546 -35
3 639 50
3 1681 -48
3 77 -74
3 1399 -69
3 1734 -86
3 87 -93
3 1828 -17
3 1943 69
3 1611 46
3 1996 60
3 1103 8
3 1852 96
3 1639 54
3 204 -9
4 211 38
4 888 -84
4 785 -83
4 1639 -32
4 1840 25
4 1859 21
4 703 -70
4 1148 88
4 1943 6
4 146 84
4 1731 -79
4 511 -30
4 967 -11
4 586 33
4 1342 16
4 293 34
4 1275 81
4 134 54
4 167 -80
4 598 -3
4 2006 5
4 957 19
4 1872 -29
4 718 4
4 63 -59
4 2045 -35
4 1792 98
4 596 -34
4 509 -68
4 1395 52
4 1158 -45
4 1631 29
4 830 -20
4 741 -84
4 1700 -42
4 1794 -46
4 541 71
4 1382 37
4 906 -70
4 1558 14
4 2011 -92
4 1197 57
4 1333 18
4 807 87
4 1867 9
4 198 -60
5 195 -57
5 1486 49
5 1451 -53
5 1004 -96
5 862 66
5 1211 -62
5 76 2
5 1314 -49
5 952 -75
5 984 -95
5 37 -7
5 858 -73
5 1442 -60
5 1571 -12
5 1917 -4
5 366 59
5 168 -63
5 1468 -20
5 1457 52
5 235 -1
5 446 -95
5 1164 -63
5 279 -98
5 1377 -67
5 788 80
5 1477 86
5 258 -20
5 157 10
5 371 -48
5 1146 -33
5 1485 73
5 1042 76
5 1647 -21
5 1878 -43
5 317 9
5 1738 -76
5 1219 -78
5 2017 -88
5 73 5
5 1622 26
5 1269 -96
5 108 -90
5 618 43
5 385 -47
5 936 56
5 216 -95
6 536 8
6 407 66
6 223 68
6 1839 -20
6 559 82
6 1272 -15
6 930 -67
6 1485 -78
6 743 -86
6 994 -61
6 1071 -33
6 1208 -57
6 70 -47
6 1201 63
6 520 90
6 1632 9
6 1209 -65
6 1305 -3
6 1500 -29
6 1657 -67
6 753 -55
6 1611 94
6 612 15
6 1112 46
6 232 -49
6 712 -99
6 1771 -61
6 1522 -53
6 389 -62
6 1089 -34
6 1460 -92
6 1270 -24
6 604 -43
6 1454 -15
6 1851 54
6 2021 -95
6 1865 -4
6 404 -92
6 443 -88
6 438 3
6 1594 2
6 331 36
6 739 4
6 463 -88
6 247 32
6 188 63
7 938 -42
7 36 -17
7 68 -16
7 286 56
7 353 29
7 972 91
7 666 86
7 436 -71
7 362 -91
7 376 44
7 66 91
7 1387 -91
7 929 -19
7 1295 9
7 232 -87
7 518 -53
7 1934 20
7 1941 -93
7 561 93
7 1816 -40
7 346 78
7 955 -41
7 81 34
7 644 26
7 935 54
7 1238 14
7 1405 66
7 776 -82
7 801 -93
7 1501 85
7 1005 -12
7 800 -16
7 1556 -18
7 1233 47
7 1867 -65
7 1913 -10
7 1561 91
7 1146 59
7 101 59
7 1592 15
7 306 1
7 1720 -58
7 313 4
7 1487 32
7 1863 -93
8 133 -1
8 1593 -39
8 1973 25
8 1848 -71
8 124 -61
8 791 45
8 1693 -87
8 1259 96
8 1608 70
8 1433 42
8 1190 31
8 29 -10
8 192 91
8 538 -56
8 86 -64
8 165 -49
8 1680 -3
8 423 47
8 469 31
8 1501 60
8 1105 24
8 378 97
8 1348 12
8 1706 -4
8 84 24
8 394 -30
8 519 11
8 137 -71
8 623 51
8 317 -66
8 988 -58
8 741 49
8 1769 -74
8 379 38
8 1376 27
8 1168 38
8 1701 -57
8 1005 13
8 407 -39
8 1077 -36
8 1480 -8
8 210 -66
8 1586 30
8 1284 -18
8 185 -97
8 1994 -7
9 415 5
9 1770 42
9 1006 92
9 477 37
9 1014 -26
9 1399 50
9 2025 -56
9 1459 63
9 677 97
9 535 39
9 635 23
9 1330 -11
9 578 -94
9 1733 46
9 1204 81
9 473 73
9 1661 -54
9 453 -45
9 1334 -69
9 626 85
9 887 68
9 569 25
9 773 0
9 733 97
9 1329 -56
9 1379 25
9 999 62
9 1233 91
9 486 -6
9 600 -23
9 367 -29
9 1909 -81
9 670 -52
9 1696 -12
9 822 -25
9 1928 -96
9 1445 -26
9 1187 70
9 137 94
9 1076 -94
9 2030 43
9 1951 12
9 526 74
9 1801 28
9 646 -94
9 1636 -77
10 1650 -25
10 1595 15
10 1301 74
10 962 -78
10 1522 -30
10 1680 -61
10 1209 4
10 344 47
10 589 -50
10 87 24
10 996 28
10 833 89
10 1792 7
10 617 -65
10 1506 18
10 1688 75
10 234 -95
10 205 51
10 29 -93
10 160 33
10 1341 -76
10 1769 -87
10 656 8
10 274 46
10 1043 -4
10 853 74
10 684 -100
10 733 -74
10 1775 14
10 239 -42
10 448 5
10 1660 37
10 90 -94
10 503 63
10 168 -77
10 1933 -35
10 515 -49
10 1430 -73
10 1646 76
10 1948 13
10 903 -38
10 1561 -38
10 360 64
10 1189 -59
10 951 -48
10 1286 -52
11 205 -26
11 1404 23
11 1032 -12
11 592 91
11 980 77
11 937 22
11 906 20
11 1924 27
11 760 -45
11 1627 13
11 219 -59
11 188 -98
11 847 -51
11 1354 13
11 686 64
11 1715 70
11 82 76
11 640 17
11 1865 51
11 1959 63
11 58 -33
11 596 89
11 903 6
11 1054 -31
11 1683 -39
11 273 -55
