1024 32768
1 6 69
1 578 86
1 302 -66
1 850 -13
1 21 -83
1 416 -60
1 997 -51
1 893 58
1 800 -32
1 247 -98
1 107 97
1 838 -9
1 924 1
1 526 4
1 218 -86
1 79 29
1 534 -68
1 207 -74
1 760 98
1 991 -23
1 268 -32
1 169 -37
1 200 29
1 96 28
1 310 -46
1 437 -56
1 832 -8
1 636 46
1 409 -35
1 704 80
1 295 75
1 339 -16
2 818 -53
2 852 64
2 291 -72
2 231 57
2 941 59
2 835 25
2 907 -81
2 335 82
2 104 -77
2 861 5
2 107 33
2 981 74
2 94 13
2 103 -51
2 967 -79
2 881 -82
2 305 -15
2 574 -32
2 72 8
2 268 51
2 913 58
2 801 -21
2 66 -33
2 152 85
2 30 -43
2 436 -9
2 792 -65
2 990 -67
2 139 -31
2 566 -83
2 774 -67
2 770 -39
3 75 80
3 318 -75
3 133 64
3 258 11
3 672 56
3 378 -94
3 255 -72
3 255 -54
3 831 -22
3 955 -7
3 284 38
3 552 -80
3 122 99
3 884 -94
3 299 51
3 142 39
3 353 25
3 880 2
3 440 -14
3 132 -93
3 267 72
3 375 -14
3 828 -50
3 176 7
3 27 41
3 574 -16
3 773 -78
3 755 68
3 325 -48
3 947 81
3 183 15
3 755 67
4 266 -97
4 69 -44
4 279 64
4 425 -90
4 985 52
4 246 4
4 74 -33
4 773 -83
4 11 9
4 949 -89
4 813 -77
4 989 22
4 685 -3
4 738 -56
4 889 49
4 505 15
4 755 -75
4 595 82
4 757 93
4 827 2
4 814 67
4 421 10
4 440 0
4 188 -32
4 864 85
4 709 94
4 330 16
4 99 -58
4 747 6
4 756 26
4 859 62
4 665 99
5 89 0
5 39 8
5 200 -17
5 933 0
5 181 -39
5 82 -72
5 344 -64
5 327 99
5 54 -54
5 598 39
5 534 -95
5 453 -73
5 250 -43
5 223 -70
5 214 19
5 743 -73
5 883 82
5 379 -57
5 25 67
5 533 5
5 973 -15
5 533 0
5 342 52
5 484 -62
5 45 91
5 811 -1
5 294 61
5 821 1
5 344 37
5 601 -18
5 458 40
5 892 99
6 554 27
6 832 47
6 798 -77
6 973 43
6 311 -81
6 588 -29
6 476 -10
6 710 -72
6 1003 32
6 919 -41
6 180 -86
6 430 -11
6 599 18
6 334 -70
6 8 -93
6 52 4
6 881 51
6 565 -32
6 344 67
6 825 1
6 349 -58
6 404 -87
6 865 -77
6 879 -62
6 734 59
6 31 49
6 215 46
6 144 -87
6 183 -22
6 193 14
6 104 95
6 638 -100
7 160 14
7 30 -98
7 247 -10
7 662 -55
7 340 -55
7 721 -37
7 902 -27
7 71 -71
7 225 -70
7 941 73
7 532 -35
7 941 -75
7 872 63
7 34 -75
7 820 -88
7 56 -60
7 771 -14
7 803 47
7 397 -2
7 173 6
7 635 -77
7 261 70
7 103 76
7 769 -5
7 601 -94
7 734 36
7 585 -48
7 162 39
7 579 17
7 735 -15
7 26 -77
7 605 -41
8 761 23
8 120 28
8 917 -90
8 388 -83
8 717 54
8 713 63
8 632 87
8 998 -6
8 694 -40
8 483 41
8 873 -7
8 317 -86
8 13 76
8 1023 71
8 607 -48
8 1009 -20
8 974 47
8 305 -45
8 689 -22
8 410 74
8 339 -13
8 730 81
8 565 -85
8 885 -97
8 169 -24
8 394 80
8 213 30
8 845 93
8 281 10
8 869 88
8 935 -17
8 416 -48
9 392 -26
9 536 -32
9 475 -1
9 876 3
9 558 12
9 296 96
9 270 19
9 566 -51
9 688 43
9 222 -72
9 976 95
9 539 21
9 617 83
9 459 95
9 712 63
9 466 81
9 596 -62
9 777 -34
9 66 14
9 961 -58
9 209 4
9 649 -18
9 840 2
9 214 1
9 205 -53
9 529 -44
9 694 77
9 1018 -3
9 213 -43
9 715 64
9 846 4
9 660 97
10 430 59
10 460 -68
10 124 69
10 531 -84
10 1021 -100
10 669 -81
10 1005 69
10 985 -5
10 36 17
10 982 -79
10 423 -96
10 50 -41
10 575 98
10 7 -82
10 475 -53
10 1017 42
10 781 -36
10 759 -10
10 624 -86
10 829 -76
10 804 -1
10 962 53
10 312 -76
10 285 -36
10 137 -92
10 997 -80
10 428 4
10 9 87
10 63 41
10 457 -65
10 914 -34
10 85 9
11 631 -38
11 407 -33
11 1002 -56
11 794 24
11 530 57
11 515 -76
11 255 55
11 332 97
11 416 44
11 558 -9
11 709 47
11 76 75
11 610 -88
11 562 68
11 268 17
11 68 -5
11 654 -90
11 61 -27
11 913 -34
11 966 -56
11 107 -57
11 241 -18
11 223 11
11 903 77
11 543 69
