128 1536
1 14 -57
1 101 1
1 14 73
1 1 -32
1 73 22
1 117 -42
1 88 -67
1 27 57
1 44 -53
1 121 10
1 99 23
1 125 11
2 82 -23
2 28 -38
2 81 61
2 33 93
2 60 -71
2 114 53
2 78 -65
2 116 -86
2 48 79
2 70 69
2 74 -35
2 59 75
3 103 16
3 118 22
3 73 -49
3 108 -65
3 100 -3
3 102 -32
3 51 -21
3 3 -6
3 91 59
3 26 -16
3 82 83
3 60 -42
4 106 -26
4 63 69
4 23 -54
4 30 85
4 127 -78
4 2 -76
4 14 7
4 108 37
4 88 -46
4 119 14
4 125 -74
4 128 -43
5 66 49
5 67 83
5 54 81
5 21 96
5 88 -65
5 102 97
5 92 79
5 125 -95
5 4 -96
5 49 39
5 12 36
5 79 24
6 30 36
6 104 82
6 91 37
6 62 42
6 25 -78
6 107 -73
6 72 79
6 30 -86
6 105 91
6 66 -93
6 118 -88
6 75 -41
7 73 -52
7 36 49
7 111 -86
7 87 -62
7 128 -45
7 76 -13
7 94 57
7 60 40
7 17 -67
7 37 -41
7 126 60
7 91 -56
8 93 -25
8 63 26
8 69 -12
8 38 -93
8 93 -72
8 19 34
8 32 37
8 101 44
8 12 86
8 109 -15
8 88 15
8 38 51
9 70 43
9 61 -85
9 43 71
9 5 71
9 121 -56
9 104 0
9 122 63
9 69 -18
9 53 43
9 104 13
9 111 11
9 53 57
10 31 -9
10 113 -62
10 34 91
10 91 6
10 101 30
10 99 -33
10 68 -45
10 47 37
10 127 77
10 47 9
10 48 48
10 72 70
11 90 29
11 120 -62
11 75 -10
11 83 14
11 43 -47
11 90 -9
11 23 -10
11 2 -61
11 94 -15
11 96 -86
11 56 -31
11 24 -38
12 12 47
12 46 3
12 82 49
12 105 47
12 104 96
12 43 57
12 84 -60
12 75 -91
12 25 21
12 118 87
12 51 -95
12 68 30
13 80 39
13 113 63
13 128 -63
13 88 88
13 122 -77
13 126 -17
13 82 -4
13 72 42
13 3 94
13 100 -49
13 15 59
13 33 24
14 116 -43
14 87 73
14 67 98
14 77 -41
14 50 -87
14 55 48
14 79 43
14 105 46
14 16 -98
14 125 66
14 108 -66
14 101 -4
15 18 19
15 30 64
15 45 -69
15 62 29
15 45 -68
15 37 -59
15 18 -63
15 25 -61
15 51 92
15 6 70
15 30 -66
15 21 67
16 29 -78
16 37 -84
16 77 -86
16 56 0
16 104 -26
16 31 35
16 27 -16
16 79 21
16 60 65
16 34 4
16 67 14
16 29 95
17 45 -73
17 39 56
17 14 -53
17 38 21
17 60 84
17 114 22
17 54 60
17 29 -23
17 47 61
17 87 -9
17 4 86
17 108 -10
18 83 -86
18 53 -58
18 94 71
18 49 -18
18 49 -48
18 56 -1
18 76 -34
18 58 -9
18 6 74
18 90 -35
18 20 -54
18 96 -55
19 67 33
19 27 -71
19 51 92
19 117 -51
19 53 -22
19 5 36
19 110 18
19 39 -6
19 84 -82
19 4 -60
19 39 34
19 121 -33
20 20 5
20 109 75
20 56 -41
20 96 62
20 73 90
20 42 64
20 124 -16
20 9 -24
20 117 -21
20 88 31
20 63 -30
20 12 -94
21 21 49
21 109 30
21 45 71
21 62 26
21 94 96
21 22 54
21 70 26
21 87 75
21 21 -6
21 46 64
21 92 -87
21 26 17
22 18 21
22 57 28
22 23 37
22 43 -59
22 104 81
22 18 -2
22 4 20
22 36 57
22 48 -31
22 84 -21
22 81 98
22 109 30
23 57 12
23 51 -10
23 86 -47
23 41 68
23 66 -69
23 104 -62
23 70 34
23 100 15
23 71 -36
23 121 -89
23 110 37
23 111 -94
24 105 -86
24 51 54
24 19 -99
24 79 81
24 122 -27
24 93 93
24 17 -19
24 88 -18
24 108 -49
24 75 -23
24 30 19
24 104 94
25 102 27
25 105 -72
25 87 83
25 78 35
25 76 25
25 27 -43
25 36 -77
25 126 10
25 120 62
25 2 -20
25 29 22
25 80 -65
26 23 30
26 37 -10
26 105 80
26 124 68
26 97 41
26 112 -25
26 82 45
26 64 -11
26 55 -92
26 29 29
26 100 34
26 83 -57
27 9 64
27 83 27
27 100 -71
27 98 95
27 28 83
27 92 -12
27 21 -77
27 15 76
27 89 -70
27 12 -49
27 26 -72
27 59 -59
28 128 -37
28 26 71
28 11 -56
28 28 -71
28 124 7
28 1 -12
28 90 95
28 67 -46
28 8 -19
28 123 13
28 100 -92
28 61 42
29 59 85
29 69 -46
29 18 90
29 116 20
29 44 6
29 21 78
29 97 32
29 21 -100
29 46 -39
29 19 -15
29 118 62
29 128 53
30 104 23
30 112 -57
30 69 -70
30 127 2
30 23 -18
30 22 61
30 96 -16
30 64 34
30 18 -8
30 128 -83
30 35 -99
30 28 30
31 114 97
31 51 90
31 103 -52
31 36 -70
31 35 44
31 29 77
31 120 -48
31 57 56
31 82 -87
31 50 -22
31 103 -71
31 51 58
32 17 17
32 126 44
32 25 -65
32 58 65
32 107 -8
32 20 -45
32 31 31
32 21 32
32 103 -55
32 127 60
32 115 -41
32 67 -47
33 79 -2
33 95 -59
33 92 36
33 51 38
33 70 10
33 15 -43
