64 253
1 11 78
1 38 73
1 31 -66
1 40 -12
1 6 -12
1 35 88
1 30 -66
2 51 -33
2 38 28
2 26 76
2 48 -5
2 28 -80
2 41 48
2 51 24
2 41 46
3 63 61
3 39 -49
3 6 7
3 51 71
3 32 13
3 8 81
3 56 -25
4 22 43
4 36 10
4 43 40
4 34 -5
4 21 42
4 11 -82
4 5 -27
5 51 47
5 19 -40
5 61 42
5 64 -48
5 17 -76
5 13 30
5 12 88
6 15 50
6 36 69
6 18 -37
6 18 12
6 41 25
6 28 92
6 44 -49
7 47 -58
7 17 -94
7 27 -77
7 50 -10
7 60 75
7 36 -99
7 61 36
8 34 0
8 16 82
8 21 53
8 53 86
8 17 -38
8 16 28
8 48 -31
8 48 64
9 34 -32
9 59 2
9 31 -47
9 62 -85
9 62 -58
9 58 31
9 37 -7
10 45 -46
10 55 -35
10 28 89
10 15 42
10 21 -46
10 30 9
10 31 -89
10 63 68
11 51 1
11 27 -36
11 22 67
11 25 8
11 46 -58
12 36 24
12 26 -20
12 42 -84
12 24 -1
12 32 96
12 62 99
13 18 92
13 35 85
13 17 9
14 43 13
14 20 -46
14 26 -34
14 16 -28
14 32 11
14 35 65
14 29 -34
14 20 75
15 43 90
15 20 96
15 60 80
15 23 -62
15 60 60
15 63 -73
15 59 90
16 31 -73
16 44 8
16 48 36
16 28 79
17 56 16
17 43 -67
17 41 7
17 48 -44
17 57 99
17 60 -100
18 21 -55
18 38 -37
18 22 87
18 62 83
19 61 -82
19 53 -78
19 61 32
19 40 98
19 62 64
20 26 67
20 49 -40
20 55 -97
20 27 -92
20 33 -26
21 44 63
21 57 89
21 44 60
21 30 31
21 42 98
21 26 -7
21 55 33
22 59 21
22 34 69
22 31 -89
22 48 -65
23 33 37
23 25 -85
23 30 13
23 34 -87
24 35 55
24 38 -98
24 56 -62
24 43 -44
24 55 -61
24 28 -7
25 55 29
25 33 -72
25 63 56
25 37 -72
25 41 -6
25 40 30
25 27 -74
26 32 69
26 57 1
26 28 -82
26 32 17
26 49 -49
26 49 -52
26 29 -12
27 63 92
27 51 61
27 45 -22
27 59 -10
27 63 -5
28 46 -33
28 43 -21
28 55 -88
28 59 83
28 29 56
29 56 -70
29 32 -4
29 45 -82
29 57 82
30 51 -46
30 35 -63
30 49 3
30 33 10
30 53 83
30 58 59
31 37 -8
31 44 -52
31 32 23
31 34 -44
32 57 -22
32 49 52
33 44 10
33 41 -61
33 58 -100
33 34 91
33 55 77
33 47 -29
34 60 15
34 60 -88
34 47 -60
34 35 -10
34 36 -35
34 51 71
34 61 17
34 53 74
35 36 -96
35 51 14
35 50 -92
35 42 -71
36 63 -46
36 52 -15
37 44 -40
37 45 37
38 57 -63
38 42 56
39 48 -18
39 40 -85
39 46 -48
40 41 -49
40 51 87
40 46 -7
41 42 -12
41 60 -47
41 47 -51
42 57 36
43 60 -70
43 63 -40
45 48 54
45 54 27
45 52 91
45 56 78
45 64 -37
46 62 -50
47 62 -43
47 53 7
47 57 -21
48 56 43
49 52 -53
49 64 14
49 58 -1
50 51 -73
50 57 37
51 64 -72
51 54 47
51 62 -69
51 56 -47
52 62 92
52 59 78
52 56 11
54 56 58
54 58 4
55 60 -9
55 56 -19
56 58 -70
57 64 -92
58 59 -30
59 64 -68
