32 88
1 30 44
1 8 3
1 19 45
1 31 -82
1 4 -20
1 6 25
2 18 49
2 23 64
2 3 14
2 30 0
2 11 -5
2 31 -81
3 13 -34
3 12 23
3 28 45
3 20 6
4 20 -37
4 7 74
4 6 -64
4 18 -39
4 6 47
5 17 -84
5 10 64
5 24 -78
5 24 -32
6 17 -66
6 24 94
6 26 11
6 32 32
6 32 -84
6 20 20
7 8 -83
7 18 -92
7 8 -44
7 24 52
8 22 32
8 30 80
8 14 -85
8 30 28
9 22 -70
9 16 -14
9 22 79
9 22 66
9 14 84
10 22 63
10 25 -41
11 26 15
11 22 -36
11 16 57
11 23 -7
11 27 -56
12 24 25
12 28 -6
12 14 -47
12 15 -20
12 16 -47
12 14 44
13 31 76
13 18 2
14 30 -94
14 15 -21
14 20 19
14 28 88
15 29 41
15 16 -39
15 19 -62
16 30 -19
16 31 -84
16 25 -54
16 21 78
17 23 -2
17 23 -87
18 20 -88
18 20 -33
19 28 -24
20 31 -92
20 29 -36
20 24 56
21 32 42
21 29 -3
23 24 17
23 31 -26
24 30 91
24 27 80
26 31 -97
26 29 -7
27 32 46
27 29 97
