2048 94208
1 612 48
1 1033 -6
1 1194 62
1 757 3
1 1723 -75
1 414 80
1 676 -100
1 1589 -90
1 439 99
1 278 -90
1 1884 32
1 1205 -61
1 2014 66
1 2019 27
1 1034 3
1 1885 -27
1 203 -77
1 1917 0
1 425 7
1 1522 40
1 1447 -12
1 557 -95
1 615 99
1 723 -85
1 1555 63
1 1747 -80
1 330 29
1 1082 -26
1 2002 46
1 1296 -41
1 129 79
1 94 0
1 736 -93
1 374 -80
1 451 82
1 4 19
1 1969 -75
1 450 79
1 1207 -29
1 581 87
1 978 14
1 226 -31
1 1399 -77
1 418 -23
1 1927 -32
1 398 -51
2 972 53
2 1148 -87
2 1748 13
2 2013 77
2 1349 -12
2 713 -43
2 587 -94
2 853 -20
2 1328 -30
2 391 33
2 273 -87
2 177 -33
2 1664 -14
2 1661 30
2 1400 -31
2 1500 -85
2 1452 -48
2 37 -22
2 1451 90
2 335 76
2 1144 80
2 1117 -58
2 1478 -11
2 1464 -45
2 1492 -35
2 1193 -80
2 1931 54
2 1782 -41
2 1461 -58
2 1053 14
2 1676 81
2 394 19
2 295 96
2 137 71
2 1215 -51
2 276 87
2 247 -53
2 1083 14
2 275 94
2 1795 -71
2 701 60
2 166 23
2 1031 57
2 1498 -82
2 1772 -39
2 608 -67
3 1256 -48
3 631 -90
3 1188 33
3 1879 88
3 264 35
3 277 26
3 1631 -26
3 669 90
3 969 -43
3 1602 -36
3 1671 -23
3 1076 21
3 788 86
3 250 47
3 1924 -71
3 482 -63
3 449 -47
3 626 -44
3 1793 -11
3 1011 42
3 1167 69
3 735 -31
3 24 -73
3 96 -18
3 1103 86
3 1236 27
3 1247 18
3 1493 -17
3 1813 99
3 978 -84
3 835 -18
3 1360 34
3 1606 27
3 826 14
3 903 91
3 1178 -67
3 1264 -35
3 1952 -70
3 30 77
3 1269 -48
3 1218 -95
3 227 -100
3 105 -8
3 1755 18
3 268 28
3 1669 35
4 738 -64
4 1826 -93
4 1571 -85
4 1496 -56
4 1944 11
4 1767 -3
4 818 -84
4 1762 -56
4 676 -56
4 27 -59
4 880 68
4 1865 -11
4 565 10
4 1893 94
4 893 3
4 695 88
4 332 95
4 152 29
4 90 -80
4 1545 39
4 2041 14
4 1424 19
4 1733 92
4 1931 61
4 482 86
4 1429 90
4 2044 -90
4 407 -81
4 747 4
4 508 99
4 2025 20
4 1450 33
4 2010 92
4 1539 23
4 1400 -79
4 1434 90
4 1313 -9
4 1515 86
4 1667 46
4 2000 47
4 1401 51
4 726 34
4 946 26
4 533 60
4 1945 27
4 268 -49
5 646 77
5 238 -82
5 192 -5
5 173 -75
5 862 92
5 891 -20
5 558 2
5 1101 -66
5 338 78
5 662 -49
5 1789 84
5 1981 -78
5 1661 46
5 566 43
5 148 -49
5 78 6
5 1747 -67
5 149 -6
5 728 -12
5 1290 35
5 1957 73
5 698 47
5 1013 99
5 1999 -90
5 1468 48
5 344 74
5 1568 -70
5 1658 -80
5 1766 18
5 1696 26
5 1982 89
5 173 -30
5 1405 -53
5 959 45
5 1376 4
5 1525 52
5 219 17
5 83 -94
5 1024 -10
5 460 -99
5 801 -40
5 166 97
5 460 55
5 1180 -78
5 776 78
5 2005 -64
6 1 -82
6 384 25
6 531 70
6 1916 -13
6 588 39
6 988 -60
6 591 16
6 1041 98
6 411 32
6 592 -35
6 333 2
6 1628 69
6 286 -7
6 241 -43
6 1261 79
6 1102 97
6 313 -10
6 1900 76
6 671 -21
6 547 63
6 1080 59
6 1061 -42
6 2025 9
6 279 30
6 785 52
6 1759 -15
6 1851 -31
6 1151 -8
6 1036 -90
6 1095 22
6 1578 83
6 1156 58
6 747 -76
6 830 11
6 754 -54
6 627 -53
6 253 99
6 972 49
6 918 97
6 1205 -24
6 1123 48
6 1593 -48
6 1616 11
6 1667 52
6 8 -42
6 1216 48
7 1871 -100
7 990 88
7 1992 46
7 1636 -44
7 1108 -17
7 526 0
7 537 -61
7 1177 54
7 1115 -56
7 1955 -24
7 1779 -98
7 1042 15
7 732 26
7 1019 -51
7 1637 84
7 1612 -76
7 1207 92
7 159 99
7 1043 -36
7 390 -64
7 169 34
7 1238 -93
7 1042 38
7 1097 -44
7 1110 -38
7 814 47
7 1332 -22
7 2007 58
7 1815 -2
7 1197 52
7 131 23
7 1585 67
7 354 42
7 1595 -79
7 644 47
7 388 26
7 683 69
7 1421 -62
7 2030 -83
7 1036 -20
7 1377 -45
7 614 -54
7 675 4
7 716 -97
7 1134 8
7 1849 -23
8 1833 -15
8 957 -29
8 767 81
8 621 -3
8 698 -19
8 1968 21
8 1195 -55
8 783 66
8 1622 8
8 724 61
8 580 -20
8 1531 -90
8 2000 -87
8 256 -63
8 1672 -51
8 731 -29
8 1294 -77
8 1973 -80
8 249 -1
8 1773 72
8 1783 -99
8 1610 98
8 947 94
8 222 9
8 1545 63
8 585 -53
8 1855 91
8 370 81
8 211 -73
8 691 -17
8 179 -27
8 1420 6
8 1594 27
8 274 99
8 904 76
8 1048 -31
8 1120 24
8 1219 -65
8 1739 -23
8 953 3
8 1956 -62
8 795 -40
8 1948 -45
8 1913 43
8 1151 29
8 1750 17
9 40 32
9 1200 -58
9 1561 -96
9 112 -67
9 2015 -51
9 1746 88
9 819 -98
9 827 25
9 1361 87
9 1109 -96
9 112 50
9 516 -72
9 104 -23
9 1225 61
9 493 -25
9 837 27
9 1386 81
9 2001 95
9 565 -84
9 1257 39
9 707 -47
9 1478 55
9 285 52
9 229 -52
9 378 53
9 443 -84
9 864 -100
9 2017 67
9 955 -88
9 1869 -25
9 2014 58
9 302 -25
9 840 85
9 687 27
9 1605 35
9 2026 -65
9 949 51
9 1417 54
9 1241 35
9 627 -35
9 952 -77
9 1196 -4
9 1955 18
9 590 59
9 1214 -42
9 1936 -1
10 819 -69
10 645 99
10 276 -78
10 689 51
10 758 9
10 1135 43
10 1463 -85
10 430 54
10 349 33
10 773 -19
10 384 24
10 276 82
10 1222 46
10 1026 84
10 952 -95
10 2043 11
10 600 98
10 345 -43
10 7 -83
10 1738 28
10 2026 -95
10 1661 -49
10 1414 54
10 1828 -75
10 1675 15
10 2021 -80
10 811 97
10 611 -1
10 1960 97
10 687 -34
10 1147 70
10 1254 80
10 1553 -100
10 832 94
10 422 78
10 1681 83
10 478 -29
10 1496 29
10 726 -58
10 697 -93
10 1421 -92
10 1931 -20
10 2012 67
10 174 95
10 887 32
10 2045 -72
11 253 43
11 734 56
11 134 -80
11 228 -71
11 1035 87
11 742 95
11 419 67
11 2010 45
11 1466 58
11 1128 -28
11 840 -1
11 1149 47
11 32 -60
11 1958 53
11 596 -85
11 1806 -34
11 1678 7
11 1228 84
11 780 -26
11 224 -19
11 1631 23
11 1314 -82
11 1391 -55
11 1626 15
11 1042 -74
11 1146 -44
11 1573 69
11 614 46
11 1466 -86
11 65 68
11 257 75
11 1509 -30
11 1522 -64
11 1690 -29
11 1796 22
11 172 38
11 1033 -27
11 659 6
11 428 59
11 1338 -17
11 746 34
11 696 98
11 1028 82
11 1826 -48
11 1884 -65
11 1929 72
12 76 95
12 140 -1
12 1373 3
12 1628 -74
12 1427 59
12 1845 -19
12 1262 -58
12 261 57
12 1924 -43
12 1140 -80
12 1753 56
12 1698 88
12 30 52
12 829 18
12 1902 21
12 746 87
12 424 94
12 673 -69
12 1395 42
12 1517 -56
12 552 0
12 658 -91
12 1879 76
12 1307 89
12 590 44
12 1086 -51
12 657 67
12 1691 -78
12 1007 -82
12 392 29
12 1943 7
12 1726 53
12 1219 89
12 1694 28
12 1062 0
12 1985 -25
12 845 -63
12 101 56
12 1215 -4
12 1595 22
12 1220 29
12 214 -46
12 1796 -46
12 1728 57
12 1721 -54
12 230 99
13 140 -24
13 432 -20
13 1827 -59
13 1098 -96
13 29 22
13 811 3
13 844 23
13 838 36
13 39 26
13 1856 4
13 1869 -84
13 1811 75
13 1028 69
13 1602 -73
13 844 61
13 1295 95
13 1881 21
13 78 -21
13 1102 -32
13 628 -30
13 425 -82
13 495 65
13 1451 -49
13 358 -37
13 680 -84
13 14 33
13 1520 -19
13 1592 -32
13 1702 90
13 635 -84
13 1207 -55
13 1346 -49
13 1624 67
13 1847 97
13 1786 -94
13 81 20
13 280 -63
13 1539 62
13 422 93
13 107 -15
13 291 -80
13 809 66
13 1953 53
13 1871 -28
13 647 40
13 320 -5
14 1758 -1
14 276 0
14 879 76
14 1730 -100
14 1449 77
14 589 23
14 62 -83
14 1369 13
14 686 -26
14 1771 -50
14 1184 -18
14 2044 -56
14 2041 79
14 1782 86
14 1274 37
14 779 -81
14 183 -91
14 1240 -60
14 253 -61
14 431 -59
14 599 34
14 406 -82
14 624 -24
14 1778 44
14 743 28
14 198 28
14 558 53
14 1107 -18
14 1730 19
14 739 9
14 1122 59
14 1286 28
14 1799 -95
14 1876 -23
14 27 23
14 1377 45
14 1289 83
14 35 -52
14 1933 15
14 1232 -33
14 931 52
14 1112 3
14 971 2
14 1637 71
14 1200 -92
14 116 -98
15 1154 58
15 917 37
15 65 94
15 1646 -94
15 95 -34
15 1216 -44
15 1545 65
15 1741 -87
15 389 -62
15 1101 -56
15 1618 -16
15 1514 27
15 1750 -77
15 937 -77
15 97 -7
15 1943 11
15 848 69
15 587 -75
15 1684 7
15 722 3
15 1619 -95
15 404 -66
15 1610 94
15 1996 -9
15 81 -31
15 224 -84
15 257 6
15 1723 -40
15 1747 81
15 13 -23
15 1019 83
15 963 -29
15 2026 46
15 1114 -66
15 1808 36
15 12 -36
15 842 -45
15 1417 -12
15 1472 -87
15 989 67
15 263 -78
15 1303 79
15 1809 30
15 543 85
15 1433 56
15 279 60
16 1210 94
16 28 -98
16 1253 -63
16 1996 69
16 955 -52
16 156 6
16 1294 -28
16 661 -66
16 1698 -19
16 1278 -11
16 1336 -62
16 169 -67
16 69 -19
16 1065 -31
16 198 -80
16 1431 0
16 834 -27
16 718 -92
16 1373 -10
16 1733 -97
16 878 12
16 630 -36
16 1822 29
16 871 -38
16 334 -62
16 681 -54
16 1645 -89
16 1741 -81
16 1343 -86
16 99 47
16 520 90
16 946 28
16 1441 52
16 1732 93
16 82 -61
16 24 28
16 1006 42
16 855 90
16 1926 9
16 274 45
16 1620 -67
16 392 13
16 1269 -15
16 1416 -85
16 270 48
16 1403 -3
17 1743 -7
17 1051 -99
17 25 -64
17 190 -13
17 338 85
17 1188 72
17 453 50
17 493 -3
17 1869 -66
17 930 -55
17 687 26
17 1650 19
17 72 -49
17 1217 32
17 989 -85
17 899 1
17 1979 -89
17 1900 33
17 728 -57
17 1019 -19
17 1271 -26
17 1161 -64
17 227 79
17 47 -12
17 838 1
17 1464 51
17 1740 -70
17 1761 -55
17 512 -78
17 922 95
17 1999 -14
17 1066 -71
17 1169 8
17 309 -78
17 517 39
17 1198 -89
17 1339 -17
17 941 -98
17 1946 83
17 1430 96
17 1822 94
17 86 59
17 1739 -95
17 1008 -3
17 463 32
17 1561 -10
18 1779 -57
18 851 -42
18 1347 87
18 1031 58
18 1691 -55
18 192 -97
18 1080 -62
18 1645 -93
18 165 -3
18 1238 -79
18 1887 36
18 40 27
18 328 27
18 874 70
18 1494 -71
18 643 29
18 1470 45
18 450 -57
18 404 -22
18 406 17
18 996 -53
18 1752 -54
18 1167 -46
18 636 -70
18 784 38
18 1148 -33
18 171 -22
18 1416 99
18 1724 46
18 1639 7
18 1098 42
18 1839 -30
18 1963 -95
18 1808 89
18 1453 -87
18 1528 26
18 1915 -88
18 659 -90
18 1981 -19
18 1137 -26
18 66 -31
18 2042 29
18 1432 51
18 19 96
18 1865 34
18 1992 18
19 92 28
19 1948 -65
19 782 78
19 1141 3
19 1232 -26
19 1214 43
19 797 -89
19 366 -6
19 630 -72
19 764 -6
19 1489 -29
19 1358 -62
19 313 -61
19 849 -37
19 498 71
19 1636 47
19 1556 67
19 991 -69
19 788 61
19 419 80
19 981 -24
19 415 -12
19 2003 76
19 1692 -82
19 671 -63
19 894 -4
19 653 -36
19 57 2
19 1217 17
19 568 84
19 338 5
19 1325 -79
19 644 83
19 865 -62
19 1077 58
19 795 -45
19 283 17
19 1602 89
19 359 -27
19 1280 22
19 1934 -77
19 1594 31
19 1493 -8
19 536 -36
19 211 16
19 1149 -1
20 428 60
20 1050 -39
20 849 -78
20 1372 62
20 614 -51
20 831 -11
20 476 25
20 226 75
20 1983 42
20 2045 -78
20 1942 -55
20 173 -14
20 737 60
20 1493 38
20 906 16
20 184 65
20 652 -67
20 1682 -40
20 354 73
20 742 -19
20 2030 -54
20 996 94
20 1497 66
20 1352 -99
20 616 -83
20 6 95
20 1051 -36
20 1973 66
20 1406 -16
20 1333 -10
20 1423 -87
20 1544 57
20 1567 61
20 993 -91
20 1878 14
20 559 86
20 989 19
20 1463 81
20 1812 87
20 1085 -15
20 662 -80
20 922 -96
20 242 4
20 990 -38
20 1745 26
20 1877 49
21 452 51
21 1845 -33
21 1837 68
21 78 -52
21 258 -25
21 269 -22
21 339 19
21 1831 23
21 471 -62
21 1758 -53
21 134 30
21 833 -80
21 1420 -65
21 1932 -56
21 1757 -96
21 1385 -12
21 746 18
21 1304 85
21 556 -32
21 763 -90
21 1338 -43
21 1799 -29
21 178 7
21 1758 37
21 1632 1
21 392 -52
21 79 94
21 739 -40
21 269 -96
21 641 6
21 2029 -76
21 694 -23
21 1097 -92
21 14 -5
21 1703 88
21 1154 -74
21 1495 -96
21 1736 -23
21 737 -37
21 1205 44
21 1040 21
21 1598 12
21 754 31
21 1764 75
21 939 89
21 625 -53
22 1053 93
22 1163 -50
22 1562 -26
22 539 4
22 1525 35
22 244 82
22 1751 34
22 51 12
22 1392 -18
22 117 -49
22 1290 72
22 770 -90
22 1125 -45
22 2032 21
22 1715 17
22 1831 -51
22 1498 -60
22 405 -48
22 291 95
22 1228 63
22 101 -82
22 1428 -76
22 9 -42
22 560 -82
22 1423 47
22 833 -7
22 166 86
22 1069 88
22 1147 7
22 1496 38
22 1266 -2
22 1291 -82
22 788 31
22 1744 38
22 329 -80
22 1727 -32
22 1121 6
22 988 -23
22 765 11
22 768 -50
22 166 37
22 617 1
22 1446 -100
22 489 19
22 475 -55
22 1003 73
23 669 95
23 267 21
23 497 -45
23 791 19
23 748 -70
23 618 -100
23 2045 21
23 815 43
23 1967 -61
23 1623 7
23 441 -48
23 327 38
23 1673 -97
23 2029 34
23 1508 -74
23 1712 61
23 410 -78
23 174 -81
23 52 99
23 1497 -15
23 1970 64
23 1961 -56
23 613 68
23 149 59
23 1626 -61
23 195 -91
23 1936 94
23 1947 11
23 1452 -92
23 1789 73
23 353 77
23 1357 6
23 77 -41
23 777 94
23 1417 83
23 453 -26
23 1735 84
23 801 -47
23 1057 37
23 2032 50
23 1845 96
23 2022 49
23 964 5
23 30 20
23 957 53
23 513 -50
24 649 -80
24 1279 -60
24 707 -52
24 333 89
24 1858 68
24 1876 -13
24 960 -62
24 1858 13
24 1245 29
24 1028 -77
24 639 29
24 1096 -84
24 200 -99
24 1874 8
24 1381 58
24 1903 -47
24 198 -48
24 278 78
24 1354 15
24 1603 -56
24 523 -7
24 1553 -15
24 402 -81
24 1489 -11
24 1600 78
24 1628 -81
24 558 13
24 1870 -41
24 1108 58
24 2042 -13
24 552 62
24 101 -32
24 1448 -4
24 1368 73
24 1368 -15
24 1734 53
24 1137 -54
24 951 -84
24 851 59
24 2025 36
24 576 50
24 1916 16
24 994 -24
24 1925 99
24 296 45
24 935 61
25 608 -99
25 1415 -19
25 382 68
25 951 12
25 1601 34
25 260 49
25 1292 47
25 761 77
25 1030 -62
25 2041 -49
25 1461 -51
25 1010 -58
25 2045 -9
25 661 -15
25 1243 73
25 1942 -51
25 1753 37
25 836 90
25 1761 -76
25 70 -1
25 941 -77
25 1517 49
25 2011 63
25 24 -30
25 142 -66
25 1643 96
25 635 -6
25 1827 -76
25 1069 -64
25 1644 82
25 1751 35
25 170 99
25 911 -60
25 656 7
25 412 6
25 2031 13
25 764 -36
25 473 -87
25 255 -65
25 1578 -50
25 1038 40
25 1965 60
25 950 -33
25 1604 -84
25 696 -11
25 1524 -91
26 1473 -44
26 685 50
26 1814 -8
26 1295 96
26 1880 12
26 1856 89
26 1714 -4
26 326 94
26 2032 -68
26 553 -93
26 1455 61
26 1454 38
26 537 -76
26 1803 -46
26 839 12
26 1305 30
26 165 -56
26 1988 -67
26 1082 -88
26 359 -61
26 1952 87
26 1709 -96
26 740 -46
26 773 -32
26 680 -13
26 1200 94
26 834 -70
26 1847 9
26 1999 -10
26 239 53
26 860 -20
26 1748 84
26 1913 -77
26 882 -85
26 1666 5
26 328 -48
26 1251 -82
26 57 62
26 619 86
26 297 -12
26 1383 -7
26 541 -50
26 381 37
26 1818 -11
26 1377 40
26 109 16
27 1262 -20
27 1598 -92
27 505 18
27 263 64
27 459 24
27 2012 -8
27 232 -30
27 19 -50
27 387 -89
27 1854 -82
27 318 11
27 799 -97
27 1631 93
27 279 -100
27 240 -2
27 889 -80
27 377 28
27 1386 -73
27 28 -61
27 1351 3
27 1078 13
27 1880 78
27 755 -72
27 1297 -51
27 498 -57
27 34 60
27 566 -22
27 746 -83
27 1349 -99
27 1504 93
27 1394 -3
27 1345 79
27 1622 -82
27 1861 89
27 755 10
27 601 26
27 583 90
27 1608 -43
27 415 17
27 1377 -29
27 660 -5
27 945 -32
27 898 -77
27 473 -66
27 1047 94
27 528 54
28 157 17
28 1468 -94
28 1651 -13
28 1303 38
28 857 29
28 1588 10
28 96 93
28 671 43
28 449 88
28 446 -64
28 1826 -4
28 1091 -80
28 195 16
28 73 -6
28 1039 -67
28 1353 10
28 838 30
28 1226 52
28 1644 -54
28 1437 94
28 1052 -63
28 1610 -57
28 872 -20
28 1779 -53
28 1797 -90
28 1377 34
28 1015 -51
28 315 -72
28 148 85
28 727 -82
28 328 26
28 1007 74
28 230 88
28 939 9
28 1795 92
28 1762 59
28 1840 -43
28 739 93
28 1731 80
28 644 -49
28 538 -6
28 1620 -24
28 682 -46
28 1144 -20
28 1020 32
28 726 87
29 936 51
29 980 -8
29 666 -63
29 964 -68
29 921 5
29 1486 -85
29 688 -39
29 1881 -50
29 416 -51
29 1741 46
29 1581 -59
29 2 87
29 1082 -86
29 761 50
29 345 13
29 62 -78
29 1486 -88
29 1232 -58
29 1428 74
29 1265 94
29 768 -77
29 1670 -27
29 794 76
29 649 95
29 2000 -10
29 1490 -39
29 1240 -5
29 1060 59
29 1837 -76
29 1829 -59
29 1847 -14
29 1966 -77
29 1886 71
29 1783 -24
29 1695 1
29 916 76
29 1467 -33
29 1856 -7
29 398 -39
29 28 -54
29 1409 -41
29 267 -74
29 1686 -58
29 469 49
29 996 91
29 740 -29
30 565 -89
30 1478 -98
30 1327 39
30 702 28
30 1559 86
30 1867 37
30 184 -56
30 1690 -42
30 349 -24
30 1257 -53
30 371 -88
30 691 -12
30 371 42
30 705 26
30 1327 40
30 306 71
30 873 -90
30 317 -40
30 761 -25
30 418 75
30 1405 -67
30 553 19
30 1810 -76
30 1295 69
30 1586 18
30 265 57
30 1269 99
30 247 -22
30 1474 89
30 1465 20
30 116 -33
30 324 74
30 1708 -63
30 1361 -36
30 69 -67
30 755 -49
30 642 90
30 1696 54
30 839 -2
30 1845 -2
30 318 -58
30 1066 -3
30 393 -27
30 432 96
30 434 56
30 268 -30
31 492 -6
31 559 19
31 123 76
31 305 86
31 2026 -86
31 1910 -91
31 1769 19
31 973 -72
31 749 -58
31 2001 -81
31 1107 95
31 397 14
31 625 -90
31 1613 82
31 107 -81
31 419 79
31 697 70
31 391 21
31 1220 -13
31 309 66
31 554 63
31 551 -51
31 411 -55
31 973 -70
31 1109 5
31 1747 83
31 1527 70
31 570 -40
31 902 48
31 494 -15
31 416 -16
31 1090 85
31 1989 -1
31 1286 -30
31 1761 -35
31 1021 24
31 717 -60
31 948 -2
31 1052 81
31 1625 -19
31 1187 59
31 283 71
31 1213 50
31 1202 -52
31 615 67
31 277 10
32 730 -99
32 1437 -60
32 387 39
32 1184 30
32 2011 96
32 208 98
32 1524 15
32 1797 -29
32 370 13
32 1539 17
32 1054 -8
32 343 -96
32 1986 -9
32 1049 -41
32 519 -31
32 562 77
32 2014 98
32 686 84
32 1023 32
32 1897 -75
32 447 38
32 1811 24
32 1547 36
32 1691 -62
32 1612 -34
32 1721 -4
32 1965 96
32 551 -46
32 1508 -20
32 3 11
32 1797 9
32 1967 -4
32 728 55
32 45 -11
32 685 46
32 1023 85
32 184 -97
32 803 -49
32 1864 10
32 1118 95
32 782 -73
32 993 99
32 2034 70
32 711 -30
32 662 87
32 1447 28
33 1155 -96
33 1674 -7
33 449 88
33 377 -72
33 1456 39
33 1929 -13
33 499 -49
33 335 -14
33 1016 56
33 115 -5
33 1909 67
33 1696 24
33 439 28
33 1462 -85
33 1022 -81
33 1565 46
33 179 -6
33 1977 -73
33 630 -82
33 890 61
33 1173 27
33 1099 -8
33 966 1
33 388 99
33 2 64
33 50 37
33 1717 73
33 257 90
33 1255 50
33 1105 -86
33 1591 -52
33 920 13
33 1944 -30
33 1012 -26
33 1575 -15
33 1502 -60
33 1759 72
33 1237 -11
33 1283 8
33 680 56
33 345 -100
33 736 -89
33 640 -33
33 716 -4
33 381 -75
33 1891 -21
34 332 27
34 103 48
34 1976 -33
34 757 -14
34 1728 -36
34 749 85
34 1019 -50
34 164 35
34 417 -31
34 1465 -60
34 1876 -81
34 433 20
34 1409 -14
34 1037 87
34 1672 44
34 1498 -63
34 1752 19
34 1425 15
34 617 -26
34 1056 -96
34 29 -85
34 1531 50
34 915 -14
34 1818 35
34 300 41
34 1260 37
34 1441 14
34 869 19
34 1710 62
34 2045 -17
34 470 -26
34 140 76
34 6 -46
34 396 -57
34 45 56
34 1843 -34
34 435 81
34 372 6
34 582 22
34 1174 42
34 350 4
34 1148 -73
34 412 -65
34 1681 88
34 188 22
34 1324 31
35 757 -61
35 1306 90
35 1965 -89
35 78 -25
35 1008 -12
35 1546 84
35 370 -47
35 1888 -9
35 1817 -50
35 1293 65
35 1370 -47
35 2048 32
35 1407 -79
35 1753 61
35 1192 78
35 1023 96
35 622 56
35 275 96
35 64 -21
35 1697 10
35 943 53
35 1976 36
35 1170 74
35 70 -26
35 1844 -66
35 1429 -89
35 1658 14
35 1995 79
35 746 -42
35 1970 65
35 1382 10
35 858 -74
35 454 -10
35 350 -51
35 1959 -34
35 464 -43
35 1792 -20
35 943 -38
35 1937 -28
