16 64
1 7 -97
1 13 -81
1 16 -91
1 1 -11
2 9 -38
2 7 -64
2 7 -78
2 2 0
3 1 -61
3 3 -42
3 11 -59
3 5 -33
4 8 -18
4 16 -79
4 12 42
4 7 -34
5 8 -94
5 11 -27
5 2 23
5 14 -34
6 15 23
6 11 -85
6 4 74
6 5 43
7 6 23
7 9 -8
7 1 85
7 5 -79
8 5 -82
8 2 78
8 14 30
8 5 -12
9 3 55
9 1 -19
9 1 -57
9 6 -38
10 12 80
10 5 9
10 3 82
10 14 60
11 11 98
11 6 -14
11 12 71
11 11 -11
12 1 46
12 2 27
12 16 36
12 5 90
13 14 31
13 11 17
13 13 -47
13 2 -28
14 7 -89
14 7 99
14 14 52
14 4 43
15 8 -39
15 5 58
15 8 96
15 10 -31
16 12 48
16 11 83
16 5 17
16 10 72
