512 5853
1 352 7
1 464 59
1 39 -56
1 470 56
1 183 -12
1 493 -23
1 230 85
1 490 60
1 169 -38
1 98 -9
1 71 42
1 205 -16
1 203 10
1 412 -60
1 9 36
1 399 -90
1 46 -43
1 344 -66
1 17 -38
1 88 84
1 310 96
1 374 -30
1 141 -94
2 230 -1
2 141 29
2 304 -28
2 254 -50
2 396 -81
2 313 -21
2 404 58
2 367 -24
2 277 31
2 224 -26
2 217 24
2 301 36
2 119 9
2 95 32
2 42 8
2 356 -29
2 485 20
2 440 -18
2 57 1
2 503 -18
2 290 -73
2 286 -89
2 282 60
3 373 -38
3 432 49
3 221 12
3 339 -89
3 507 -1
3 403 -60
3 243 -17
3 404 -53
3 345 -65
3 56 -85
3 12 23
3 187 -93
3 81 -17
3 446 -100
3 135 23
3 193 12
3 183 81
3 169 86
3 117 -32
3 144 57
3 508 -46
3 73 27
3 364 -97
4 22 -12
4 381 -18
4 164 -2
4 172 67
4 85 -82
4 376 56
4 443 48
4 389 -54
4 328 93
4 430 -67
4 449 -39
4 98 -40
4 445 -70
4 203 22
4 74 60
4 90 -83
4 105 13
4 180 -69
4 254 29
4 254 67
4 133 90
4 193 -17
4 465 -8
5 62 -61
5 498 40
5 194 49
5 345 -89
5 364 28
5 207 -62
5 239 77
5 485 87
5 411 -13
5 110 -7
5 480 -54
5 434 93
5 255 -85
5 250 -35
5 181 -66
5 212 50
5 55 -27
5 308 10
5 455 45
5 94 94
5 429 14
5 165 86
5 120 23
6 159 64
6 127 -77
6 56 4
6 360 46
6 206 -10
6 375 22
6 448 -49
6 120 60
6 137 -70
6 214 -13
6 15 -26
6 453 -48
6 259 -86
6 313 -19
6 76 -46
6 328 -67
6 98 27
6 246 0
6 208 48
6 380 0
6 450 -15
6 259 93
7 287 -68
7 326 -7
7 196 29
7 444 -86
7 409 -57
7 380 -98
7 478 -78
7 264 51
7 435 -48
7 226 -73
7 259 58
7 494 -45
7 355 93
7 473 63
7 239 4
7 93 -73
7 507 -70
7 64 -42
7 432 -36
7 107 66
7 266 -53
7 122 -73
7 343 1
8 80 72
8 301 85
8 350 -40
8 467 86
8 52 59
8 85 12
8 430 -99
8 100 29
8 351 28
8 306 -89
8 172 -48
8 471 -41
8 511 -13
8 146 76
8 169 -37
8 118 -23
8 231 -30
8 321 5
8 88 -68
8 90 -73
8 233 8
8 188 11
8 364 -24
9 212 -22
9 162 -14
9 181 52
9 194 -99
9 155 -10
9 410 -39
9 484 43
9 227 91
9 16 -15
9 43 -34
9 483 -75
9 230 -43
9 108 -93
9 300 -37
9 200 72
9 352 -58
9 175 -93
9 288 96
9 55 62
9 289 89
9 266 -99
9 141 80
9 113 -39
10 313 59
10 197 84
10 154 98
10 25 -74
10 186 90
10 212 -48
10 312 75
10 501 -10
10 55 -13
10 392 59
10 231 21
10 308 -67
10 449 -25
10 310 33
10 27 -31
10 343 56
10 345 30
10 329 -33
10 141 49
10 261 50
10 250 63
10 211 -64
10 43 -98
11 252 -74
11 357 -87
11 340 25
11 388 7
11 261 -97
11 116 2
11 134 -85
11 39 -62
11 298 14
11 473 -96
11 288 56
11 164 45
11 39 14
11 133 7
11 347 54
11 60 -13
11 105 -82
11 31 30
11 445 -59
11 339 -61
11 331 -65
11 44 -62
11 365 -45
12 171 38
12 119 -80
12 256 -33
12 15 80
12 21 -15
12 317 11
12 86 94
12 194 53
12 395 66
12 368 65
12 314 74
12 74 -7
12 347 57
12 206 -37
12 415 -10
12 129 -39
12 432 95
12 90 -11
12 289 93
12 488 -73
12 360 71
12 60 -79
13 135 5
13 386 92
13 243 -81
13 306 -74
13 24 1
13 225 98
13 393 -37
13 81 47
13 130 -52
13 264 40
13 201 -58
13 427 -81
13 323 -87
13 403 96
13 400 67
13 442 -2
13 196 -62
13 37 -7
13 504 84
13 174 94
13 500 69
13 463 -44
13 499 28
14 488 -27
14 324 16
14 118 92
14 479 99
14 344 -80
14 426 89
14 203 -36
14 359 -90
14 242 -95
14 174 6
14 244 -18
14 116 -14
14 209 -36
14 138 -36
14 193 -24
14 45 -82
14 226 88
14 37 -100
14 97 19
14 331 -83
14 193 21
14 316 -13
14 69 -50
15 424 46
15 257 -50
15 264 -40
15 217 54
15 484 -34
15 286 -67
15 389 -40
15 222 -19
15 64 15
15 202 -40
15 477 -43
15 99 -79
15 406 -8
15 131 74
15 77 80
15 238 5
15 313 -84
15 339 43
15 141 -63
15 435 73
15 305 96
15 428 -37
16 162 26
16 464 -99
16 230 10
16 485 -56
16 295 -76
16 398 47
16 159 -62
16 48 -70
16 474 7
16 419 -2
16 468 -49
16 25 58
16 424 55
16 75 -39
16 502 -92
16 463 24
16 260 -31
16 227 57
16 102 -84
16 112 85
16 347 13
16 485 77
16 106 -78
17 347 -6
17 239 -19
17 30 -44
17 318 -2
17 179 -6
17 452 -95
17 126 9
17 54 74
17 132 -79
17 199 64
17 282 36
17 362 88
17 53 98
17 270 -24
17 327 -91
17 464 37
17 122 57
17 385 3
17 447 -66
17 150 93
17 397 -44
17 471 -21
18 257 78
18 310 -77
18 117 74
18 445 -90
18 113 -82
18 357 -54
18 318 11
18 204 15
18 387 -44
18 409 -41
18 24 3
18 376 -57
18 432 -55
18 312 85
18 419 -83
18 331 -65
18 224 -21
18 426 -63
18 149 2
18 59 41
18 405 -96
18 280 34
19 390 -37
19 306 -2
19 293 -23
19 75 17
19 26 39
19 214 -51
19 152 -38
19 162 48
19 444 -82
19 179 -24
19 156 28
19 185 -6
19 435 -29
19 205 -40
19 119 76
19 186 -85
19 404 0
19 495 54
19 375 -51
19 166 -64
19 336 -70
19 432 -6
19 215 24
20 168 19
20 127 87
20 265 -83
20 76 -80
20 150 99
20 64 54
20 434 -22
20 327 23
20 434 -78
20 255 11
20 419 -67
20 409 26
20 204 17
20 447 85
20 300 63
20 266 37
20 295 2
20 146 83
20 202 -73
20 159 -83
20 308 23
20 175 -69
21 427 -13
21 413 63
21 403 7
21 504 -30
21 309 3
21 223 98
21 122 -69
21 412 -76
21 243 -19
21 42 -53
21 358 -86
21 458 -25
21 230 86
21 250 -56
21 190 4
21 234 60
21 100 32
21 34 82
21 157 -81
21 231 -53
21 250 84
21 347 -74
21 260 -99
22 436 37
22 68 38
22 84 -82
22 96 -99
22 342 15
22 301 87
22 464 -96
22 353 70
22 33 -25
22 176 19
22 378 12
22 346 -74
22 289 46
22 62 -100
22 501 -65
22 307 2
22 67 -71
22 70 6
22 80 -13
22 444 -64
23 115 87
23 135 -30
23 336 98
23 452 60
23 503 -2
23 305 58
23 223 -14
23 76 -57
23 159 -62
23 447 75
23 192 -19
23 333 -97
23 480 -64
23 388 -71
23 322 84
23 287 19
23 60 90
23 143 -81
23 326 55
23 494 -87
23 99 70
23 336 -15
23 443 -23
24 261 84
24 190 45
24 419 -8
24 129 -95
24 286 -39
24 164 -81
24 40 57
24 360 65
24 447 87
24 489 10
24 175 -49
24 493 -36
24 355 79
24 264 33
24 489 64
24 508 -12
24 172 27
24 69 74
24 244 5
24 183 -71
24 284 68
25 391 53
25 393 15
25 149 25
25 73 33
25 236 10
25 369 -100
25 229 81
25 253 -86
25 502 -6
25 290 -57
25 496 43
25 58 -64
25 49 5
25 440 -81
25 26 63
25 315 4
25 313 35
25 106 -24
25 373 -92
25 341 -57
25 168 68
26 89 -59
26 184 53
26 368 -76
26 475 42
26 231 1
26 64 67
26 319 36
26 79 65
26 275 -97
26 170 -85
26 269 -68
26 113 -15
26 389 -12
26 301 60
26 403 -21
26 269 28
26 27 -95
26 278 13
26 276 -88
26 188 -17
26 473 -27
27 340 36
27 125 46
27 146 -95
27 76 -6
27 223 68
27 124 -65
27 443 1
27 389 29
27 254 -85
27 212 -58
27 450 -88
27 461 44
27 123 -58
27 314 1
27 344 -69
27 54 -28
27 106 7
27 96 96
27 117 -19
27 465 40
27 141 -69
27 300 -17
27 465 96
28 165 -96
28 331 66
28 56 -25
28 177 89
28 92 -73
28 236 16
28 374 -2
28 172 -5
28 243 -5
28 372 -22
28 443 51
28 457 -79
28 270 -87
28 340 -13
28 320 67
28 140 88
28 482 84
28 62 -64
28 337 -93
28 77 75
28 451 -41
28 480 76
28 229 26
29 345 -32
29 267 -59
29 252 58
29 360 -79
29 54 -82
29 171 8
29 212 -61
29 447 -46
29 343 73
29 466 -37
29 365 28
29 43 74
29 428 -52
29 219 -53
29 401 5
29 145 87
29 157 78
29 259 -62
29 245 -31
29 326 -55
29 250 -32
29 266 -28
30 390 -50
30 91 44
30 127 -44
30 369 46
30 422 -60
30 180 -74
30 171 63
30 284 -42
30 241 3
30 343 -8
30 196 2
30 441 -56
30 302 -94
30 150 -26
30 113 54
30 301 -97
30 484 0
30 105 -38
30 450 -10
30 445 3
30 135 -34
30 279 28
30 154 57
31 334 48
31 279 76
31 394 65
31 150 60
31 372 20
31 386 20
31 243 31
31 498 47
31 216 73
31 51 90
31 355 -63
31 478 49
31 464 19
31 38 25
31 169 43
31 359 2
31 460 11
31 178 -14
31 186 -40
31 444 -26
31 360 -67
32 413 -59
32 442 -76
32 431 -2
32 108 75
32 45 -50
32 149 95
32 75 -39
32 392 -54
32 334 36
32 361 -57
32 350 -55
32 194 50
32 465 95
32 288 -55
32 104 67
32 265 -57
32 295 -70
32 176 -40
32 237 -80
32 311 12
32 42 -90
32 204 -12
33 340 62
33 203 -63
33 430 -7
33 406 9
33 309 0
33 58 5
33 336 -80
33 196 -14
33 204 65
33 285 61
33 335 -74
33 165 -63
33 299 -89
33 226 -15
33 149 45
33 129 49
33 35 -75
33 335 28
33 457 -66
33 425 94
33 259 15
33 113 90
34 397 96
34 491 -86
34 199 -1
34 140 96
34 85 51
34 454 -6
34 447 -5
34 488 -61
34 207 57
34 372 15
34 106 33
34 106 90
34 276 47
34 48 -26
34 160 24
34 246 89
34 369 81
34 123 -6
34 365 -57
34 366 -11
34 115 71
35 432 10
35 401 -38
35 296 28
35 368 71
35 256 -73
35 492 -63
35 190 -8
35 294 80
35 463 -3
35 96 -22
35 52 -57
35 181 97
35 47 37
35 355 25
35 316 -6
35 379 58
35 220 -8
35 457 79
35 128 89
35 43 -14
36 352 9
36 265 26
36 326 -64
36 337 52
36 489 -63
