1024 32768
1 616 48
1 603 90
1 614 -41
1 848 -69
1 62 0
1 39 -28
1 869 40
1 783 90
1 624 99
1 928 65
1 415 -85
1 574 -24
1 623 97
1 628 52
1 323 79
1 112 -53
1 490 -4
1 127 -98
1 427 60
1 904 78
1 716 -80
1 708 12
1 185 46
1 939 -3
1 26 57
1 53 -41
1 37 28
1 486 -48
1 372 30
1 339 -50
1 848 -99
1 967 20
2 689 -29
2 683 67
2 103 -92
2 916 -6
2 533 7
2 759 91
2 418 -45
2 591 24
2 137 -19
2 827 -38
2 88 -85
2 763 -68
2 212 -10
2 612 1
2 78 89
2 649 -53
2 436 -93
2 603 79
2 255 -91
2 555 99
2 470 -46
2 591 -85
2 373 -17
2 332 -73
2 105 -93
2 453 -7
2 424 44
2 271 12
2 894 59
2 788 -14
2 868 84
2 673 99
3 97 80
3 845 -70
3 82 -84
3 508 -56
3 936 7
3 558 82
3 913 8
3 757 4
3 785 -5
3 542 60
3 826 -14
3 1001 -90
3 204 24
3 901 -82
3 297 55
3 877 47
3 7 -7
3 404 -81
3 235 -18
3 745 -82
3 521 -8
3 786 -45
3 707 81
3 13 -94
3 825 -100
3 110 -56
3 502 -19
3 942 -13
3 403 35
3 723 54
3 795 55
3 75 -76
4 408 -84
4 43 47
4 825 88
4 25 -16
4 6 72
4 631 5
4 34 32
4 349 79
4 786 -75
4 218 18
4 544 -27
4 584 62
4 330 84
4 532 37
4 101 -38
4 783 48
4 113 -81
4 78 55
4 956 -24
4 841 75
4 733 0
4 855 60
4 537 83
4 356 -95
4 347 -69
4 77 -48
4 41 51
4 411 78
4 377 86
4 594 89
4 234 99
4 30 57
5 129 61
5 369 22
5 612 -26
5 620 46
5 453 48
5 847 34
5 193 -68
5 749 52
5 42 -74
5 669 53
5 252 -70
5 389 -80
5 158 85
5 17 -60
5 112 -6
5 489 61
5 837 96
5 159 40
5 602 -67
5 153 84
5 69 -100
5 664 -25
5 939 -96
5 514 -95
5 280 72
5 554 -53
5 957 65
5 159 -95
5 778 -66
5 929 41
5 757 -37
5 717 26
6 707 41
6 631 -69
6 821 85
6 361 -75
6 353 -33
6 833 -98
6 169 83
6 961 -60
6 36 96
6 788 39
6 710 -8
6 22 -6
6 529 -45
6 588 -5
6 482 -61
6 917 35
6 878 19
6 534 -5
6 1014 -84
6 902 -48
6 167 43
6 947 27
6 766 35
6 274 -85
6 409 8
6 627 -98
6 646 37
6 41 48
6 919 -56
6 891 -54
6 256 -21
6 546 99
7 46 86
7 61 67
7 1013 81
7 52 -50
7 47 68
7 691 -64
7 416 -60
7 26 -42
7 291 -39
7 555 -94
7 388 63
7 616 34
7 983 -23
7 1 26
7 493 -12
7 667 1
7 412 69
7 184 88
7 363 62
7 806 66
7 978 -94
7 650 55
7 999 17
7 103 31
7 608 76
7 435 -15
7 137 27
7 220 -15
7 24 39
7 306 53
7 786 63
7 26 -98
8 368 -37
8 254 42
8 694 64
8 607 39
8 388 60
8 996 76
8 298 59
8 533 -97
8 758 95
8 2 16
8 923 61
8 545 21
8 638 93
8 721 8
8 528 -32
8 959 -51
8 874 29
8 694 -70
8 201 -65
8 638 -82
8 494 97
8 272 46
8 8 -86
8 794 17
8 84 5
8 453 -21
8 188 22
8 767 -100
8 303 16
8 741 60
8 206 17
8 68 86
9 734 -94
9 927 -57
9 204 -29
9 632 -14
9 506 4
9 547 -50
9 414 61
9 923 -93
9 217 -1
9 967 -95
9 566 -60
9 870 -22
9 987 -53
9 580 -59
9 412 50
9 393 -50
9 600 33
9 833 -94
9 544 83
9 579 46
9 210 -36
9 502 -64
9 840 -57
9 397 20
9 905 6
9 145 53
9 286 86
9 376 -13
9 754 -35
9 411 23
9 490 21
9 6 -13
10 946 4
10 892 -28
10 568 -100
10 793 64
10 631 2
10 424 94
10 961 87
10 381 -27
10 1008 67
10 991 -23
10 9 39
10 609 -31
10 438 32
10 635 -80
10 229 49
10 541 -94
10 181 -64
10 434 96
10 957 14
10 98 59
10 589 18
10 807 17
10 521 -8
10 454 -52
10 624 41
10 903 -28
10 813 52
10 568 38
10 505 -59
10 135 -44
10 195 91
10 641 75
11 811 83
11 134 39
11 20 78
11 437 -3
11 341 -47
11 124 76
11 713 -5
11 449 -68
11 1015 -37
11 68 92
11 365 -84
11 612 28
11 39 24
11 764 -85
11 145 -1
11 354 -70
11 419 -70
11 485 -21
11 214 82
11 74 9
11 722 94
11 212 9
11 319 -49
11 873 -43
11 797 14
11 853 84
11 281 27
11 763 76
11 240 84
11 936 -56
11 503 69
11 1015 -38
12 800 6
12 627 -71
12 320 -15
12 290 -88
12 96 -91
12 57 -31
12 406 33
12 980 -28
12 302 15
12 85 -76
12 33 72
12 700 75
12 808 74
12 768 32
12 70 31
12 359 41
12 919 -32
12 530 -93
12 961 -7
12 298 57
12 846 -64
12 505 -72
12 942 -33
12 690 50
12 195 59
12 485 -37
12 271 -58
12 684 -19
12 841 18
12 821 47
12 388 -22
12 298 80
13 144 82
13 501 -92
13 481 -73
13 78 -47
13 780 73
13 572 -60
13 245 86
13 353 -66
13 875 -46
13 1016 22
13 126 -5
13 298 23
13 670 33
13 167 62
13 63 -79
13 385 -57
13 641 -9
13 20 -92
13 115 57
13 830 -72
13 327 2
13 851 -84
13 804 35
13 711 -3
13 870 25
13 83 -80
13 807 -71
13 937 -33
13 89 -93
13 894 80
13 48 -94
13 117 -26
14 522 36
14 306 5
14 654 79
14 491 -42
14 278 -76
14 902 86
14 724 -5
14 667 -19
14 778 63
14 424 23
14 927 46
14 993 -45
14 909 -22
14 27 -20
14 730 98
14 5 -44
14 858 -36
14 465 -55
14 220 28
14 485 87
14 630 -28
14 353 -66
14 375 89
14 681 63
14 212 26
14 804 -18
14 186 15
14 143 40
14 14 63
14 425 -61
14 1010 34
14 318 67
15 474 58
15 282 45
15 751 94
15 317 -20
15 127 49
15 148 -20
15 41 24
15 904 84
15 943 27
15 801 21
15 200 -9
15 190 -39
15 90 -6
15 177 58
15 277 39
15 958 -4
15 720 -78
15 124 -54
15 113 80
15 954 54
15 994 -100
15 33 -79
15 161 5
15 793 72
15 1004 -26
15 663 -98
15 731 29
15 247 -21
15 188 63
15 118 31
15 347 -91
15 757 68
16 780 -78
16 1000 -47
16 32 99
16 520 -14
16 603 -100
16 834 -36
16 461 97
16 951 -100
16 595 78
16 649 69
16 444 92
16 577 -61
16 231 -45
16 436 -80
16 783 91
16 273 46
16 163 -57
16 127 91
16 208 -52
16 897 25
16 359 -70
16 196 71
16 1003 -69
16 962 -37
16 557 -22
16 261 31
16 80 65
16 847 -65
16 480 26
16 425 -4
16 245 19
16 751 55
17 62 21
17 192 -21
17 948 -12
17 279 25
17 798 -49
17 899 79
17 891 60
17 887 42
17 766 35
17 639 99
17 888 30
17 841 -81
17 654 -13
17 685 45
17 289 -49
17 538 47
17 810 53
17 455 25
17 27 66
17 413 46
17 800 62
17 466 55
17 401 -22
17 693 -50
17 547 -20
17 346 -31
17 693 3
17 121 48
17 517 -100
17 865 -37
17 1016 -13
17 98 -88
18 933 -4
18 703 -8
18 533 -39
18 546 -75
18 161 77
18 674 87
18 908 67
18 654 78
18 110 -89
18 33 73
18 528 -63
18 35 -83
18 166 27
18 281 -2
18 819 -16
18 179 0
18 391 37
18 304 -32
18 467 -77
18 417 -79
18 220 -2
18 683 -87
18 588 6
18 859 -12
18 498 19
18 464 -71
18 226 -26
18 644 96
18 231 80
18 681 16
18 222 -79
18 125 -61
19 428 -12
19 341 85
19 946 32
19 16 5
19 886 37
19 198 52
19 869 -1
19 735 53
19 55 80
19 303 60
19 265 18
19 669 -41
19 719 36
19 170 14
19 987 -90
19 123 89
19 625 -45
19 862 51
19 458 78
19 647 61
19 747 -29
19 823 -13
19 843 -42
19 58 -42
19 494 38
19 701 61
19 82 61
19 528 70
