32 93
1 32 -33
1 24 -51
1 4 23
1 16 -83
1 6 4
1 8 58
2 20 36
2 11 -9
2 5 73
2 21 91
2 7 90
3 12 -27
3 4 45
3 29 77
3 10 -67
3 22 96
4 29 -45
4 23 -86
4 19 -6
4 19 -84
4 16 12
4 12 -24
5 13 97
5 18 42
5 7 49
5 25 79
5 27 17
5 25 -39
6 32 -13
6 18 -44
6 10 50
6 20 -34
7 12 13
7 16 -96
7 12 2
7 29 -95
7 27 -36
7 15 -87
8 30 27
8 28 58
8 12 -59
8 16 -29
9 15 -60
9 27 77
9 32 94
9 24 66
9 11 -42
10 24 83
10 23 -29
11 32 41
11 20 53
11 20 16
11 12 -22
11 22 45
12 13 97
12 14 44
12 26 12
12 23 50
12 16 86
13 14 -23
13 23 46
13 26 -97
14 17 -66
14 20 57
15 21 94
15 17 85
15 16 -75
15 29 -56
15 27 -90
16 30 -73
16 25 78
16 25 43
16 18 26
17 20 -3
17 19 -25
17 26 36
17 19 69
18 19 -91
20 22 93
20 23 99
21 26 -67
21 32 -74
22 30 33
22 26 -84
22 29 -86
22 28 -84
23 31 56
24 29 78
24 28 -40
24 31 -31
26 28 -56
28 29 -89
31 32 67
