1	7,2885	121,10365	66,10909	132,3432	18,9849	140,2665	120,9472	49,2964	181,4135	62,4889	190,6598	38,4690	71,10063	2,6532	20,9082	79,2683	199,8625	103,616	162,10686	8,4906	95,4220
2	92,12167	5,1771	122,10141	104,6162	77,5917	103,6889	122,221	118,901	125,11340	55,323	11,10319	179,11733	176,10230	39,7762	85,9948	63,6939	8,6323	50,10864	110,10233	156,7693	80,3637
3	121,4193	178,3525	91,9335	174,2771	193,7289	181,12051	31,11449	151,742	148,6839	22,3113	11,2525	141,12330	152,5295	197,5964	21,11204	177,6986	178,3814	128,7196	39,3541	68,818	17,10064
4	39,11205	131,6255	70,769	75,8377	80,9212	157,12	92,10053	125,12293	81,3178	116,8826	186,10443	69,2473	112,3349	61,10495	94,11953	120,6068	125,3380	91,4520	97,7480	83,11455	34,7996
5	52,7345	129,10738	175,11907	83,3163	9,5175	3,11191	132,7406	84,6767	76,1604	14,9616	82,7584	105,3445	154,6032	38,2424	149,9226	67,8231	78,2176	24,2468	51,2192	64,9791	178,4171
6	143,4320	87,554	36,10915	176,4995	148,9415	111,87	122,2186	108,62	60,1145	95,11162	132,575	21,6247	121,1045	109,7984	125,12233	54,3775	112,10696	35,3171	28,2963	122,3890	85,2565
7	149,12277	179,11620	145,12195	24,6021	39,4993	31,1217	159,10762	195,12258	146,7286	109,9859	57,1922	119,9640	87,11796	2,5057	42,6627	150,1306	48,7287	185,7213	120,9632	136,9743	1,11651
8	136,10863	5,10227	194,5510	188,9503	170,1024	70,9346	185,7308	106,4492	121,4916	128,5855	168,4832	13,6389	168,5355	128,9495	150,7290	6,10912	37,10856	102,8891	126,12093	175,4958	75,7740
9	116,10095	6,8563	3,1462	109,5162	113,5002	104,5902	144,5608	83,8341	2,1810	157,5199	26,1623	172,1617	53,4735	17,901	33,6664	81,7444	179,3516	174,3105	12,5629	77,6169	144,7031
10	141,11163	104,1814	176,8694	130,2648	85,3366	166,305	30,6562	187,6067	149,3449	144,10625	41,2344	131,5767	195,6013	178,1578	120,8402	50,5276	122,12144	145,7384	22,8408	21,4350	54,7983
11	105,7452	130,4331	183,10611	66,7413	14,7192	199,11499	34,1698	61,6357	87,922	151,11175	138,11226	73,8385	93,6110	129,7897	119,9539	127,9081	163,3698	169,2436	4,1531	94,7635	103,6840
12	77,3669	153,1479	80,2931	69,5140	41,9786	57,5349	85,9251	27,3893	51,671	75,6685	120,9759	148,8337	8,10841	184,4703	160,10028	12,3712	114,4448	150,8252	21,8489	85,10909	92,7141
13	55,11768	81,948	24,3311	91,3405	56,3489	79,12243	79,11310	86,1778	120,3423	121,7048	74,4719	68,10766	92,8469	32,3696	42,5474	9,11637	70,8914	142,8757	99,11040	15,8121	196,10185
14	80,11292	191,10320	162,6747	4,6934	49,5948	36,168	49,5721	134,6043	103,4743	100,5005	188,10326	79,2831	34,7893	115,5279	46,277	35,9424	96,8699	166,4409	17,7288	17,10701	156,4760
15	71,176	35,9834	100,3945	59,4715	153,8040	78,5245	82,1748	158,11543	71,3327	46,10983	176,10045	113,11033	160,11728	85,3325	7,7381	22,5486	70,6463	152,8797	74,2378	47,1785	54,2481
16	145,6745	65,1090	9,11446	51,6629	190,3174	25,2480	21,6214	116,10619	163,3291	130,7591	132,10180	169,3368	15,8914	195,6910	132,9616	169,11440	191,117	109,6514	171,3928	70,8448	181,9355
17	80,3606	114,2594	26,12039	80,3166	153,4248	186,9867	2,11006	37,10486	163,8026	81,8636	103,5302	155,9494	86,10118	122,5279	163,10284	32,9224	166,7606	84,9122	49,2824	179,3492	77,8540
18	103,10601	105,511	129,11041	36,3463	8,4843	91,9061	150,11179	64,6864	183,4094	138,12229	183,6653	57,716	72,3080	133,11992	142,3984	193,2784	108,10332	95,3252	118,3912	181,7299	29,9193
19	55,1104	183,12307	181,2120	85,544	40,4098	128,10062	155,9314	161,12071	143,5456	5,1912	121,5582	75,10380	169,6208	141,10358	117,3171	108,4899	189,9546	107,1466	190,567	14,2023	57,11908
20	174,3448	8,140	30,8724	192,8536	93,6398	113,57	57,10070	144,7955	139,12033	119,8807	53,11785	114,8614	109,11139	86,7945	31,10473	183,2089	199,4318	62,5527	90,5023	190,3765	166,8576
21	5,8068	45,1259	148,1009	2,5002	162,3365	160,4003	1,8256	36,9431	175,9843	197,4222	6,10619	96,7005	112,4076	95,2538	42,729	31,6615	49,1691	113,2214	149,1313	191,6107	72,3786
22	155,5314	166,10744	42,329	22,7957	61,2982	55,3944	144,7490	33,2633	12,10811	175,6396	22,9341	54,9320	113,670	197,11865	79,9449	118,4424	156,3817	188,1211	100,12323	25,10949	74,6420
23	163,10289	95,4781	157,7621	69,8359	72,10019	79,11853	45,10123	167,2124	71,963	49,7713	122,1725	128,11903	165,679	3,12032	70,3692	145,3518	142,3897	163,10590	154,275	132,6617	175,11623
24	57,712	200,5701	39,6681	97,6267	175,8494	152,7877	98,6016	89,5401	130,11497	39,5975	48,9598	58,9214	183,10740	41,10451	73,10276	134,7773	172,3169	42,4110	60,7545	15,9689	48,4903
25	48,7464	13,7264	153,10002	107,4405	194,8624	58,6737	182,8517	5,5016	184,6565	145,5065	163,585	167,3954	160,4048	2,2142	22,10648	60,1925	87,5537	121,2706	24,11714	32,2706	137,5243
26	31,8786	144,8935	73,9868	46,5746	101,2386	70,840	41,5200	143,7761	184,3995	79,376	96,7116	130,12135	7,12148	139,3940	99,6278	159,671	103,4281	59,12117	80,700	109,2608	87,6639
27	131,11995	196,3379	147,11794	179,2917	44,5278	179,7343	160,3743	129,10999	123,5486	175,5633	19,8573	172,6090	44,7299	78,7712	38,3607	101,2843	143,5423	101,7481	6,11854	124,2794	182,8643
28	165,10866	96,1129	4,11165	76,6082	177,6986	143,9321	158,10464	47,8598	167,12034	69,4890	65,9508	94,7652	60,5621	135,12251	163,10152	108,5951	47,2016	161,12043	179,10618	69,12195	9,9944
29	161,5539	190,3301	49,6555	76,7681	88,1441	128,8948	48,11345	74,7253	152,11601	16,3300	5,7388	154,9872	84,8592	123,1953	12,8323	124,390	148,7512	199,415	169,5240	14,10789	54,215
30	100,10883	104,8947	27,136	173,11827	90,3853	47,1954	97,3622	79,10093	69,11288	43,12221	108,10949	158,799	124,8794	3,7593	155,3881	17,8422	69,11461	129,9360	166,1797	164,3944	24,5363
31	130,1366	83,3172	127,11426	188,2788	117,1190	39,1187	195,5192	55,1798	73,10619	148,2756	146,12190	70,1264	116,12274	155,11331	126,1374	197,5610	187,9735	70,10579	104,7199	143,11246	135,8508
32	16,8833	165,584	185,6914	151,11923	30,2921	89,623	23,7813	12,1820	51,9608	49,5317	102,3457	75,8611	133,864	104,11241	198,11258	67,606	101,6956	66,3991	156,4980	174,4176	84,2595
33	40,10113	3,8076	111,7196	88,7707	167,7046	81,9353	8,3879	94,10246	77,11460	74,11311	174,11399	111,8630	71,10026	12,7505	68,5329	36,10952	101,10077	75,11264	170,3064	134,6206	154,466
34	128,9869	128,7875	109,688	139,11274	21,9227	34,2897	112,477	94,8643	55,5651	163,3952	115,4616	196,11526	20,1562	62,8693	157,11415	37,7248	135,9992	57,5769	113,6301	94,10065	32,4561
35	194,7979	49,10381	82,11886	32,2390	43,1852	155,8528	43,11129	170,12202	52,3180	11,1057	75,10005	72,1398	42,1690	48,10008	31,15	129,10418	28,3882	138,5752	108,4859	92,5668	52,9082
36	36,5417	108,7735	189,2376	53,3990	78,2197	164,7884	110,8317	71,10369	61,9813	101,8574	194,4655	54,2521	77,5681	30,8309	17,4374	134,7095	8,11010	179,8645	89,6708	4,4485	88,11308
37	199,9203	108,10779	64,7134	14,336	164,6286	23,6192	42,1668	48,1096	49,11179	64,8353	120,8430	102,2145	77,4998	23,11076	111,5930	18,4993	27,9810	125,12015	54,4625	51,1236	103,2802
38	20,8831	96,1837	128,920	131,8085	31,4137	87,7816	83,11368	82,12181	4,10825	105,4678	177,9135	163,4060	184,9498	36,3700	175,10622	64,10969	84,12277	24,5336	42,5417	178,5858	153,7730
39	17,11550	186,9291	125,8188	90,8733	160,7084	82,5379	8,11080	90,7527	28,3421	34,3764	57,5798	116,6055	62,9338	54,1205	113,9187	78,9376	76,8581	4,12005	113,3014	27,9219	64,838
40	179,1460	135,7550	178,9190	2,9474	187,6257	49,3830	99,8853	97,1203	144,5729	27,9719	88,4217	199,9714	178,2976	187,10419	190,3846	134,8227	135,1106	175,10404	127,7915	181,5695	137,717
41	109,10944	119,10993	186,103	14,3788	88,10620	49,3821	114,6546	6,1674	82,12169	54,3244	163,2145	170,11697	2,5503	106,4733	186,7963	58,11295	109,5500	89,10171	194,3512	139,1908	7,7842
42	151,3758	87,3921	44,9093	70,10235	5,1531	90,9238	94,3738	136,1465	169,4635	153,10238	73,11724	4,10340	34,3171	55,6382	81,3784	38,4235	65,7700	172,8998	13,4872	168,9141	130,9435
43	184,11896	12,7010	50,5123	142,11239	41,7897	143,549	25,6944	196,1246	190,6395	15,4465	29,9579	168,7671	30,5023	42,9515	144,6532	71,597	59,9209	96,11899	31,873	6,6095	128,6632
44	152,11315	71,6569	84,2708	35,10491	54,3433	158,3237	110,8499	167,3571	194,9766	103,1926	83,3746	183,5842	66,4647	6,6934	148,8275	181,5498	194,8362	135,5749	39,11579	181,9914	75,5847
45	199,4972	85,8959	119,8630	37,5739	22,6697	181,344	89,5724	47,5856	157,4464	87,2314	174,7369	86,8285	131,3734	30,4171	163,8250	88,10512	13,5962	117,6330	45,6381	129,282	43,7185
46	131,6993	53,9630	185,212	104,4918	136,11856	103,11509	69,3019	65,2790	152,8932	53,3908	104,10404	123,9705	76,9398	56,3023	92,12099	72,6832	177,8242	143,6743	165,7677	178,4980	90,2714
47	101,8084	126,2213	34,1452	99,6441	12,6311	31,632	76,11511	42,12338	30,6164	74,5568	138,10671	27,6329	184,6695	98,101	122,4715	66,2856	150,10719	56,2057	64,4545	46,10021	3,11411
48	194,9809	38,4839	188,623	33,7260	141,8734	125,8773	121,10996	20,7677	173,1193	145,2279	131,4271	188,9940	18,1979	167,11808	45,998	154,11646	100,3646	35,10837	124,9527	109,1710	76,4308
49	45,8506	123,2777	81,3139	170,5109	177,8095	105,5854	165,12216	67,8313	155,10874	90,1804	189,6102	113,2689	75,3061	80,8834	20,1222	160,8802	184,7889	123,6187	161,7746	171,1374	67,2850
50	172,9386	161,735	157,433	159,6347	22,8435	40,11484	49,9719	71,5527	154,8206	185,9914	24,6195	87,884	24,4179	102,4306	10,6258	161,4486	172,2922	159,9085	53,5984	15,9028	113,1484
51	62,7638	83,8280	55,7768	73,10432	175,7190	182,10865	28,6054	145,11381	146,2122	50,11122	24,10004	30,11432	177,7829	161,7942	68,5008	193,7965	133,7671	13,11661	80,9499	132,5557	194,6832
52	73,739	191,1969	136,7675	74,8032	195,9753	28,4873	167,4693	54,386	115,10319	110,1121	168,8006	169,6992	144,12138	178,11612	85,11158	70,3269	40,5995	53,4208	135,2652	62,1335	77,10482
53	197,7643	60,9187	92,4858	94,11204	152,8776	130,9507	31,4052	76,49	90,8784	69,2869	91,4188	149,12145	194,11487	131,5592	120,4444	102,8877	186,8748	146,5701	132,4272	183,4358	194,4355
54	76,11108	12,4371	109,7127	8,2342	31,11589	78,2620	75,545	76,1169	183,6878	48,4935	105,4218	151,8437	41,4818	16,8269	46,8900	144,6600	96,9611	130,1888	5,8756	22,12248	124,1827
55	7,4559	54,7061	28,596	192,1096	171,6850	180,11810	51,5775	38,11682	158,11785	166,9260	103,9584	186,11990	42,4654	157,10727	4,11357	141,8050	33,4682	115,3393	23,1393	185,11785	11,8274
56	69,4429	128,3158	96,4	157,8278	161,1058	91,7276	167,2236	57,6782	77,1934	87,2783	138,3996	95,11012	22,11674	21,11990	70,3996	57,7580	171,3893	134,10498	78,11464	64,1698	106,12154
57	73,12294	165,8003	63,6482	188,2281	144,5740	41,1814	113,9131	41,694	14,12271	31,533	131,658	106,998	34,1459	36,1167	34,9366	175,5651	156,9414	117,6937	187,11617	31,6068	63,7563
58	99,8642	101,5969	175,4714	111,3102	95,988	138,1814	173,684	83,2283	72,12154	118,487	76,4005	16,1734	138,8801	126,11965	6,3670	198,5587	145,10409	83,2599	147,4280	117,7093	196,11546
59	146,6960	93,4348	166,5110	133,11329	146,6825	139,10632	177,5214	20,10246	86,2688	170,7857	149,5924	140,1042	68,1309	176,5066	155,6315	90,3532	51,11687	44,9875	76,600	196,3483	47,1731
60	23,2407	14,8739	13,800	26,8065	52,4819	118,2120	185,1579	153,9129	170,1319	105,7811	141,5441	5,7510	37,3569	11,12134	36,4232	187,9762	61,9586	187,9304	158,4565	59,11370	144,5747
61	85,7263	111,11405	131,9414	152,2072	65,11944	158,2307	49,5401	11,5564	35,6126	5,9524	174,3411	19,2843	61,717	108,2261	185,4649	190,2400	17,6006	70,3559	189,6261	175,10402	141,5824
62	34,4208	125,4287	45,7575	125,8600	103,8132	56,7682	102,5567	153,7068	175,11504	106,3220	132,9203	104,8245	62,9302	174,9459	80,3536	84,9612	103,6237	127,2920	134,9585	177,10129	160,9296
63	66,10872	116,22	9,1907	200,7302	3,6922	20,9596	112,4830	30,8080	163,4274	163,2878	43,4441	108,9793	196,3999	29,4103	17,3988	76,11718	22,4307	93,1993	88,1581	31,9238	164,12228
64	124,3576	42,9314	81,2149	174,5822	99,4725	146,5935	14,726	57,394	138,11857	29,1888	186,4325	118,4708	63,415	165,5004	103,12159	149,4219	87,1366	95,10753	2,9758	87,9111	187,915
65	129,846	139,2590	102,2503	23,11692	185,6968	81,2276	123,285	101,10879	98,10442	6,5746	168,455	178,6304	79,9974	92,1250	144,2530	58,6563	41,11361	65,11237	129,9642	198,255	197,6367
66	94,10828	85,11847	23,9425	77,9108	38,8671	184,7942	154,4848	100,3169	150,3391	162,4916	123,674	187,4506	196,3828	60,12171	89,4002	117,12331	47,9451	190,12	143,5383	184,2896	150,6875
67	130,3176	7,4939	72,182	125,7177	145,8758	54,3539	72,7116	125,4628	59,1087	37,3825	136,5371	168,8564	186,8034	173,995	123,3409	57,7351	47,9760	180,7206	106,12134	170,1656	175,3166
68	150,5256	7,11502	89,8827	83,8568	163,1862	66,9034	116,5972	1,3393	196,9692	157,10691	88,3751	126,1699	106,7074	199,1395	162,12316	19,7528	144,6384	20,10568	21,2183	34,3648	93,1424
69	106,6257	139,4796	67,1547	17,9566	133,7830	38,12126	10,5576	10,1406	29,6800	130,6846	16,8741	23,5676	176,6159	53,1384	36,8905	24,619	138,6053	43,8649	119,7318	113,9755	84,10946
70	87,4317	132,1204	173,6498	4,4327	119,426	180,7597	87,6450	49,10561	10,6847	146,7501	116,6524	108,10287	118,10673	32,8598	43,9786	151,9558	55,1522	160,4121	35,9689	69,1510	185,11848
71	32,3016	137,1678	141,5938	199,5571	152,7418	119,6634	86,5637	4,4392	2,2929	136,574	5,1060	192,3452	100,123	92,4228	86,32	58,416	150,4182	28,10738	186,10741	127,12291	179,3774
72	180,5950	141,1910	137,2601	116,3332	63,11464	108,3248	87,7539	59,923	156,10887	56,11964	113,6133	96,31	47,9777	127,9542	71,4172	96,2315	150,1110	85,4621	104,4413	183,8967	95,10402
73	51,6677	175,4526	84,3664	58,1681	194,10303	173,6146	123,3563	171,851	130,6672	80,5627	110,417	159,3954	27,797	100,11576	66,382	133,3332	102,6553	181,2301	198,11065	196,6457	141,10636
74	137,10748	58,5300	48,7799	179,8089	196,4037	158,8233	145,8292	68,5642	55,11274	134,11126	112,4221	197,8293	59,3427	105,7111	182,3698	200,4486	50,7386	128,6121	168,9718	66,7369	109,9753
75	166,7002	68,12261	167,10118	176,5733	83,9860	106,5389	108,2367	25,5765	169,10642	35,10311	8,1957	40,571	172,6489	147,4060	123,2697	52,179	151,3217	41,4513	61,7849	37,1699	16,5178
