1	52,217	198,19	125,239	6,156	14,187	18,217	42,155	115,179
2	9,152	167,65	192,87	77,210	30,127	112,225	119,2	117,238
3	121,203	20,131	108,263	93,63	135,227	28,166	175,28	4,117
4	163,285	10,15	12,159	114,108	132,16	20,130	173,17	143,209
5	102,218	137,150	80,281	49,47	134,194	149,283	56,205	109,248
6	32,65	128,23	134,191	103,269	2,219	49,251	54,2	11,263
7	9,211	53,200	60,91	189,111	151,94	2,164	90,111	84,188
8	122,167	136,238	172,152	133,273	145,81	129,265	180,42	101,162
9	196,73	56,270	10,63	133,243	92,196	139,56	182,180	124,206
10	149,199	12,256	5,52	90,2	139,67	12,121	52,211	51,35
11	11,53	85,3	101,191	94,220	138,219	183,149	175,168	115,27
12	133,196	11,75	69,81	149,125	50,117	32,45	68,222	86,191
13	189,248	65,76	165,175	16,222	66,161	173,158	142,70	152,128
14	109,178	12,4	34,158	106,230	89,98	192,251	58,149	123,277
15	48,151	5,21	124,53	77,269	137,149	22,241	146,181	79,218
16	189,204	71,66	57,280	26,211	188,210	186,40	158,37	176,199
17	86,78	104,65	50,95	18,277	15,18	31,2	14,117	183,257
18	91,266	83,114	48,51	56,104	54,239	29,166	176,75	177,266
19	146,253	167,111	104,15	58,76	5,127	68,241	145,202	74,84
20	66,219	11,138	82,204	98,75	181,58	175,179	194,203	120,247
21	91,23	168,70	186,189	52,49	164,154	24,185	62,227	162,224
22	44,211	173,240	117,271	119,22	196,86	104,32	127,29	30,211
23	99,185	84,160	123,114	78,185	8,136	116,104	1,84	182,263
24	106,128	131,164	122,157	150,220	101,81	72,105	183,170	115,158
25	66,17	66,160	170,46	163,159	190,45	36,35	146,155	39,60
26	69,121	107,150	115,105	133,196	65,168	134,62	37,183	146,24
27	155,154	24,128	15,6	57,36	166,165	11,231	11,117	142,1
28	138,227	196,244	116,154	155,209	183,13	96,58	105,168	137,22
29	89,281	131,2	118,174	181,218	29,118	93,124	145,85	45,274
30	25,252	75,242	102,149	147,77	42,194	119,113	25,144	154,260
31	26,115	196,36	77,240	178,250	77,128	162,77	57,118	175,286
32	197,97	24,218	39,155	129,33	161,252	178,181	59,169	46,261
33	169,209	133,41	110,75	149,209	99,286	123,135	140,46	169,219
34	187,139	33,153	70,97	122,277	16,184	86,121	68,179	135,217
35	160,166	135,11	39,267	184,60	180,202	56,11	105,259	178,201
36	34,57	8,147	119,191	46,85	195,131	68,94	126,130	129,245
37	3,210	142,244	106,190	18,80	24,126	148,71	91,6	164,181
38	194,231	43,38	149,134	126,73	125,279	12,255	99,193	129,100
39	7,253	81,277	168,46	59,264	57,132	54,121	109,249	104,226
40	98,9	63,59	65,246	60,119	25,181	138,259	122,179	171,116
41	113,232	174,75	162,63	168,49	120,162	23,88	110,79	83,264
42	36,232	128,158	186,110	57,253	126,226	141,278	180,236	82,170
