1	185,313537	170,525411	192,450134	191,530838	101,265976	17,41436	189,165400	63,407333	139,344997	192,261064	101,431951	92,470727	109,287981	192,381444	29,256135	36,480925	104,493984	198,475832	165,136163	130,285844	92,131867	129,245060	130,229118	66,311912	61,57548	77,464191	108,412311	85,409113	105,347160	55,266096	92,25461	68,19715	11,157637	38,118017	167,277744	151,227034
2	175,270537	176,122848	103,134756	190,6975	8,166069	176,59025	118,26150	127,174360	183,210399	126,391887	92,278948	123,443356	42,20009	129,288602	13,429937	173,374807	49,428660	93,288374	199,384040	84,67211	117,394440	80,143620	26,77971	165,288184	90,23186	50,40961	74,171928	159,387574	162,9972	65,1440	173,484404	188,30182	197,402114	31,271977	75,213461	31,293470
3	161,148370	119,494246	32,7350	25,335551	97,257843	175,349685	198,144723	65,319773	171,90011	123,236044	146,98726	194,35210	132,317420	152,76538	62,157838	41,118856	148,455683	163,473452	124,528819	195,247010	158,523537	171,243313	89,491701	80,462663	1,307342	61,484071	86,166974	53,182748	79,395368	40,319988	77,49796	161,434920	193,450346	124,90960	177,43946	87,233869
4	123,28772	17,219485	160,37138	195,94790	5,7103	175,386272	154,126579	178,219584	115,529984	129,353724	53,416917	118,495419	141,80444	131,48838	159,435603	71,415142	87,193020	179,201517	152,220361	152,531347	55,479230	44,190437	87,77123	166,250874	46,203747	16,287209	43,240979	136,449455	131,519062	36,532878	154,144655	153,196480	44,220019	72,47661	156,452814	34,206562
5	129,288655	125,433450	96,22866	78,450777	114,16808	23,438939	46,132046	55,256977	26,235427	97,76864	45,298772	42,116642	59,102336	21,456320	98,404795	62,105988	83,345466	144,81169	58,416919	111,119260	112,486632	86,443410	144,32962	151,99386	46,38179	121,454447	115,253774	28,376389	97,58731	83,97102	172,192531	196,14171	198,485224	19,383036	165,274547	188,124411
6	1,302739	79,462429	75,525737	171,389506	12,346765	4,36663	154,406550	18,322765	192,517839	66,456798	52,285029	47,500140	69,154839	111,147796	167,40895	80,291570	93,423766	106,416513	133,191722	84,302936	43,292564	118,204732	154,119093	126,23707	50,184411	29,73122	180,233682	51,193106	182,146644	13,190382	50,171996	145,298220	200,419434	186,463588	5,388292	93,120298
7	93,325895	48,132994	31,186851	101,48810	181,289089	142,38611	68,433449	123,80451	89,154786	92,236459	183,354083	35,11004	169,476403	35,15500	60,331817	102,453700	40,186426	88,92352	106,210637	70,266271	94,262322	84,175488	9,209801	26,317929	120,468979	122,255715	115,164914	66,258360	135,347881	83,164997	10,388197	109,376687	63,282669	95,478961	61,518397	131,84514
8	104,210486	128,427718	56,364671	102,119259	23,194149	123,399695	73,256018	90,371359	41,529523	186,98089	113,9872	45,534055	32,313562	124,198014	113,181932	175,251367	42,288372	63,218294	97,323414	76,453384	91,215492	35,253953	106,506203	188,14343	98,400532	127,89835	27,153023	73,257612	188,177225	38,525230	59,297698	102,321130	117,242502	163,361892	64,61087	44,352338
9	174,363618	34,41613	62,33625	76,505193	24,470571	99,175850	93,29041	76,284623	15,6678	181,391142	74,379902	6,90232	129,142952	145,224713	84,304449	29,162915	41,405682	44,153429	199,215028	94,441710	169,247001	14,339831	51,138690	197,26855	142,189509	106,177098	94,162956	79,500060	170,75597	198,524359	28,210055	174,483610	130,356566	74,216768	91,230381	160,105260
10	50,434950	92,147463	56,194475	11,138089	9,323100	40,264350	148,378626	52,192645	27,256868	44,301412	27,39877	2,220583	139,373020	183,18689	48,289795	108,242242	6,322079	146,88216	157,387410	117,203498	169,495921	43,349593	74,204625	15,319239	180,240341	139,433894	30,133821	68,68998	42,196485	194,288876	52,445597	38,504058	111,109715	183,287860	102,392492	9,222071
11	12,403775	127,197938	88,351219	28,439426	108,158972	112,423158	70,279143	123,340583	7,494155	106,529961	123,183353	149,164856	75,90201	124,460144	165,458665	128,438557	88,148102	41,175340	96,182837	122,444249	34,501476	64,78517	91,513525	122,375182	15,94904	11,444497	7,214648	170,314775	43,203782	108,479218	34,330477	29,380770	133,217513	162,484522	189,405245	22,532856
12	123,271291	77,14851	94,91921	194,250404	62,370920	126,196922	139,252853	95,398329	169,453913	136,146728	29,188603	63,119233	74,463633	5,447173	146,396087	164,162805	180,317782	176,366141	111,94026	181,359498	65,487214	126,123543	73,75482	156,377339	99,382916	70,386471	180,515172	104,236473	182,275426	53,270030	190,221339	124,102628	117,478178	168,229803	23,527013	24,332907
13	158,397921	75,503347	19,228253	6,421681	166,212858	134,471639	117,171850	50,44458	131,249027	80,527999	92,500311	175,462967	105,519065	53,188983	113,45944	141,17850	41,110817	62,501083	9,133467	152,229811	113,281127	47,300010	146,225965	144,141889	76,301561	27,86757	58,190536	125,355776	46,156478	150,424466	199,42126	8,70536	56,90647	167,65763	8,16695	23,495037
