1	23,11032	106,419	72,724	43,6796	53,10594	32,9609	103,8035	46,9355	133,3950	168,4760	198,9878	195,11542	22,11139	131,3807
2	32,8412	105,1682	28,4251	168,5690	62,5904	168,954	48,120	183,944	137,11134	136,1265	1,7922	164,8568	107,5433	117,2802
3	94,7859	57,7473	152,9576	99,3793	171,2656	14,11365	196,4109	28,6609	32,8799	93,8962	111,11775	131,10254	192,7640	49,6100
4	183,6929	190,8514	173,3636	199,7815	186,11226	157,8088	84,8101	87,5119	13,8416	41,3498	131,2507	141,9791	64,5172	30,821
5	195,363	89,9198	119,5073	23,7564	101,11013	1,2560	122,8435	88,7303	179,1687	46,1760	63,119	168,3716	95,11231	48,10893
6	95,5302	126,4615	111,7561	95,2968	3,10497	198,3948	86,6619	75,4818	10,7856	197,9157	98,5314	182,4843	109,6378	25,4397
7	39,9631	159,9453	148,6951	89,6514	163,10548	108,4976	108,10641	92,3985	81,497	149,12306	61,5416	51,6732	182,7704	138,2236
8	172,1573	184,3513	195,6681	188,6609	111,292	89,12270	110,2778	77,6159	124,6712	168,4226	120,4460	12,6878	42,6286	154,9191
9	70,5952	57,6180	181,6861	177,8757	94,9884	10,6975	1,7279	97,3121	88,1863	137,513	193,3173	158,7334	65,263	72,11688
10	19,11134	79,5999	140,1164	160,11819	198,11865	160,9326	127,11152	64,10746	139,11694	86,10237	134,12113	2,11035	123,5736	10,9040
11	188,3877	11,11778	81,9235	72,5150	199,6609	115,1933	103,1957	97,3653	183,9555	145,9631	197,6875	52,9311	51,5210	2,4903
12	2,1982	93,7998	52,2510	81,113	59,10486	79,6074	73,73	177,10093	196,2121	29,6254	28,3416	73,1534	2,7529	162,10962
13	143,11529	50,10138	91,11711	80,10596	179,8978	168,5344	42,11197	44,6928	159,2293	88,5511	175,2968	151,8937	171,4991	191,7152
14	65,4429	39,521	35,6861	156,11904	47,10276	24,2215	91,5975	168,10280	3,4718	12,5	53,4963	108,8000	39,3068	33,4669
15	4,6754	64,8116	152,7933	169,1049	37,4719	168,2870	109,7075	189,5638	200,7517	51,10600	74,7030	41,7647	21,1819	133,12182
16	81,8020	165,2912	138,8084	185,7334	86,11456	10,3753	166,8421	85,822	11,2833	167,1270	146,6952	88,10553	85,352	24,9618
17	44,683	167,9571	177,842	72,5183	97,732	68,675	58,9782	28,7113	16,4812	50,4851	88,2013	1,3888	130,3208	76,5084
18	8,4934	55,1758	88,3925	36,5862	124,8892	2,1861	193,5725	163,5284	35,7410	197,10905	181,12266	31,11132	187,4637	117,2504
19	152,6625	154,6576	40,6370	62,3646	55,3190	82,9840	20,2397	133,7437	55,8139	66,2887	107,6087	103,9688	158,10757	16,5652
20	136,11559	191,7477	69,7664	113,4773	179,2208	89,9277	176,6479	38,2726	135,6146	33,6364	115,4393	154,4983	97,1329	107,8136
21	44,4386	62,1914	87,5020	103,3489	93,4474	157,7581	67,719	72,476	135,6669	90,320	135,4688	195,6709	198,12297	170,3880
22	139,12038	89,7793	68,8652	158,2488	162,4612	69,5920	8,6085	161,11201	35,1026	97,3081	58,772	83,582	2,9454	117,3589
23	148,1490	190,6904	103,4645	38,5169	141,7019	104,2418	122,4071	27,139	30,328	8,10712	54,10192	123,12247	148,11194	160,2492
24	172,10191	101,7890	115,7567	94,11225	3,9250	35,7898	50,8806	169,10287	167,4727	122,7265	144,9334	157,8789	184,7375	58,1775
25	78,11844	144,6690	194,12043	165,9126	18,9085	29,11336	78,10087	87,8825	184,4610	121,3254	53,7232	199,1126	54,8742	128,1574
26	13,9	85,11915	65,655	200,6652	179,11788	152,3514	154,1826	54,12234	178,6688	146,4937	8,444	159,9089	32,8195	167,4494
27	133,3306	77,8606	169,8250	27,2714	199,4479	199,864	86,9979	134,1274	87,3903	47,6206	55,5757	24,2478	78,3777	47,4783
28	1,2073	57,516	45,7141	71,2402	137,4119	50,11469	193,11072	37,3504	115,6309	87,7577	121,527	177,12093	20,219	196,541
29	99,6834	118,11587	14,5198	60,8809	65,2951	100,2708	32,4730	156,3123	137,11859	33,2752	190,7929	47,10174	85,5057	19,11294
30	4,9056	82,4746	80,9834	80,5051	156,1199	168,3776	4,11320	148,12103	56,7137	95,12049	64,9239	57,824	194,233	75,2824
31	39,8053	65,399	76,11269	95,11888	111,4640	62,2281	126,5006	31,4692	164,4932	58,10978	57,11097	155,6474	59,471	66,1483
32	114,7011	165,5455	182,11495	170,2196	81,11446	182,2265	104,6089	9,6821	55,2830	63,8331	50,9593	93,10210	148,3245	195,1258
33	16,7601	107,1246	48,12058	156,11951	67,8255	108,8943	163,8761	65,10711	24,6728	27,11315	121,10680	111,7671	40,11710	92,8624
34	37,12008	186,8492	149,756	38,8061	175,9882	198,7708	48,1707	109,3640	56,11923	92,7183	178,4360	130,12278	107,9205	37,5403
35	55,10137	146,5258	6,10723	133,8336	193,8781	59,11363	98,185	181,9296	148,4831	20,12283	2,8550	104,3392	110,9952	111,9571
36	23,865	156,2718	164,1961	67,1407	41,12303	172,7623	55,9384	149,411	173,4746	171,8477	59,10460	149,3763	189,3884	140,7189
37	39,10262	149,35	17,6101	100,11681	23,5462	70,4708	146,4277	150,8795	4,3838	196,11295	68,7197	157,9988	187,10926	62,8421
38	108,10661	132,3634	39,7398	20,11723	110,1151	37,6098	162,10926	165,7611	45,6763	35,4878	117,9707	138,2798	33,2227	186,3505
39	161,939	48,942	40,735	197,4211	155,1337	65,4235	80,2137	37,3882	118,10844	50,5618	96,8646	194,7682	115,10206	187,10537
40	184,2461	111,5961	35,4525	148,690	119,11844	52,630	75,10646	137,8319	140,10979	133,7267	182,6428	92,4414	19,3249	139,4285
41	158,8357	143,9064	135,3985	82,7911	87,2183	26,8749	22,8151	58,5771	132,10778	198,6500	180,10571	100,11672	14,6470	69,344
42	150,6844	186,10037	20,5878	143,4944	26,9458	59,4744	124,383	38,5957	71,5075	123,11875	131,2198	184,355	85,4910	34,4136
43	70,8586	68,5178	60,7	4,8456	161,11560	132,12044	114,806	14,7655	28,5491	86,2080	95,970	68,8453	183,3360	176,8490
44	153,4372	133,5372	9,104	2,11857	175,1678	174,4320	16,2047	124,2832	179,7804	179,1881	200,8640	143,2812	166,9931	129,8328
45	137,360	26,4928	171,785	115,1703	128,6462	107,8028	85,10231	100,3607	93,10726	150,8215	134,12075	115,2996	57,1906	71,10994
46	157,5711	133,5942	179,6597	87,4625	187,4832	83,6975	79,10425	89,9370	87,2631	190,11214	180,9503	130,10817	19,1697	32,4617
47	25,7470	43,11791	48,7421	193,351	3,4711	94,9136	158,2799	16,1369	176,10536	31,1803	7,671	47,2394	64,5475	116,8074
48	191,4143	8,7410	191,4098	18,5013	172,8728	58,2030	40,6649	128,7823	78,4037	89,9504	117,6077	20,8219	184,9378	179,411
49	122,4717	132,5095	199,8955	8,10039	132,6925	174,9305	1,12269	3,8229	54,11685	160,10614	116,640	68,930	37,8253	35,5572
50	54,613	14,10722	44,3471	35,2577	135,4121	25,649	168,5823	129,2367	50,3802	176,6934	31,5257	197,1648	75,6420	88,1440
51	123,227	117,9338	61,9792	173,2797	121,8920	93,10592	103,11474	198,5383	83,9609	164,4084	106,7541	37,8042	122,6702	135,3086
52	9,7739	58,10994	94,8320	50,4272	148,11644	183,8720	102,2033	175,3396	122,9100	185,9536	181,10938	156,11732	34,11776	161,11084
53	64,11622	11,4192	170,8351	63,8264	83,7777	143,8087	46,10061	11,10750	44,9000	86,8270	138,11560	70,11602	55,5949	135,10123
54	46,7681	35,1126	96,10827	68,6098	12,12317	33,2784	145,1846	159,3161	101,11092	37,2389	200,10522	12,11927	1,3657	55,8419
55	129,4808	28,11136	155,6462	177,8731	70,11451	56,8470	147,5359	60,943	135,11849	87,7742	106,7484	94,8687	60,4288	65,11045
56	151,5587	162,3487	132,3923	26,10080	2,3063	187,626	199,8883	9,5304	128,11484	17,11185	178,5581	91,4364	65,7164	96,5907
57	195,8207	173,10025	16,10012	97,2719	112,11064	141,10460	135,11456	23,1924	98,2543	21,9184	73,9233	131,10251	130,2226	188,11319
58	60,7895	88,11327	44,8720	85,5939	60,5733	192,6263	29,10324	3,4913	77,167	67,5400	24,4309	142,10289	34,6495	89,2808
59	158,10481	129,1406	111,3647	191,8081	35,7295	77,10696	62,6967	43,9910	152,5215	167,8552	13,9067	85,6848	47,11002	127,5348
60	182,5667	2,6288	185,10097	32,4502	8,11693	136,8029	145,1215	192,3871	72,8847	30,2836	116,1619	92,3909	6,3461	149,4410
61	99,3750	120,3227	113,852	175,7718	29,1911	33,1966	137,1542	30,7315	176,9316	90,6199	120,11484	116,9412	87,11948	71,1543
62	21,1924	78,7432	184,9931	59,5911	5,3042	157,6650	70,12209	130,4001	15,8537	179,4801	67,11650	197,2836	147,801	77,4126
63	44,8314	126,10120	164,8511	129,3596	122,2973	95,816	131,5474	97,4361	67,361	118,8441	193,4617	31,3717	124,8355	51,1189
64	11,9116	105,10951	60,762	48,1744	10,4649	170,11742	194,8455	132,8593	77,8132	188,4326	68,5625	88,11137	178,5698	99,9865
65	145,10845	164,1331	19,741	168,9104	182,99	169,6081	65,1210	125,3216	146,2566	197,6061	12,4072	154,4569	2,2577	78,1106
66	152,2830	104,2351	194,11399	99,2469	114,4847	68,7348	68,4392	200,12277	34,881	8,12110	4,5922	15,7845	56,11063	86,8888
67	30,11928	21,6386	22,11338	14,1290	81,7188	61,3629	176,7995	43,10361	22,1174	155,6344	17,10014	2,6937	6,309	184,11104
68	98,12240	73,10756	70,7289	13,3894	169,233	65,5822	164,1124	12,2921	158,5307	49,12100	27,4778	135,9291	82,6787	76,3206
69	196,10061	94,652	177,9209	18,10292	196,5958	103,471	92,10842	72,10293	184,11971	136,5408	145,10952	25,9190	134,6921	119,823
70	198,5007	44,3549	52,5927	138,5102	18,8715	177,2307	139,2980	117,9195	168,8469	191,11584	57,1981	160,2958	82,11071	100,1565
71	22,6042	63,10967	49,2472	174,5244	175,6890	196,2605	8,9727	38,587	57,722	7,2242	57,9801	81,8306	133,7957	131,121
72	18,10832	94,9688	148,9392	162,6607	192,4529	127,1994	22,10512	114,4637	78,11964	182,7783	62,8837	50,9880	7,1599	22,3964
73	127,542	178,9968	93,1707	185,3037	25,11864	65,9629	105,11900	106,12040	10,9682	112,4849	109,10349	174,8773	70,445	174,483
74	159,10316	32,9280	180,3885	15,1601	55,9091	18,3646	180,7057	103,9705	105,9286	155,11278	66,10986	132,4484	74,2902	77,2552
75	111,1487	185,12228	18,1278	72,2002	80,8076	157,503	166,6687	198,475	86,3184	124,4160	136,11333	102,4548	20,9853	150,10957
76	116,4771	75,10030	102,670	118,10775	188,1929	194,1010	170,6168	35,7132	73,2985	192,5800	42,4622	50,1835	167,1170	78,11097
77	54,6660	171,10775	90,5181	17,9988	116,8344	18,6914	48,11397	163,5605	34,7516	173,6747	37,11230	16,7429	34,11958	109,12208
78	30,7439	91,3484	11,1872	198,9832	40,5581	12,8892	32,11933	137,11932	18,9404	93,9006	28,9547	10,4569	87,3270	167,4701
79	150,11379	17,8796	180,9394	147,8518	138,8725	74,8551	2,543	160,3269	56,5577	160,6243	150,1013	147,2769	88,5482	50,10705
80	62,6213	65,9914	78,3997	196,3382	114,5448	162,8323	183,4348	9,4387	34,1550	173,8987	197,5885	165,893	45,11031	152,668
81	195,8547	44,11674	192,10918	82,377	171,6887	105,10001	20,9502	190,3039	69,1070	175,6766	190,1666	150,9599	90,8177	50,5546
82	161,7764	30,11818	95,5853	95,3643	88,3197	170,5432	199,5837	92,7138	41,1665	126,9028	130,1118	63,4977	189,5129	31,10048
