1	36,10796	168,43176	86,62722	56,53618	124,6688	109,80718	198,47638	161,53300	85,29707	63,44252	6,76492	63,71925	171,8405	180,77820	192,36624	152,10878	113,47765	33,32440	138,50476	84,69717	113,73690	153,68477	167,65460	4,70687	48,55746	140,10032	185,27244	180,16353	136,13596	91,8531	199,35585	138,11461	125,69602	44,60278	4,13990	133,15361	54,7284	173,80	93,46086	21,23681	119,77156	89,56175	110,26682	41,61569	32,29325	103,43434	13,22199	8,60759	65,12965	156,71688	70,13076	167,43081	71,52407	1,24056
2	161,55787	187,9443	72,74071	13,51404	144,28371	42,42583	161,24125	188,23718	144,64411	129,74375	132,37030	189,9379	190,77229	60,34265	64,53209	104,50810	122,44284	13,33800	10,36361	145,19060	92,58229	15,73238	151,26138	140,38084	161,23080	162,77492	90,41770	10,16574	134,41170	17,9548	144,74003	12,1999	45,50147	49,74014	186,40457	165,6961	22,45798	177,11377	3,66714	127,69087	70,9668	109,26632	144,14194	10,75253	13,71984	23,22648	14,76076	168,32023	179,65418	62,60314	145,80897	190,30888	107,56179	16,17861
3	115,53154	66,21745	146,62949	80,16082	40,47272	34,10300	108,57705	58,58336	197,30445	131,29575	176,69647	122,12307	93,16609	169,64099	6,16857	130,1117	91,9936	174,8314	188,7951	45,5378	158,51377	48,2640	187,55045	122,32455	51,4525	185,15147	14,66034	161,5553	141,29998	13,38593	83,18053	32,64939	196,27234	13,37055	123,5494	142,17464	113,20355	9,9886	126,34843	48,6284	89,75732	173,64808	137,70348	169,20381	34,30018	82,36970	138,21815	164,36144	150,49611	73,20987	48,65871	45,68733	108,27715	198,55937
4	36,1367	9,24046	125,57838	173,20146	79,30042	52,56716	98,3557	22,16398	108,25815	188,60847	183,41959	35,20572	69,66417	111,15511	31,32277	162,26583	17,42990	127,61045	131,38697	40,10639	59,23126	187,66061	23,66504	1,20486	116,67001	118,71570	30,38236	54,78965	5,68896	107,27141	6,51287	127,63133	37,15957	80,70396	181,5624	48,40585	43,3925	183,19972	168,1618	73,20625	123,17062	133,80064	187,62951	147,59318	171,65692	39,7437	93,72193	105,77523	7,24084	5,18716	80,8384	21,39175	80,49596	76,40626
5	151,60460	102,72307	128,13099	58,1880	181,5266	78,27603	179,14778	68,80446	14,46299	66,55725	146,50734	44,55266	166,56990	93,5548	151,35537	180,40308	152,66424	53,15794	136,50156	135,473	115,33662	109,62679	69,79259	16,5658	11,61856	101,53249	6,24750	148,36753	17,28348	101,59363	156,8209	90,65694	195,45536	152,61122	43,62402	58,9008	132,21591	35,64959	60,51426	181,2309	180,10813	50,4364	49,72621	121,26615	104,67260	56,15424	159,1661	145,11048	148,2132	28,43059	195,43985	161,60006	45,73702	23,75553
6	189,78832	162,75413	58,4828	45,76652	109,26017	194,54613	40,70537	190,73372	9,80497	82,59024	160,38081	189,46311	178,39786	186,15898	106,8602	165,1533	194,70949	29,48034	36,71924	82,42525	106,44555	92,38223	112,74268	139,38747	117,45053	14,46915	36,74953	5,67036	132,27061	141,9439	127,56340	173,67628	136,13594	196,20231	4,6209	57,66554	23,77783	186,43659	91,33941	196,44988	55,30980	125,3248	89,14383	92,12743	15,62992	55,47434	134,40951	39,23616	134,5504	152,70231	53,64379	131,14947	45,61092	99,53005
7	57,78752	190,39907	100,60645	137,77720	195,53660	86,12469	108,80069	195,5550	183,78326	191,42418	13,12615	175,7021	162,23769	163,61577	165,80699	151,76628	64,36698	78,4025	68,62192	86,18030	175,51762	147,28323	4,53399	151,62974	25,76702	16,19910	92,38846	191,49912	38,7210	142,15245	170,50300	20,69072	80,46874	142,7967	14,48692	150,44508	159,24692	127,71080	43,37910	33,67829	159,45646	168,61733	171,45584	82,36922	73,41426	140,49933	39,9478	12,47249	45,3039	26,44371	190,21695	46,21795	45,11561	5,35486
8	164,13251	136,66604	22,1039	97,55601	81,21390	36,47106	77,26628	40,80363	71,1531	149,51985	148,10506	125,19597	50,70469	57,62095	125,32731	7,75248	3,20881	120,42242	97,55855	186,49585	138,63450	6,17606	193,69705	153,13441	144,50471	122,25247	115,43528	188,15034	60,10167	175,75447	142,18917	75,21083	138,16810	82,48269	96,79654	51,53897	20,75602	177,68535	40,47288	66,16478	116,14535	188,71369	87,11772	142,72778	109,68371	162,74455	130,78853	52,58442	81,49213	71,60904	36,37978	185,687	146,2056	19,8002
9	160,54113	132,55179	112,7922	24,28853	197,23721	105,57081	18,53424	183,22053	110,30866	137,53970	76,42785	119,36832	136,52181	21,38859	77,31042	60,57263	149,49532	2,73634	104,20618	31,39881	130,24948	158,49059	17,55079	185,32385	66,62543	166,17291	138,41396	121,62273	158,22897	15,26839	137,10355	19,39791	145,36424	146,13965	179,3772	175,62932	195,19376	200,8779	3,6151	84,70104	17,1827	183,31801	105,64833	145,17443	1,34411	92,33073	52,40217	184,50837	18,43708	126,9882	149,65267	29,43001	62,70433	127,71617
10	175,25592	120,70552	49,36983	200,21904	145,8665	93,2763	61,57336	126,56503	148,33842	163,13235	29,68980	122,8431	115,19016	183,10417	121,62942	186,27049	25,27273	123,53329	170,8264	65,39160	78,21008	32,29138	76,48681	21,37840	198,58484	140,57609	113,58452	148,5294	151,40165	67,35889	185,5374	102,11043	114,5848	34,45961	8,54238	49,5195	190,49267	65,28057	192,28986	175,50982	108,62911	17,30117	120,67694	44,78824	159,66543	118,15679	193,10634	158,69734	92,15406	28,43203	103,39786	102,13017	169,54964	164,31693
