1	159,108405	10,3488635	171,1291036	20,2597512	49,2930536	150,774031	142,591912	82,949307	135,1461165	20,1823735	142,783740	135,1533474	187,3257168	134,2933418	7,3347007	6,3465059	102,2915944	5,2377693	152,1020828	134,877957	199,91576	60,11073	53,3428717	125,585864	73,1502785	60,2554826	10,1406361	134,3258877	26,539273
2	174,1256981	103,343682	53,951888	147,3292409	19,869669	193,1149944	19,665277	119,2837984	3,303682	119,589410	64,3269321	67,1568713	72,2844707	168,346252	19,2713004	146,2352250	46,2201402	42,373725	155,2074204	75,2605907	152,2138628	71,2934611	197,7329	12,853420	63,715056	117,3365471	171,1737491	18,2030347	75,2234567
3	24,979057	77,1722172	113,2956602	147,1283558	104,2278960	14,1348086	166,2170158	87,1219617	22,1298673	23,2760701	129,3427773	54,1646060	119,2198760	174,3253116	58,1713204	64,760506	138,2480001	92,1014100	85,906533	35,2542657	56,1473505	87,1366707	99,3430352	94,1150364	76,705168	23,386072	59,3283618	36,1264651	88,1029247
4	198,3382756	175,633732	43,2473093	89,3027107	194,1442118	117,1856898	29,1641161	2,1703759	154,1520462	49,1071661	130,1754567	48,1278959	127,1454073	30,1379099	103,2388807	76,3348476	166,2023776	82,570342	110,23858	140,6646	103,359734	9,1339624	173,2583375	70,639266	136,1925257	158,936650	155,1467902	145,1362169	57,1196655
5	184,1729729	74,306518	174,1950394	185,2216154	113,1647188	117,2527133	32,825127	110,1197005	129,1984999	18,2993888	29,2637912	114,1020773	42,2425560	119,2478921	127,300896	129,2714800	115,1706202	21,1581073	170,359830	187,1305011	32,1114705	8,1660484	32,3038424	7,1103195	194,2630836	32,677141	36,2199469	149,1696632	79,2574275
6	101,1648944	167,247959	50,3457938	177,205257	86,2514036	181,2571905	81,739643	107,128130	85,2122877	175,2121317	131,1145701	196,1182892	70,1303674	115,1353573	136,2434153	144,2190957	3,533314	40,75753	160,2341620	84,2483659	51,3337211	157,2234019	64,382495	75,1156010	111,2415362	61,178308	116,2593069	49,656138	151,2626147
7	38,2899148	98,1628187	5,3511962	161,2519537	166,2343145	54,1433241	60,1641544	141,676883	129,1113775	61,198990	186,1410855	189,2192384	87,332366	114,1702790	73,1870094	110,2679635	18,2877045	134,1842639	55,518440	27,2569963	143,765508	198,2566137	118,2122792	123,1921608	44,106864	57,875390	183,1273887	26,1891132	196,2295412
8	110,670608	162,472794	126,1787893	109,1189115	92,777441	184,1507850	42,479449	161,1675002	52,121993	42,544462	27,917795	60,1137848	79,711707	136,2142522	95,617529	20,3494019	67,1223698	112,1239884	113,1044586	190,2650733	95,22440	31,469281	133,3004799	134,2912185	199,3291479	117,3489937	116,2916118	132,3428894	148,2011476
9	175,1276323	67,234426	102,2982483	184,1829479	159,3283346	8,2302827	37,2337127	80,2072004	34,728482	58,2720370	165,3259120	62,467471	100,613173	122,287841	123,2915762	88,1207185	133,3430161	9,39526	46,329074	3,1354125	67,1855897	121,1275685	70,616269	132,1116386	118,1521282	93,2960127	180,2207176	145,1895419	8,798392
10	55,2011137	90,1263518	27,1448389	101,49483	69,3013755	170,537723	111,2073682	185,213647	49,232673	183,1066402	65,232075	15,2353595	38,174565	12,2517288	165,456935	124,1408653	25,1136878	42,2387451	180,2449893	1,1283505	115,3050772	111,2472604	113,2732631	148,1681279	68,646747	56,3184708	175,1385631	4,3282529	99,1915078
11	91,654902	60,1222919	11,400125	61,29316	197,1873365	162,1702939	97,1041093	178,185960	100,2692871	100,1288407	5,1664000	173,3031742	128,2968714	153,2688516	87,1313842	86,3415858	195,1371118	29,268049	84,2600496	115,800607	48,45626	115,10207	29,879086	173,2577469	12,2171699	29,1551238	80,1614806	179,2661588	184,2872328
12	71,3293893	160,3352922	42,3228648	59,1731503	9,2806610	186,2453400	26,2728279	75,2511876	115,1766543	133,3068873	47,2482483	60,1503797	93,2756744	180,794428	174,631960	88,1587974	12,2214777	78,307186	180,288320	127,3379326	80,368096	199,2854626	182,1944913	58,2038374	192,1240569	91,1771467	121,726042	132,2050712	134,875527
13	27,357001	196,281143	145,784428	179,852939	53,675718	154,2548427	160,1522530	195,1368779	113,2594593	3,1432447	65,979337	143,2767821	125,2594860	54,3511957	32,3397619	178,1020215	111,268599	40,1053069	3,1748869	199,316354	104,1345617	93,2110237	102,1817958	18,78905	159,2005148	184,1005642	183,1211074	106,1044171	68,226399
14	191,738312	114,2188027	14,34221	78,125113	85,1894227	126,3421003	5,2063073	70,488662	27,1305291	187,3461920	84,316045	55,729341	4,1776901	71,2734403	36,3284844	172,2976622	170,2745877	144,3249343	98,1788853	62,156779	30,2086892	134,3281911	133,399470	22,1412697	79,911000	129,2283480	39,577779	37,3064665	181,2312203
