1	107,11136	39,10174	107,863	189,11625	90,1148	199,1951	93,8994	131,589	102,1161	176,5735
2	116,10718	64,10133	112,9231	182,5872	136,3192	174,1148	8,8225	172,10078	55,116	158,1706
3	52,1693	92,11934	13,10271	157,4914	74,8824	89,10025	17,12191	169,794	80,10601	154,8659
4	163,5959	123,3587	173,10369	106,7670	125,7107	193,11838	20,359	30,11829	127,10667	53,3583
5	129,8074	28,6855	90,1065	19,10168	109,7595	194,8310	46,4946	69,9094	191,8993	54,3188
6	121,7784	190,2417	17,5171	11,7019	165,9656	132,11604	193,876	106,807	100,6481	92,9602
7	125,5888	10,8617	76,8788	198,9377	165,5011	145,8131	27,11	119,5205	138,6732	156,1527
8	89,10845	176,2798	30,1251	15,10127	93,1134	185,6616	167,10569	83,8855	192,9793	38,8613
9	61,1352	190,6916	169,7526	179,4797	83,612	83,9780	24,1876	174,4377	138,5374	10,4788
10	105,6084	185,5730	130,7113	108,9046	81,10005	74,56	94,1967	139,2036	155,3705	97,2685
11	134,4192	26,4386	167,12298	13,4321	56,10444	89,8099	43,2764	59,10622	102,12015	161,2738
12	183,4077	168,4802	60,159	166,1355	20,251	189,3523	46,9014	91,7341	154,7651	52,11686
13	105,197	140,4288	30,10899	75,10538	157,2969	161,9614	122,7218	147,11895	193,7449	8,3892
14	64,3585	162,11928	97,336	112,4124	87,7424	89,10121	136,4690	178,1617	131,4063	18,11284
15	100,4691	136,6514	127,2448	11,7740	131,11556	124,8252	96,8305	50,7453	80,743	196,1784
16	71,2501	157,9227	88,783	193,2935	170,8700	78,9897	100,7249	100,8739	147,1180	77,11609
17	183,4329	198,11237	168,439	132,5360	167,4786	192,10935	101,585	187,10807	59,11187	59,11514
18	8,3507	6,10623	173,4817	95,3261	94,5117	3,1603	176,8766	135,7201	159,6005	1,11305
19	198,8524	131,6657	87,11806	141,8060	136,5731	32,6805	126,6820	47,264	115,718	136,9783
20	84,5709	108,10449	191,10003	45,11670	93,1286	18,669	119,11044	176,5286	99,6013	178,6134
21	190,8286	98,9282	143,4722	154,11085	64,5722	41,5415	150,8481	66,884	99,7980	144,7714
22	200,2021	189,11736	113,4155	189,6141	63,4110	100,4847	62,3530	151,11272	26,7294	109,7855
23	130,6575	192,3807	4,1860	141,12233	143,11384	4,776	60,3739	194,12110	35,7171	32,11411
24	103,6278	169,4202	44,3631	156,8180	26,9523	167,11508	15,6689	70,10053	15,8317	84,6815
