1	26,77670	138,51357	165,79848	107,6185	159,16100	122,58188	33,30045	148,39711	191,38772	125,79439	61,20573	30,77153	67,68636	137,9399	133,59058	65,20111	80,68010	41,15634	148,78267	20,5856	188,28694	197,65862	35,72451	117,32228	77,35995	77,76301	45,25403	90,3380	151,80938	51,52890	125,59014	137,45067	114,37021	192,13341	38,28265	77,18479	158,67586	173,81138	37,612	92,14510	20,66812	98,23636	94,54233	7,59382	160,20770	160,29422
2	60,11938	89,65304	191,76250	139,13135	199,12202	63,43805	22,55897	10,16689	62,1394	11,18814	167,75719	163,36511	21,1287	8,7230	31,58709	182,1288	26,60095	131,45036	84,81155	57,44254	150,72851	88,30228	113,53364	126,262	89,15319	85,15599	91,44917	48,19126	38,56904	20,80710	147,13757	9,10572	124,45529	158,16297	13,31944	165,39641	60,5900	10,28307	143,38248	4,45780	127,12930	42,75320	10,46132	110,37734	64,14544	132,57536
3	42,67258	106,74844	117,74927	17,17246	70,51484	142,9856	9,74138	16,8885	189,54203	182,60829	70,13139	111,34657	161,57793	68,13820	67,54728	195,67055	183,14720	34,9315	179,7989	32,710	149,70310	54,32369	77,47492	113,80709	94,48040	114,35017	181,71869	192,4870	94,23023	109,60377	55,59761	34,55827	31,43866	187,29951	119,74750	134,46486	109,26756	40,64309	188,57375	135,70061	33,249	77,73090	110,39875	174,20191	157,65021	149,39520
4	166,40347	56,4324	144,69386	165,20312	10,75525	45,37217	42,66764	20,72022	62,24928	61,64241	139,50441	96,3750	104,15341	4,43399	133,738	195,80205	50,45383	39,63416	14,8658	89,49136	11,72726	31,14113	68,64966	93,32073	87,67020	136,12524	90,20886	182,47627	53,29081	43,59332	32,57623	40,41162	19,25531	125,80430	9,42112	105,18979	38,2610	170,31664	200,26907	82,55061	27,35273	16,38550	191,44494	60,39359	50,3014	41,58788
5	84,24783	16,41478	65,67869	89,63555	119,56155	69,13349	179,26782	24,18105	94,73804	91,73637	142,74787	85,11216	195,13910	177,23057	187,2824	22,52336	50,80204	180,7821	60,75774	34,74450	15,1178	52,61439	47,14347	111,74590	151,61045	72,78765	175,2029	61,8236	153,27105	122,51124	36,31513	40,69637	194,8241	159,29590	9,48713	183,12918	64,34071	185,10098	104,66401	43,75592	96,28283	144,57705	138,8768	53,20133	20,25975	154,39354
6	128,4837	150,40290	138,59380	59,30928	59,34026	24,72598	72,51995	23,33189	120,48275	103,68091	21,4143	194,4026	173,73185	116,46959	50,69457	62,28081	171,10078	47,35104	79,69897	82,21936	103,7534	161,28675	103,65388	21,242	189,59443	110,53554	180,57912	72,5571	194,33843	181,7835	9,58996	182,71144	187,11109	52,9521	91,14749	83,74750	145,79429	23,24371	169,31006	123,27473	109,21984	195,204	119,80248	122,79501	152,13139	144,11872
7	124,58533	176,43194	78,40290	99,44331	125,63528	13,764	199,77135	45,42039	101,32858	78,29475	133,43549	169,16	159,77114	48,59300	118,72302	75,20547	179,38635	43,49493	181,81080	37,58708	33,57393	90,46052	112,49957	49,41350	87,23806	190,50303	97,35501	70,44004	124,195	7,54662	71,75132	187,766	136,52136	23,47796	124,70426	125,39059	130,21162	141,28995	127,48841	135,74226	31,8780	184,14179	172,63674	159,70273	50,2312	132,70965
8	31,43969	2,54013	62,51577	166,27290	70,25668	35,76437	14,7994	5,26199	190,57160	151,43330	112,48788	198,44883	32,31006	58,27038	79,21589	50,7151	115,69807	49,10780	21,12604	182,29667	39,28309	120,28390	48,8785	168,11849	140,33770	138,35231	130,12662	98,34230	18,48667	144,34341	104,203	60,33295	83,58214	198,76538	128,29292	102,2177	140,22208	129,553	103,49298	44,16147	34,21526	43,18790	126,46678	87,17774	94,5723	184,48958
9	167,46866	32,8126	187,7966	193,40166	16,66401	54,30732	73,18261	89,43090	147,78484	198,55209	102,72642	1,79248	168,27728	157,46105	38,30606	89,45940	183,31712	145,32765	148,67461	197,14930	138,72202	41,81013	149,67933	192,45227	98,46580	8,56914	178,56500	76,17000	107,74060	19,58723	96,30283	88,2243	110,69967	125,17431	122,63836	24,50541	63,19996	189,56822	6,10198	176,54117	115,19226	146,79600	81,6830	132,77925	82,65077	75,3575
10	45,49232	143,5166	148,8545	125,23636	134,20115	43,61485	55,72491	174,41032	17,53341	74,60970	176,74359	162,23919	176,58860	97,69101	181,4217	129,18920	93,45581	66,39786	109,26032	1,60540	27,1138	188,12343	46,49961	77,47150	110,8614	170,63604	88,57958	146,32483	113,10163	1,68148	137,44785	136,44912	104,41712	6,11784	114,79604	140,19758	126,57149	54,32218	146,67925	195,32355	85,13410	98,61042	92,68046	188,14580	121,12039	160,31531
