1	166,47094	71,16533	79,25538	80,24642	119,15449	51,78446	129,21461	101,32290	195,74788	141,76118	24,17914	45,37294	113,44301	48,102	46,52751	54,5016	173,37263
2	130,54	181,65190	14,80544	117,37877	80,79047	162,72528	51,49641	155,41166	73,46851	27,6258	21,63697	8,24324	124,25550	21,37739	85,4668	108,70146	140,53953
3	117,18009	151,46192	124,58560	196,58649	75,60690	29,71984	111,53188	105,3910	57,25592	138,16258	92,4492	124,45132	23,16702	112,17218	71,56749	7,61795	175,80150
4	137,15263	19,79163	91,76825	188,67621	190,48396	47,36857	152,23178	184,7962	80,51061	59,74288	17,74809	27,29531	26,5213	116,13180	161,49125	156,34316	156,44243
5	181,28009	168,64765	76,56504	43,3256	195,5426	191,16722	31,15413	112,75054	71,45245	103,47182	74,21210	67,80518	128,2088	69,45963	31,6744	159,61538	54,68486
6	50,45362	138,11521	72,26712	135,49660	62,56412	158,26605	19,60025	187,33316	108,27714	70,61045	102,2820	144,23235	117,41233	21,7528	157,42265	194,48320	119,67162
7	153,42032	133,31707	8,41400	104,27823	127,74412	52,69622	191,55699	46,4073	29,20841	89,13946	171,11060	6,47042	45,16684	88,13307	127,40623	5,12896	8,62537
8	59,2159	42,70068	123,26696	44,19213	167,62885	121,57504	20,15397	154,58026	1,71244	198,74899	132,47494	146,12777	65,9910	182,53622	160,58376	1,73662	182,64518
9	131,50602	104,69889	108,31802	24,1135	55,57540	163,81138	160,51963	197,74864	79,73297	70,38989	75,31313	177,78057	187,32332	67,31498	127,74493	137,13142	72,67840
10	106,33564	166,78527	52,56993	24,8280	161,62661	75,56432	78,24873	157,71951	174,6730	19,6905	183,15689	105,16457	146,67326	102,74911	56,15096	58,58389	72,62858
11	119,22714	138,15662	113,29729	150,42478	141,22967	102,50342	29,44016	95,16321	1,63537	178,54437	17,39442	112,22718	155,76696	139,18155	168,42641	159,32543	5,13224
12	44,30524	64,20291	125,17625	133,42192	182,10409	120,44905	55,47773	43,11146	148,7451	178,27721	70,36257	84,21911	67,47446	69,39990	113,44621	182,67890	15,69349
13	52,73547	108,46076	81,29780	85,28845	177,41875	29,43718	37,42272	34,51418	193,4900	43,37081	51,23365	31,48544	197,45191	77,49219	127,33239	46,13062	31,38579
14	105,20644	200,18335	132,73137	118,63165	20,16447	151,79110	125,30235	17,4324	195,10106	28,79952	102,63691	124,41866	20,13065	31,5643	181,39992	158,9778	77,15421
15	45,14513	18,6109	155,52402	69,9781	104,20987	146,32284	175,23675	140,1394	137,61882	15,11850	12,52061	190,48574	106,67878	6,54444	73,14382	130,13043	72,46408
16	135,28100	41,46444	195,12315	91,20454	109,27906	188,48909	4,35042	156,60200	183,64543	23,74289	188,47026	33,80102	174,76270	94,41201	6,77506	185,79707	139,10016
17	45,33447	66,23455	54,69102	181,67834	32,41983	158,40520	81,63595	195,77984	115,29651	163,61492	57,54730	193,134	91,37630	90,21943	167,31540	58,12930	62,62228
18	32,74725	15,24331	43,4851	72,70085	131,77324	106,52308	68,57418	29,24127	74,7650	168,76080	31,48221	95,38860	99,78749	170,7388	122,51378	31,65190	128,30355
19	113,729	55,48687	161,48118	171,47541	26,67990	169,75484	177,8706	147,68837	85,2673	59,14876	64,16618	168,52942	166,79236	34,38826	124,19716	171,24782	18,73750
20	26,49375	11,20939	167,11409	39,12643	144,75120	18,21669	173,52605	189,74897	32,17814	163,38056	54,74636	122,23078	48,48682	39,52647	113,67586	174,34787	60,40419
21	85,68756	122,64706	105,14098	71,32632	102,29551	111,20200	99,25072	112,47891	116,25872	37,55257	161,63709	149,11158	83,44308	186,53923	62,23296	163,56369	170,17740
22	1,52646	189,59855	16,75771	185,52063	154,36673	17,16912	127,1071	186,25440	165,20378	136,73084	143,43532	161,80398	199,79332	189,15451	102,33073	150,48268	146,50353
23	50,51620	60,33104	196,13013	33,11623	179,10385	91,29673	162,17862	94,14023	162,75698	30,39440	115,18683	98,73345	152,13803	91,30530	138,73899	163,16595	52,4118
24	14,67428	106,41393	71,35581	118,69972	138,61107	63,4693	85,18387	146,58991	176,8200	182,48004	88,28731	46,43119	134,54170	7,37660	114,19079	159,40861	24,48470
25	141,51686	14,71683	112,34990	21,69210	57,54395	102,10962	1,57788	193,22975	170,38257	87,28900	130,51037	198,6581	132,508	110,73470	85,22014	85,30223	48,12924
26	40,17427	95,7144	161,63094	194,621	173,56412	165,66141	127,16933	87,55174	17,50927	20,9452	171,58641	98,79712	57,79619	134,47161	38,22083	79,73135	174,18593
27	187,40650	41,67842	149,9888	81,12928	51,57230	86,38395	87,53152	183,44489	177,34569	5,49428	166,54991	155,9024	108,11628	44,31445	46,56680	135,39991	179,24080
28	101,61422	43,51118	38,32285	161,34554	106,46504	126,81001	77,48170	169,45671	120,57309	161,15368	21,51470	174,139	15,80132	155,37649	44,47180	29,61150	135,38685
29	17,23820	35,58661	88,42230	16,48959	145,67448	49,37447	67,78266	133,12005	156,48957	30,70552	128,37065	166,78669	112,52075	33,19764	197,51625	170,39529	176,16101
30	200,78016	113,74084	83,29371	57,74129	6,44953	52,23780	93,54032	31,71381	134,12807	134,33849	127,64590	198,62533	173,81087	14,2165	91,76689	102,73463	80,31965
31	55,15721	182,47848	181,58167	131,78812	192,59428	200,69617	75,49668	128,33743	105,65479	144,73916	108,27977	19,10039	151,23947	42,3797	40,31108	110,58530	91,24286
32	115,47019	162,57505	89,25442	147,23982	42,63208	195,65001	73,40794	146,14364	25,6775	111,60569	107,39002	38,34177	174,67891	89,9806	99,54957	136,1453	144,68522
33	190,49014	175,10623	24,6527	187,29911	56,9586	7,65234	2,20463	24,41277	158,22172	53,68391	191,24395	164,6703	54,26588	176,25077	13,42382	111,16255	152,3854
34	166,57323	172,59154	165,53387	119,15073	52,78549	78,12831	94,13502	45,19056	37,57300	146,27653	158,18949	174,47541	3,67124	167,34527	64,56095	166,67142	98,5793
35	200,27247	196,34455	113,64121	88,48200	177,50180	175,10085	5,67685	159,12003	119,23312	157,77687	189,39796	110,25747	161,44386	161,26586	178,59516	155,56480	21,74454
36	7,10293	95,73689	174,32131	93,69888	58,67195	47,53170	59,30731	170,19661	190,57955	84,34594	185,2447	90,59385	158,63293	138,57294	83,81113	62,10385	171,1737
37	47,18072	97,55602	152,61046	140,21570	131,36684	194,58990	46,65572	43,52844	179,35144	76,20279	115,73069	50,20999	16,67392	108,49021	84,71279	133,49613	100,44747
38	163,22029	120,42240	105,55883	84,60579	20,47233	161,36580	66,48358	22,16596	33,1427	127,51800	151,59757	46,8137	196,20705	99,74480	27,12650	161,29137	4,21810
39	62,41811	130,77476	17,74531	9,181	79,76219	49,27562	120,18481	187,37051	71,65892	26,66274	25,6991	104,50561	188,48656	183,39243	197,75609	39,31622	118,15280
40	51,53842	134,2796	69,13986	149,67818	58,59663	136,71752	62,20081	26,11911	42,63245	54,46906	174,16338	2,37103	147,56346	169,76273	28,5636	90,39596	45,63388
41	149,76854	7,52454	142,42085	7,48947	126,17498	168,27766	141,16567	39,22929	105,50587	19,24918	158,76984	57,21162	151,69705	33,59703	111,65039	87,45376	94,1251
42	180,73310	28,65329	128,38120	78,8964	185,8692	29,63650	130,69930	36,78663	73,72786	162,70109	45,12682	45,72902	57,39211	143,69329	72,39617	76,24896	47,62957
43	125,45038	161,38594	175,5379	84,4529	176,78956	74,36817	141,66214	188,53599	140,44601	29,20025	76,30399	100,42885	101,18150	156,20481	195,52854	31,7006	97,50605
44	49,51262	53,79583	183,10909	41,59922	96,58561	148,68464	147,44115	185,23816	32,52537	108,5782	87,80079	46,76829	65,5734	36,30258	52,57197	200,79993	187,46736
45	29,16290	66,21376	180,65910	45,56053	10,38319	63,29030	161,36475	6,56732	12,39860	21,62736	40,48553	123,51789	144,24495	134,40109	74,4341	177,69467	15,12801
46	79,8642	122,61630	101,5831	119,74202	125,10170	124,45535	196,49927	194,21138	153,26135	129,31934	51,52845	127,30660	27,49954	183,49430	143,48483	94,56813	93,13942
47	180,44540	123,55868	184,12725	55,30303	65,80293	88,42429	174,44611	40,30595	125,37435	12,31695	87,58276	33,59025	102,6453	41,63611	47,72058	96,26885	130,49591
48	47,41170	102,33977	73,547	1,18174	175,65662	71,70485	49,61593	145,49584	158,48600	16,80787	111,40445	141,25625	119,7331	62,46674	156,62294	122,71650	3,29749
49	85,55910	197,21877	146,31824	8,47182	28,60557	138,42299	117,53660	166,35103	152,19523	97,22325	124,887	46,8263	196,64563	130,59105	94,1089	55,24867	41,2103
50	90,6971	27,54968	182,45324	61,36068	33,47557	179,11482	68,28040	104,78991	151,50436	123,62092	1,28391	12,34281	132,44257	102,6975	104,28546	38,41346	140,71360
51	130,37538	147,65683	136,15547	82,42517	58,80399	81,45829	46,77696	182,24242	62,33952	125,33671	86,35557	106,18219	183,43013	165,22568	74,45022	183,18854	32,8169
52	25,54969	196,51284	95,62800	12,6910	166,30863	115,29865	164,14471	23,54214	9,19726	172,32695	4,76438	116,37514	126,57607	167,2143	154,59799	67,63037	168,80704
53	72,44899	92,14150	3,21916	167,23004	150,37790	174,32253	92,1253	49,34938	57,40652	58,13009	171,43155	135,72976	131,37142	106,66704	95,51122	168,9878	150,16623
54	65,54687	161,62671	70,33855	142,32013	181,21476	101,10819	187,30442	100,50735	176,40284	165,64273	30,15839	103,80553	6,32367	115,13824	34,29756	53,79976	127,41883
55	22,1912	105,54686	85,55089	1,51793	16,53504	54,44961	145,28766	55,22504	199,3466	134,60055	99,22944	113,24952	124,63642	128,43902	36,51459	69,61312	43,45870
56	71,26937	119,48662	122,39830	56,63614	95,8358	38,27275	182,22736	79,45190	161,75047	172,76490	127,17027	17,7478	108,73790	29,59138	178,71128	41,36253	172,79100
57	118,20224	140,76822	27,38563	58,26794	162,31568	91,50107	121,31452	29,6050	94,17870	39,75737	114,36079	6,31292	102,41847	15,43610	1,38781	82,53415	183,79806
58	113,20324	188,52417	19,72970	188,40042	56,67224	19,59438	129,27371	133,52536	89,22901	113,73778	193,62480	6,67488	72,74721	186,4771	178,71085	180,76663	6,10302
59	73,38103	161,62303	94,74742	130,58229	96,43189	58,32791	150,16913	78,67301	88,6905	193,24485	29,3336	51,53868	30,38494	18,39137	111,8554	12,15154	185,39817
60	4,78972	25,10711	119,49081	65,32961	110,46182	197,36545	100,20254	122,55779	79,10171	154,48885	77,31080	79,31068	164,56894	124,39013	78,38183	141,50963	82,77785
61	5,78112	68,11499	178,23447	157,40625	30,64971	165,12319	161,50601	123,71297	124,76856	54,10575	138,56800	145,45677	106,22887	24,67957	194,65981	68,44647	38,5338
62	151,35102	97,53412	64,48645	42,68932	57,12709	47,4270	42,69474	29,72987	156,16932	153,58224	35,11397	67,37723	117,22698	94,18160	154,7843	25,2373	5,53284
