1	148,33	17,27
2	77,39	141,33
3	110,4	81,27
4	179,8	45,8
5	129,38	190,13
6	1,6	24,27
7	117,6	189,35
8	57,39	95,33
9	163,25	28,20
10	102,27	131,28
11	38,26	139,42
12	3,2	38,6
13	107,12	194,43
14	52,4	109,44
15	17,23	116,11
16	106,8	51,9
17	134,31	138,33
18	10,22	190,26
19	113,20	158,21
20	165,42	36,35
21	129,39	156,32
22	160,38	9,9
23	34,4	90,12
24	22,23	154,35
25	128,8	84,9
26	72,35	39,42
27	28,44	30,23
28	34,4	119,35
29	197,18	17,18
30	51,3	152,27
31	131,5	121,7
32	103,8	15,33
33	159,19	90,43
34	94,43	199,26
35	166,6	145,13
36	51,14	190,29
37	11,25	125,42
38	169,35	57,5
39	55,19	18,42
40	170,21	45,2
41	79,12	6,18
42	77,14	121,8
43	101,22	130,23
44	38,34	82,16
45	66,4	198,21
46	45,20	156,19
47	72,32	162,25
48	35,5	24,2
49	99,25	37,25
50	128,20	114,40
51	41,39	41,29
52	2,28	95,35
53	87,32	185,15
54	174,6	179,41
55	121,35	150,23
56	73,2	3,32
57	44,8	163,21
58	167,19	124,38
59	40,20	175,30
60	190,10	47,18
61	8,15	77,42
62	73,6	138,42
63	121,2	75,21
64	119,13	75,8
65	199,26	23,42
66	40,36	26,39
67	95,17	101,5
68	198,2	18,5
69	142,3	43,38
70	42,15	16,26
71	56,42	145,32
72	113,14	137,15
73	64,25	160,16
74	137,18	28,9
75	90,36	156,34
76	12,22	83,13
77	119,41	111,41
78	181,21	33,22
79	51,24	141,43
80	45,43	152,43
81	84,33	131,43
82	2,13	134,10
83	195,44	169,10
84	161,41	118,35
85	93,31	34,34
86	29,22	33,7
87	108,2	172,2
88	53,28	50,1
89	54,5	9,4
90	113,38	19,15
91	119,28	89,41
92	75,4	190,17
93	3,36	130,17
94	36,26	64,19
95	167,20	75,15
96	141,12	43,11
97	80,16	39,4
98	34,5	62,12
99	75,27	32,20
100	36,14	81,40
101	150,39	67,31
102	66,4	32,24
103	90,3	143,35
104	58,26	44,23
105	112,24	16,24
106	30,24	61,6
107	88,7	102,44
108	72,30	14,31
109	84,28	115,3
110	83,14	27,9
111	47,13	132,17
112	4,44	43,26
113	59,17	113,43
114	3,43	176,21
115	77,32	92,17
116	198,12	53,33
117	118,12	187,5
118	49,9	94,26
119	149,37	177,26
120	107,2	153,14
121	115,33	106,21
122	122,23	164,40
123	162,16	187,44
124	143,6	25,4
125	81,25	59,1
126	180,24	114,28
127	136,10	103,26
128	73,23	171,28
129	43,19	103,31
130	170,23	120,6
131	36,38	114,10
132	147,23	126,41
133	99,19	145,36
134	27,28	91,22
135	178,41	74,30
136	160,7	152,43
137	111,43	22,41
138	122,3	18,22
139	79,8	60,39
140	138,25	116,38
141	22,13	193,13
142	13,33	18,22
143	97,9	21,6
144	172,22	108,16
145	134,24	116,35
146	70,34	181,11
147	159,12	104,15
148	130,9	59,5
149	196,30	161,7
150	135,16	22,36
151	153,32	103,29
152	64,7	78,34
153	21,23	76,9
154	69,10	11,17
155	57,33	47,28
156	22,39	47,26
157	24,11	92,20
158	128,40	174,16
159	76,39	160,23
160	149,9	63,17
161	18,8	24,37
162	118,22	50,42
163	87,31	152,27
164	17,39	62,31
165	137,13	49,15
166	132,5	26,37
167	184,9	34,44
168	113,41	91,40
169	136,21	11,36
170	138,28	21,6
171	4,16	33,8
172	163,31	82,32
173	180,33	78,41
174	77,33	80,34
175	107,41	119,26
176	142,26	4,8
177	31,41	106,37
178	135,8	134,44
179	17,30	46,31
180	18,23	41,18
181	38,42	138,40
182	46,35	22,28
183	24,5	74,38
184	181,33	26,41
185	161,20	78,35
186	34,34	82,30
187	51,27	83,44
188	124,36	177,36
189	179,33	65,19
190	32,30	13,22
191	170,14	133,41
192	36,28	98,16
193	5,14	157,15
194	105,21	130,43
195	191,38	3,26
196	191,21	50,26
197	101,14	104,20
198	151,40	63,16
199	19,20	165,5
200	36,19	127,35
