1	37,269335	101,164140	158,521849	194,51015	168,485952	9,250678	57,196898	180,288371	71,302315	101,416786	77,76712	107,382	71,81755	192,491902	177,362219	178,270052	190,92833	154,11355	150,86931	50,507204	174,453444	63,450416	42,501437	122,415839	100,36920	179,124848	180,85364	12,198014	86,519697	4,412701	100,68593	169,383374	177,50906	4,429326	139,502632	108,143007	98,400131	199,466951	177,449826	87,328261	18,207633	22,385379	140,326584	49,8811	107,445938	121,281158	197,392327	46,521040
2	23,284381	34,413600	103,365929	4,369392	108,88247	18,39872	73,499036	9,189729	109,82780	85,148093	134,383172	125,447799	184,411146	94,165988	95,107319	78,253825	80,249237	148,183201	182,260170	172,121656	148,209325	177,373948	51,89175	37,250379	187,134751	151,100560	162,262327	65,358513	74,480677	198,450781	197,456165	77,47813	47,289113	59,255967	162,149550	169,312628	170,341694	196,358634	45,482851	45,336911	130,342492	144,402557	112,476421	87,461843	132,424143	175,39973	174,320968	17,125602
3	171,140293	130,169575	187,254207	137,249401	167,10132	181,58288	161,138147	71,327927	147,43018	60,362665	119,264007	51,527452	178,528864	85,397019	47,224878	117,447737	134,96170	49,315688	197,318361	155,196250	147,198445	19,462341	45,458292	7,266894	14,405977	3,470916	146,112414	95,433670	88,25382	64,67973	20,453434	132,38485	104,293886	137,41831	181,520410	61,406803	169,3864	109,411253	58,500423	59,442534	110,57853	192,334319	199,141718	24,336386	112,516297	84,217351	183,125392	22,240806
4	87,341723	3,458121	96,328587	131,178037	12,336227	60,524411	54,77673	17,239540	2,534545	122,78546	58,409383	81,11700	29,479414	91,218546	75,277495	145,376238	45,212862	122,91315	172,485108	159,199472	14,315619	112,45075	143,253608	83,277872	183,39159	86,331620	186,362877	54,133444	158,412636	124,370770	83,302800	164,146487	116,456253	42,45840	12,36434	92,451479	87,230555	191,379344	141,43938	31,92536	105,511001	124,416136	188,389374	136,230924	85,21724	191,35128	109,431384	35,191590
5	125,120393	56,235044	111,108232	45,462639	29,312859	9,208030	73,421296	93,426771	99,293312	138,37471	143,15691	2,328965	169,287067	120,430656	56,277101	104,282830	193,218281	168,127083	110,240276	72,218536	34,456591	158,380099	119,233422	157,387638	101,67520	17,370928	73,35341	95,396469	86,27300	67,418664	90,408732	102,488558	81,453015	77,154364	123,207704	1,242723	80,530706	118,153262	45,422797	180,2470	198,313350	189,420600	104,291557	157,189725	32,497787	180,523059	113,460340	192,80065
6	195,125036	19,136463	188,401413	112,82081	143,190918	34,214678	108,510528	170,397654	22,250288	58,385145	168,466341	65,494476	176,316075	92,343441	155,39754	35,19224	145,466239	87,310426	99,452358	69,332402	93,267636	199,363720	128,4933	61,64288	65,521952	42,452724	64,245657	143,355426	33,356190	194,350830	140,445983	94,511412	56,343291	199,459006	173,415799	34,418432	21,65996	7,242921	52,453062	51,319158	94,359945	186,444761	18,465160	189,531847	24,304115	186,513717	129,246701	10,357829
7	182,330561	95,256532	15,293288	107,332800	104,58583	147,342133	83,54917	26,72856	79,314320	44,26970	3,276692	140,143075	27,529685	197,241613	125,372960	181,273709	110,507200	50,200343	39,163821	153,42480	75,182736	164,531334	110,477010	138,50319	199,160555	63,304430	141,258268	124,242823	192,452674	158,296335	113,146594	52,515906	94,238463	191,245959	199,162184	45,470631	138,332929	64,378702	176,129024	182,389667	19,183656	140,452879	99,243241	172,391034	184,45873	83,486709	66,293029	72,295036
8	178,130233	83,419796	123,487158	130,78909	170,311630	159,484180	39,37713	167,404736	127,255630	42,126904	124,504008	116,143386	141,31564	124,357311	131,95791	187,394644	18,269039	144,379335	144,334098	162,304994	137,190423	43,490785	185,490041	77,370907	21,322320	150,216552	38,78069	91,294020	35,384495	74,136659	107,300351	54,350206	69,143827	136,125696	130,289327	186,458746	166,359653	125,345159	143,439344	92,114644	162,361931	59,380388	187,444702	135,486461	91,228061	186,18448	126,108205	127,515411
9	79,374086	36,338097	143,45166	79,214207	116,194834	123,473220	54,23746	136,361003	110,123539	55,257778	45,285110	156,203854	115,488274	28,492282	115,218782	6,256593	99,146637	146,154713	64,467286	137,285936	161,407804	58,264144	57,152897	151,187397	63,422663	32,114068	168,462421	194,274845	32,436186	151,174668	51,442169	114,54562	45,365817	135,190137	121,388020	193,419719	169,287446	117,427865	183,357222	168,336970	20,19352	24,184245	31,186496	118,243972	60,142146	133,400986	61,81660	200,256323
10	74,51561	5,473912	91,495337	8,194902	6,229703	59,480213	4,49251	78,120711	84,315910	145,304055	62,278250	49,392770	147,312931	91,441555	90,382792	199,116299	63,168977	114,319543	131,60729	27,248710	112,51728	154,43980	102,79519	99,70064	48,306548	122,54561	172,275082	90,186286	196,56906	151,260495	15,61027	113,3451	174,19241	47,300629	190,104733	110,312221	49,304693	166,64531	156,527741	24,173140	26,197326	165,491592	95,298917	40,284405	143,393088	150,5821	172,113023	166,504257
11	153,388826	96,429862	18,433661	10,356272	154,431488	100,520708	119,268184	88,323870	46,193749	75,421276	26,214511	37,398576	69,465290	27,407857	76,118093	145,292661	140,283180	190,204174	48,210347	49,392871	23,23588	25,512357	116,154459	16,235273	83,239462	197,442723	78,178546	149,277492	64,282780	24,163419	165,83923	133,133081	174,327759	160,300740	3,228610	66,221333	60,412445	15,419309	33,437505	74,395565	21,179729	93,316826	60,215672	39,283604	81,484334	171,504574	168,503091	28,398261
12	145,445336	185,351591	186,455725	63,55248	165,386304	123,260565	193,39614	94,172241	153,465460	1,334171	8,313907	59,62893	36,24475	75,176257	22,222873	109,296009	129,269884	120,225507	64,295126	101,209370	126,76304	11,464969	121,675	63,287031	154,463644	164,509887	199,434845	169,128436	133,168915	177,138043	91,110016	195,371350	147,63583	194,448696	110,149831	92,199409	175,331643	108,181715	81,219189	134,395842	167,337965	158,15973	81,335515	191,333921	192,432473	173,416571	124,52345	162,436737
13	141,39678	129,195069	110,484797	55,55125	33,522635	107,459300	92,265145	163,486996	197,369969	67,235319	184,255586	101,154826	153,243706	180,168561	23,151519	174,446066	157,36533	46,418293	26,508354	183,321948	49,163566	169,405698	74,191791	133,108736	160,157821	148,429758	31,442977	199,158496	109,287461	37,359508	197,184942	16,247199	188,16808	120,307734	196,73549	37,424429	76,447808	195,5179	12,266169	140,398296	47,68068	59,124677	24,432515	124,87465	31,320819	30,389767	32,336168	81,267704
14	99,247204	122,312782	18,444768	12,227144	85,348195	124,178272	36,373004	123,514598	172,10993	100,29100	169,390033	92,304025	49,512248	116,73073	39,259374	183,10788	66,456698	151,153866	102,216093	126,218095	31,324748	100,358344	131,493139	174,202862	69,229775	187,166563	59,58632	9,176023	116,29540	145,285046	152,102811	26,112570	165,404961	6,486961	143,448700	53,97653	98,134060	131,112457	25,260353	79,452934	137,231010	75,237388	173,142570	10,420498	57,473214	18,157789	164,209081	73,511749
15	138,368323	156,201798	32,378711	101,470338	59,29962	58,350551	52,298296	94,275704	43,322334	132,308199	107,140005	120,421382	159,356242	62,430734	197,270948	61,273760	33,414751	74,324690	68,286388	36,335370	80,374006	183,516209	68,268850	19,270964	122,240929	172,159256	96,121	98,292403	88,124996	77,7418	66,238977	16,509872	130,42951	54,179224	200,394584	114,513694	6,514564	155,122326	104,418379	15,525482	4,247568	6,279674	179,107105	106,306871	148,321139	108,168987	191,19791	128,92247
16	108,484444	3,136114	184,15183	7,509270	7,8029	36,77081	175,100069	106,116096	138,227650	98,149314	58,235170	182,425832	158,258127	87,275891	196,283286	53,306316	99,75726	103,452796	187,217906	199,129859	72,393852	132,35801	34,384534	162,423335	62,424657	111,240795	179,368807	92,313486	162,13559	171,335847	150,463890	148,370695	84,59874	97,143275	13,386454	154,16409	41,358575	178,500037	93,386130	115,337735	29,385803	99,482368	51,514089	110,282486	16,345945	3,86261	141,424270	138,484356
