1	29,2666	88,11201	113,5406	15,8839	43,9253	84,9779	30,4292	57,7777	196,10637	42,4686	128,8057	187,8109	93,5395	55,7547	154,286	61,2404	24,4203	122,1357	151,1184	132,2447	61,9681	30,5511	156,1330
2	17,4955	138,3390	161,4018	182,9418	183,9423	14,7645	55,12124	118,3849	17,10396	117,10684	129,11367	196,672	44,6364	106,2368	178,240	29,5729	167,7828	93,8670	88,5957	98,2252	160,11024	74,5998	84,8929
3	14,11460	148,1335	95,11825	146,6916	46,6689	61,3564	13,6477	35,7760	131,10639	185,5823	153,7453	84,10259	192,2036	129,11370	105,8754	57,2641	40,3739	2,9919	52,1976	112,4850	42,9944	45,6929	103,6909
4	98,11924	4,7965	126,4738	2,6984	16,2164	115,8677	129,7750	30,8627	175,2785	83,10200	103,5103	150,4472	5,9548	73,3137	76,7456	44,2600	160,1388	53,6149	133,1062	82,1495	61,11256	11,12052	37,10551
5	48,5692	23,9692	92,7517	167,4327	155,4136	21,8338	165,11771	69,9419	134,6228	105,12173	188,5872	49,2986	144,3988	24,351	188,3009	115,8240	104,11146	98,4752	92,11281	18,4529	126,1569	111,3911	95,1756
6	198,4227	6,9494	99,7029	99,11487	136,3351	153,1701	31,5897	47,4486	43,580	19,710	22,4490	76,8901	84,11783	115,10151	54,1651	194,3110	112,10928	135,623	3,10912	71,8492	37,11896	117,8501	160,9869
7	32,3493	128,2145	165,4434	72,10724	29,11609	2,2417	45,2981	158,9887	98,12133	140,2586	77,9424	10,3071	142,10103	182,7384	150,11011	156,7689	143,6154	70,527	162,12277	186,3473	67,5201	57,6303	168,10672
8	127,3140	146,8519	54,12178	184,10571	93,4915	91,3636	135,8985	145,11815	175,2228	7,3374	141,8543	68,5654	116,9616	47,6623	46,2532	146,3670	137,7827	74,2381	53,1074	42,6431	70,2841	61,10302	175,1390
9	114,725	137,5807	134,92	80,9859	128,4293	73,4169	76,10585	32,1184	52,11500	162,2127	192,4948	91,8328	52,3341	134,3699	143,6866	169,8930	83,9926	55,7907	64,8834	173,11275	25,1067	92,7385	43,6516
10	44,150	118,2164	16,2780	113,11588	21,7323	49,2202	105,9717	133,4004	1,7713	53,5019	156,6670	149,3341	15,5425	191,11991	94,11136	59,6216	78,6963	5,5091	33,12248	163,1751	105,10848	57,10124	71,7100
11	67,10797	177,2932	188,11332	197,6307	196,8267	177,2927	175,7102	42,6850	172,2876	107,2483	139,2771	13,592	50,10589	31,10554	188,6888	102,2486	101,8296	21,1758	92,2316	179,3584	180,5423	175,10591	47,1843
12	174,2650	133,8083	49,3654	152,9270	87,11068	124,5914	82,7479	38,2905	13,8105	57,2386	48,10484	31,10998	46,4391	37,565	164,11339	82,12201	29,9114	72,197	123,6946	174,11846	149,343	83,2646	59,7779
13	44,6751	60,5901	96,6035	5,6349	160,5226	45,9340	112,1176	27,4251	165,6180	124,120	176,10554	17,10377	67,2127	161,1630	79,4132	163,493	104,845	47,8851	136,10201	88,2231	65,9697	164,12086	66,7189
14	44,10558	199,9556	131,3434	96,8876	88,7572	133,718	181,6768	145,9975	88,10543	4,114	91,11388	45,10016	92,11087	89,5675	39,7052	85,5961	194,3035	89,9487	4,3436	117,1074	58,12133	136,1089	191,11141
15	39,8940	31,4908	143,6148	23,11537	125,4879	173,7937	143,10645	30,3939	143,3528	183,10043	160,8674	26,10982	95,8894	49,2537	190,8909	68,9503	84,6938	119,8251	184,762	130,3758	12,3242	195,10957	141,10094
16	24,4328	16,9235	14,5872	118,1459	124,5096	104,11339	21,6383	80,8030	193,254	40,7722	73,6177	116,6785	4,3058	128,5119	111,4675	88,7069	71,9862	76,10392	188,1994	67,631	88,5611	113,12290	192,8920
17	28,535	199,8811	156,2981	100,1179	12,1248	177,9300	72,4706	75,11959	89,3496	15,1107	176,10838	133,3745	123,11525	151,11681	107,6946	52,8626	125,5953	3,7338	65,10039	162,929	128,1246	135,10076	151,626
18	142,11075	31,9830	197,6167	71,11779	29,3959	131,6746	139,9140	47,5491	33,10280	78,5568	40,11902	62,5579	13,12285	74,10729	9,10853	96,6818	94,10589	45,2232	37,6728	113,9754	185,672	139,1752	15,10038
19	149,11103	138,737	108,6843	53,5446	168,599	54,4377	199,1274	157,3128	111,6755	136,6212	49,315	59,599	65,6961	167,1884	133,2615	160,8	131,9320	109,10167	166,408	141,11614	5,534	136,3575	56,8271
20	85,6987	132,1816	176,2542	169,9929	73,7647	195,8858	77,5935	118,5503	101,9465	94,12005	194,10488	84,3841	72,9909	137,9067	105,3504	161,11126	98,11049	29,7388	187,10870	190,7170	57,4689	19,2238	28,1116
21	2,11113	195,7033	166,3176	6,4619	26,12207	9,4932	198,1902	62,3706	158,2381	13,6874	90,9256	172,5877	60,8016	157,4934	146,10112	90,3295	139,8352	172,1311	150,9820	146,6175	82,1200	13,6202	184,8994
22	30,1496	50,6707	16,6593	192,11070	34,3821	45,3330	199,1756	190,3296	147,7085	110,5051	191,3084	101,4356	67,9389	73,9809	114,4686	135,1476	46,2281	89,11772	3,3978	163,12053	6,11663	64,6340	84,6912
23	84,7365	60,7382	188,4864	18,4972	150,27	64,7206	23,9388	160,2876	42,4086	46,1815	97,9099	103,2161	81,12085	121,1827	167,4364	180,10123	10,5603	199,2529	10,1235	45,11098	145,10675	27,6794	53,7475
24	188,5798	11,3895	41,1345	25,9055	108,3944	186,9178	69,7416	35,3595	110,8790	71,2851	113,9304	67,3974	73,9875	52,4440	109,3474	37,772	134,494	12,1458	172,579	23,698	123,7051	164,1228	24,7206
