1	107,24187	189,51227	44,60561	60,53409
2	200,78685	184,30065	181,6864	24,17154
3	38,48487	58,72364	179,47976	174,35232
4	141,52701	86,80291	96,13365	23,23794
5	187,18445	176,29726	193,16193	1,44039
6	140,44758	162,2376	23,33563	157,26233
7	128,14434	19,47446	198,27961	102,70833
8	126,39710	91,8921	3,81093	45,39206
9	148,80128	73,19401	83,68924	59,35237
10	17,61642	94,12955	159,39610	63,15575
11	9,37654	190,49548	109,44611	148,15760
12	26,69274	155,50338	26,8731	133,48991
13	200,38244	69,73503	74,74099	79,32475
14	121,68771	29,24347	195,50899	93,79749
15	179,65525	155,43161	68,54555	20,33194
16	180,68150	102,9878	68,43976	125,53429
17	9,38367	44,68850	125,53991	33,35458
18	173,65334	94,62801	75,20367	161,52238
19	194,1809	104,24534	97,53071	188,55294
20	33,34766	18,59915	131,65744	31,32454
21	27,26987	75,29938	13,74457	55,70754
22	178,35242	120,68623	143,12454	125,20594
23	151,56883	179,8926	195,43503	86,55243
24	95,57780	75,78858	107,18460	184,39103
25	100,29163	195,45805	43,67950	97,79788
26	84,30556	45,20200	134,72869	177,40315
27	143,18988	112,49696	190,28065	144,15149
28	106,47155	21,16273	86,6522	151,57278
29	137,21939	96,42108	178,66933	141,39829
30	57,25702	47,33153	32,60871	175,71715
31	122,71609	68,57289	129,76120	35,10821
32	12,8082	19,3442	54,66170	143,65114
33	121,67347	81,13612	13,36212	38,8856
34	192,66533	156,42370	49,75180	140,54348
35	82,39506	68,74976	161,49730	18,60204
36	130,58784	105,51910	137,28295	107,56701
37	70,21822	78,56887	83,46100	87,64909
38	20,20834	15,21660	135,36717	40,80349
39	114,63655	65,28730	178,69073	112,42474
40	14,43088	184,78764	156,69054	26,49159
41	149,41558	70,28597	197,65022	32,30380
42	155,59826	25,74446	20,24572	104,79071
43	165,31033	102,79918	108,64942	123,4809
44	12,3949	4,3829	150,12976	139,74194
45	119,77252	115,32731	114,3436	56,37298
46	6,23741	128,79965	67,672	151,42720
47	136,58987	179,15445	71,16102	171,34255
48	116,23255	12,47227	160,27806	55,68956
49	155,56217	170,76530	139,41479	25,80854
50	198,67192	132,72215	91,76333	73,37083
51	125,24269	45,57598	19,11564	163,79166
52	140,27202	166,37653	60,25800	52,37553
53	155,30653	193,27306	187,33948	124,45496
54	46,74818	169,37452	36,79006	81,29385
55	52,13871	65,17519	109,74069	173,14201
56	55,32305	185,28757	3,23943	91,31924
57	67,5071	94,23681	55,6380	139,13217
58	148,16407	91,3152	36,45601	130,7981
59	102,68104	102,56133	101,51946	197,26847
60	92,78244	136,39026	19,55380	35,55567
61	63,4024	148,47003	175,13531	198,2030
62	117,76093	128,53314	64,55953	8,69076
63	52,35032	19,59136	129,61111	29,71965
64	124,40515	162,45243	38,54538	183,60952
65	72,53599	92,67037	55,27846	146,6349
66	9,45556	70,37662	167,66571	34,68646
67	3,25973	33,28600	71,28238	151,69899
68	182,69079	74,35358	46,53951	196,8299
69	178,68765	162,66095	119,33371	116,36275
70	185,53787	36,44387	49,56353	118,37031
71	122,28491	164,59268	90,26656	200,25243
72	111,31775	11,39254	154,53437	107,27625
73	7,72060	63,72841	28,13083	134,37733
74	114,44084	141,70544	75,30278	75,42958
75	100,16375	48,42706	127,14609	112,72670
76	13,10689	43,17771	192,64028	38,66496
77	133,51113	174,36166	84,38507	107,20119
78	10,10667	146,44428	20,20572	152,74839
79	49,67266	38,44792	122,76371	25,57843
80	6,35942	82,18979	12,27401	27,28582
81	150,16492	99,34627	159,24016	9,49192
82	147,24284	189,54361	176,78438	155,48359
83	87,78711	120,43619	43,15408	196,60877
84	121,77706	106,28574	122,55510	55,6626
85	89,71285	88,28078	117,21631	35,31029
86	166,47371	187,26128	114,29906	104,16817
87	160,28381	69,75825	92,21292	78,40295
88	64,76137	156,837	22,27443	127,57754
89	74,50351	155,1495	191,71562	135,60476
90	192,6190	182,4498	102,32322	57,29809
91	93,10633	62,24922	186,32190	147,76323
92	11,37356	128,36372	132,5966	90,75978
93	116,30856	159,35863	83,47219	41,80500
94	140,80562	100,14097	48,55342	163,57837
95	6,44628	58,11829	133,22254	194,44908
96	45,74444	91,49576	5,43496	170,73213
97	38,14032	136,59379	158,62162	97,12469
98	185,65460	142,15998	9,23646	24,38813
99	160,11008	132,11966	10,41160	62,36163
100	167,50820	182,7429	66,21040	11,55701
101	119,20599	193,35870	192,57016	69,59460
102	138,17599	10,76999	187,46817	111,2884
103	53,64260	149,29745	82,24850	133,64894
104	30,40399	66,11412	22,66610	52,19733
105	93,5044	30,73602	161,71060	96,70896
106	158,47535	71,61196	192,42691	50,32276
107	34,20229	163,38230	43,74488	99,50916
108	168,25653	11,35482	148,51132	166,50003
109	56,27631	84,22462	114,75977	73,42938
110	103,5414	92,51421	126,64360	65,59186
111	141,49881	179,8612	152,41816	178,56829
112	117,56989	15,13610	15,4271	26,36678
113	22,49621	36,19562	17,8283	43,23939
114	159,75627	92,11522	174,24897	93,30379
115	12,69838	191,54580	105,47804	11,24048
116	27,41761	118,18750	85,71476	66,16737
117	133,20989	93,59777	51,6956	19,3599
118	84,43106	185,26725	180,12583	74,26586
119	86,15987	39,68432	165,75905	36,50540
120	106,50452	111,61455	147,77067	16,17352
121	172,47369	89,1096	8,62580	52,3558
122	127,54016	84,63717	37,76682	24,58755
123	52,51960	168,58015	56,1407	123,13792
124	9,54715	133,21519	122,5991	118,14044
125	20,60096	94,16364	26,58166	173,15308
126	140,38757	132,53037	188,61980	184,37042
127	23,73701	30,67548	132,42280	5,14487
128	152,40988	35,1790	138,80577	129,7267
129	112,25391	108,11735	22,16447	110,48672
130	174,31754	87,41676	5,3012	28,72306
131	54,62856	163,53287	98,58936	142,49731
132	17,27013	143,8805	32,59581	35,49576
133	4,35281	43,2016	172,60828	69,42474
134	19,40506	77,59971	108,45366	38,74887
135	114,71014	15,57428	139,63756	69,8314
136	157,57321	64,36548	51,77474	32,10621
137	9,16067	131,2235	136,5732	187,46062
138	18,32759	98,32736	117,46932	116,44777
139	194,42306	191,16294	26,11150	60,11799
140	111,38882	58,70218	55,44916	15,23442
141	80,75263	74,64951	115,52165	35,4962
142	96,19525	88,72167	51,51938	81,78821
143	130,39957	31,30949	94,66951	156,13089
144	66,17681	195,65551	196,17786	22,54130
145	182,21501	7,10921	108,49086	199,70796
146	96,23280	85,70265	7,67639	130,43789
147	90,59804	49,40276	199,38328	128,39008
148	181,71322	166,73822	6,10659	1,53258
149	37,24681	119,60434	157,7362	139,79245
150	14,81103	43,41137	140,12577	183,28517
151	161,53975	18,19945	158,64291	22,80536
152	66,30118	199,4606	71,59695	55,72128
153	89,50189	107,5894	52,34965	47,28083
154	58,73239	101,8134	131,4350	29,43710
155	75,19335	140,77243	191,39667	114,53400
156	53,58017	140,62511	185,74398	163,44720
157	36,46988	139,63185	134,51902	115,20174
158	147,57860	110,70217	124,3408	77,33314
159	146,77442	151,69426	191,3539	194,66201
160	122,43865	172,2411	89,53924	120,78491
161	53,34746	144,43178	144,41531	127,60623
162	156,25863	78,39692	185,12346	54,60326
