1	78,44607	87,26195	155,76414	42,42844	82,51191	6,39380	121,60132	125,13645	26,38075	160,7853	67,39393	134,23424	143,20160	156,23637	78,21312	128,7606	30,45030	135,26271	55,77211	186,63694	171,30010	97,10848	175,31224	54,73384	110,51964	99,8837	118,5033	65,70128	100,35126	16,79109	99,43060	60,2058	133,29131	166,57469	129,49789	165,40646	52,44960	162,1466	101,32567	10,70758	179,28279	189,67274	163,76737	111,4153	183,45471	132,63568	98,10408	163,36623	168,71893	166,66682	105,73586	101,25452	101,15737	162,19004	50,80613	186,73734	151,15405	97,12870	110,59539	95,81179	68,44526	76,13798	182,63689	54,46196
2	176,79951	178,66707	157,74479	70,70024	28,19480	71,72643	123,76270	172,17804	53,60911	154,22827	132,25440	99,22275	169,45797	182,33096	122,18239	116,13893	105,57067	136,20415	158,39352	197,29785	49,12509	165,63795	26,53394	146,39321	143,35346	109,1437	196,20866	135,24108	63,33992	185,3661	55,24015	190,35812	21,20825	75,1304	140,24975	21,24744	158,18274	70,43779	29,32708	51,37796	12,35364	119,12219	199,70731	57,6556	90,43349	28,26295	170,62063	152,70044	46,19465	159,6264	49,6508	50,16816	159,48988	185,67181	159,20162	38,5601	79,74972	78,14397	30,74258	190,47700	93,38626	169,30765	149,56679	86,12379
3	118,74276	141,14231	94,36090	14,69874	39,1789	47,18390	22,39891	138,47455	117,64606	134,2908	136,2291	10,53909	70,17678	91,56915	86,65400	178,16274	52,4036	186,77025	130,23845	39,65348	195,30199	138,48868	84,76239	7,77959	110,39130	112,8990	48,34662	39,70033	20,14229	169,41294	172,16750	46,9080	84,1722	145,37770	168,34805	158,18199	92,20175	23,2392	60,58597	184,34439	4,19345	155,62738	30,52790	84,42023	128,59877	93,61063	195,34331	108,14143	1,53766	70,68700	4,75825	170,31206	114,62027	180,10907	125,48415	1,50443	25,31316	28,33301	11,14048	188,62542	62,6420	144,75806	90,77946	98,78874
4	73,21958	154,60698	199,17108	115,44256	76,12154	182,61335	128,33619	97,5370	128,7714	153,30344	41,43417	61,76209	53,6333	73,825	186,39062	4,24522	129,43103	76,30732	142,12004	85,47467	97,24983	10,65700	169,40582	95,27524	29,28892	116,54261	49,2596	124,79424	106,54621	46,62445	181,48338	91,30078	64,75624	169,60204	155,20988	71,16538	168,69294	106,55874	69,7963	38,9584	164,17518	38,18168	136,9730	185,57094	185,77383	115,40294	163,1198	198,14229	151,63936	121,29854	19,14263	113,19629	67,43070	93,7182	44,14744	151,63256	37,22565	88,20325	152,80241	159,68544	132,17733	88,16460	31,65891	183,73504
5	174,77572	43,5027	102,79550	195,30672	56,75807	198,73501	197,31307	139,1355	13,44944	132,29987	179,23727	171,60674	88,37776	137,29599	10,22969	101,25784	44,73201	118,11418	139,2100	9,45829	87,32120	166,1712	51,39242	188,66252	100,41710	168,1714	181,70639	67,39568	27,79784	91,18423	125,61449	111,26913	65,36123	114,19232	126,76228	110,67749	137,22116	42,45618	104,58340	95,40078	108,29709	142,72228	104,43340	70,48666	29,74886	75,68380	150,28046	116,76448	116,5135	67,77979	108,51182	109,44188	33,80314	60,49313	102,61344	130,61890	34,60077	184,63768	191,76571	102,78819	140,79275	18,55973	72,14200	119,43161
6	30,1506	181,30797	22,10506	149,31106	132,80864	192,76179	59,37746	158,12497	166,54928	97,955	17,72269	41,18472	104,2801	106,68704	46,15659	153,61648	29,21709	183,40628	187,38580	132,22396	130,7213	102,34430	147,70219	193,38512	90,68251	33,68161	77,74661	182,26744	38,10437	52,53836	18,68565	165,50557	126,78293	138,28812	13,19276	127,37897	126,4055	186,20260	151,17343	112,77603	104,15876	115,41456	9,34450	12,77554	97,69737	169,922	115,1421	153,67531	194,51801	121,7367	91,41966	153,65765	119,50210	162,61644	193,7651	116,43730	7,71355	30,6682	161,47972	72,67927	148,41103	88,62109	64,68218	98,6893
7	120,341	89,44216	100,53102	131,78896	104,43160	88,48673	163,43836	64,67927	110,61387	41,59985	60,32431	84,5400	9,4729	26,19885	141,55247	142,45799	83,74796	5,6839	42,72154	133,48286	61,49478	3,28475	172,28741	153,3625	136,42492	4,3252	12,47498	33,65596	49,1929	147,80554	175,26485	186,44061	121,50494	195,19673	19,23242	75,75563	133,28683	172,70268	60,53315	40,18242	107,44257	27,71073	38,57758	13,34873	145,40217	77,33404	115,66329	141,66511	161,145	157,39407	116,16178	115,8672	94,65729	110,6012	9,13154	60,50089	109,35613	42,54793	200,3204	114,9255	147,48625	77,37157	142,31094	124,38220
8	182,78459	153,80543	94,53687	198,57075	118,2655	40,69078	160,38125	123,6108	200,64302	61,26242	192,51492	93,10033	199,66996	160,16790	144,315	102,45897	188,52259	27,79466	5,13591	77,6812	182,27186	30,59563	176,31468	8,52341	123,54453	199,47158	139,73758	34,17977	169,40958	77,41973	169,61927	113,55187	86,78169	87,32867	18,32392	196,72556	165,65913	47,11447	21,54920	67,65534	28,57369	54,1823	47,55078	121,21417	39,19733	142,25734	102,78352	188,73172	161,39656	4,72265	69,24137	105,65662	72,41651	65,64968	25,6016	13,50493	119,21526	68,62779	12,24608	90,59073	17,79450	162,16891	74,14488	54,11591
9	108,76959	39,16771	128,72523	26,35719	160,36959	144,31584	106,4356	25,19223	148,56197	95,8583	81,77167	135,76092	113,43639	185,17854	83,20192	173,32107	62,17101	176,64583	52,1781	173,70400	101,64162	31,40825	51,32547	198,39502	144,30750	102,736	74,69974	158,18982	4,39482	59,13207	16,37925	105,39586	199,3700	183,7206	27,63642	147,26807	152,20152	58,81218	181,6096	16,11266	125,79781	28,52685	29,78236	100,74788	151,21905	200,24273	18,43224	160,60773	175,49236	53,62467	117,13735	117,32105	2,54308	123,55511	190,53079	187,71833	127,29841	60,36233	64,37295	139,28089	62,5	1,61581	124,26339	29,72054
10	186,50625	68,61077	16,31613	79,69245	143,7538	6,20875	124,9889	37,53489	40,44575	150,14226	164,47765	3,31633	32,22405	14,45950	146,27389	135,43302	9,78066	152,59882	89,78642	188,61207	41,65782	73,52286	53,63898	185,3165	10,75889	48,4498	98,20411	185,44491	114,29984	166,24130	160,32713	198,30503	18,71875	35,70028	114,68512	157,68279	49,42994	147,57800	59,37725	49,61116	12,77796	5,47014	67,63694	102,66515	70,75170	199,22813	178,59615	128,45431	63,78562	70,52197	6,38652	124,35153	140,36815	131,66643	79,64377	129,43501	60,17112	147,31775	199,62490	46,20880	83,23402	120,41154	83,60660	61,59285
