1	172,1571	186,1425	127,1493	84,475	117,140	195,1168	101,697	116,808
2	105,269	7,977	95,1250	83,634	65,243	167,313	153,1033	172,1128
3	150,763	48,872	57,1677	173,649	170,1288	190,1691	147,1095	118,603
4	6,1396	118,1181	110,1045	149,119	6,565	80,255	170,613	91,855
5	1,170	179,1775	179,377	1,37	31,1107	82,413	100,823	166,1291
6	171,480	16,1297	199,34	85,1857	99,1664	191,1505	147,1131	175,361
7	172,1529	183,1362	192,1298	52,892	146,1565	163,1407	102,1303	109,137
8	194,1295	58,551	75,745	138,119	10,643	30,813	128,1662	160,1663
9	47,601	175,1795	99,1264	140,427	81,291	74,118	197,120	193,701
10	193,1522	93,303	46,62	184,6	30,1697	125,576	176,793	85,1323
11	130,543	34,1012	151,1189	92,565	102,1099	129,1368	2,938	46,1847
12	159,422	175,107	131,82	152,1847	78,1163	111,652	7,1048	27,538
13	43,805	195,1188	48,1636	105,1659	26,1383	102,1800	36,1280	38,1711
14	183,1088	51,952	11,1176	92,320	168,1497	138,178	60,77	160,739
15	9,141	77,1868	103,488	154,1052	79,880	154,16	141,1293	34,2
16	194,74	46,200	140,686	116,844	193,445	170,209	13,1455	169,51
17	62,407	32,1034	137,996	97,1875	184,1697	135,1296	155,401	178,1847
18	101,594	153,210	8,413	140,1444	151,1465	114,188	53,1844	32,359
19	167,712	120,1197	164,954	36,905	61,300	144,413	90,1044	48,1478
20	15,538	91,196	197,1290	14,353	43,71	37,1232	111,520	193,1866
21	17,122	172,1680	42,1824	46,148	140,1205	30,228	107,312	89,730
22	42,1543	59,1144	143,1526	118,1178	160,844	162,1467	7,1295	165,995
23	147,519	185,129	35,581	131,896	79,370	107,794	59,258	134,760
24	150,297	72,1479	160,185	122,165	48,971	76,105	185,49	153,248
25	123,1622	62,283	137,1094	52,7	33,1448	130,57	131,329	166,400
26	35,874	66,80	55,760	145,1756	44,1307	38,104	188,1129	124,1558
27	61,361	91,1242	99,1779	77,1644	176,1161	48,758	152,928	127,472
28	162,439	150,1696	135,698	155,794	26,1854	24,225	25,1064	66,1615
29	50,1564	65,202	191,622	177,1203	68,61	148,693	127,1516	29,983
30	108,1503	152,119	23,1375	157,50	200,31	147,1835	172,1688	184,1285
31	197,1017	154,720	146,1729	19,1822	153,1061	115,561	128,1685	108,717
32	95,1410	103,122	68,1345	136,974	49,1655	140,1867	129,66	52,819
33	59,1169	161,720	55,160	34,1347	33,1047	174,816	88,1711	182,167
34	37,423	105,432	60,867	1,833	13,1403	120,689	83,678	76,670
35	148,762	131,170	150,836	31,569	90,242	26,587	137,1187	175,1536
36	141,46	157,660	53,881	178,1484	101,498	141,42	41,1444	47,522
37	144,1001	38,1597	78,543	67,441	143,1059	111,10	14,1503	112,863
38	64,901	20,550	24,585	154,390	125,18	73,1854	19,1012	197,1327
39	149,1442	68,1026	3,1555	159,801	138,766	23,863	45,788	58,1546
40	153,844	100,1349	112,1852	164,1504	108,1716	195,361	67,925	200,1167
41	100,791	9,935	23,690	144,1387	2,1804	73,147	59,367	137,1197
42	135,656	73,169	141,565	58,906	191,151	125,1866	40,1822	58,426
43	161,14	9,1080	167,1780	57,367	128,45	63,808	188,32	159,300
44	58,1284	98,58	55,1035	69,310	36,1777	109,792	120,1068	110,255
45	107,85	30,727	122,521	21,503	124,80	102,1663	43,157	179,594
46	130,110	139,902	185,152	193,710	86,1711	119,393	45,252	184,206
47	140,1001	123,1265	89,1530	75,260	113,252	9,1594	8,794	155,742
48	162,909	5,194	54,168	109,1234	198,1836	42,389	55,508	151,1248
49	85,1641	128,1642	160,899	172,1458	112,895	42,704	173,43	195,385
50	12,1731	169,1520	171,1536	200,1849	163,907	148,661	117,314	161,1008
51	113,698	2,1795	85,303	11,441	28,1030	148,771	163,166	167,242
52	49,1854	54,1851	37,536	120,1238	32,1558	159,801	81,1009	44,1822
53	125,1084	108,826	128,243	12,765	58,1509	21,1659	33,141	143,289
54	117,54	5,782	92,189	145,1500	158,1401	42,1426	10,37	73,325
55	175,1641	47,704	183,117	183,716	14,762	157,900	63,613	80,538
56	189,1513	35,664	172,159	56,282	10,233	149,895	148,1455	92,1320
57	184,895	80,1808	118,482	138,718	124,473	108,726	130,1849	15,997
58	115,687	184,1744	59,737	81,552	11,1654	50,744	62,1858	49,656
59	188,1562	138,195	113,1153	46,1320	78,792	34,1100	52,284	90,152
60	180,85	11,1643	51,1469	158,1369	27,1491	36,763	164,608	1,244
61	179,1520	171,1732	165,125	75,1213	161,415	144,289	11,192	38,1694
62	38,37	105,225	190,1497	200,529	52,515	13,1030	150,244	183,1645
63	14,1526	158,1090	103,1050	104,467	104,443	38,1226	131,793	74,1810
64	109,96	197,509	93,491	113,635	158,647	23,712	166,1251	4,1273
65	54,1765	56,810	190,624	129,1483	189,1080	57,1278	63,414	112,444
66	37,1648	117,9	90,1295	182,1672	17,1775	86,238	100,1573	83,1717
67	168,569	170,1692	184,1247	148,755	78,1727	67,603	90,1873	81,1449
68	85,1618	198,788	52,360	33,1105	150,373	171,1337	195,453	69,1219
69	187,8	116,417	173,1135	105,666	153,1397	143,924	86,215	49,137
70	118,1090	132,1708	76,627	110,522	155,990	195,853	143,1336	124,1162
71	145,657	5,473	33,1401	87,1327	163,1030	104,911	26,1552	42,457
72	24,456	21,131	142,1226	153,971	120,1493	83,1462	82,395	5,30
73	32,1354	125,440	53,219	147,1080	183,1846	41,624	95,1517	109,724
74	27,1747	141,1554	147,1868	47,653	142,1670	71,1477	200,736	159,581
75	78,1084	187,1771	192,1862	197,220	189,1394	47,73	31,587	50,1444
76	95,1122	185,1747	199,1343	50,750	157,110	190,768	54,126	175,1315
77	183,1214	2,1461	165,1235	47,1518	121,1115	175,997	19,161	152,1382
78	103,546	180,1035	98,1636	131,1442	59,518	61,1442	137,1604	186,1774
79	181,420	2,200	124,1442	137,261	193,903	101,375	155,287	83,1608
80	200,442	59,353	159,928	26,576	147,675	146,1680	9,528	22,1272
81	98,404	118,1684	29,1764	192,847	18,272	100,1088	140,1628	106,1491
82	75,525	123,32	157,554	139,65	176,341	8,176	107,464	145,1617
83	140,1318	200,30	177,741	193,547	68,1345	77,194	184,1652	33,1467
84	30,863	146,1431	113,1069	169,1217	8,1139	92,1779	2,204	152,715
85	115,475	114,1497	66,110	151,1110	20,1402	31,127	197,670	167,1154
86	172,1500	104,592	68,437	102,1866	67,1823	115,898	46,1248	97,326
87	80,1300	64,77	130,349	174,402	142,119	15,487	169,1236	199,1149
88	59,455	99,47	145,1142	115,371	36,1173	117,1693	13,250	47,310
89	187,635	18,673	54,1184	29,91	64,1117	100,1384	134,1724	188,871
90	23,947	139,435	169,1626	200,1296	173,654	105,582	122,766	92,183
91	139,1043	95,28	127,1594	35,395	160,618	115,1613	145,558	55,434
92	87,780	89,180	93,228	19,1147	197,918	61,208	58,567	126,1794
93	87,1670	162,1407	46,1654	72,824	117,1222	84,1592	5,1369	191,143
94	147,157	149,1553	164,1763	30,635	88,1876	24,716	49,22	106,802
95	89,940	127,1860	192,900	17,528	11,235	67,1405	62,964	158,828
96	122,951	46,201	167,299	187,323	97,173	38,494	41,1160	186,229
97	16,1517	195,1085	23,1678	122,1173	52,597	103,458	106,1761	150,346
98	69,1805	117,530	109,1595	184,1358	3,991	146,823	164,164	76,571
99	187,968	116,787	73,387	183,1644	3,743	189,1524	144,1450	156,1777
100	122,1215	49,1462	12,1081	101,1579	163,1786	147,773	170,1506	6,1363
101	26,1382	82,1005	53,1136	46,1818	34,277	156,1794	35,841	4,654
102	162,1622	182,497	9,235	184,353	73,1186	58,45	183,1375	160,1115
103	40,704	97,332	14,640	146,1425	105,46	193,1042	165,1324	41,418
104	83,318	145,1076	44,829	184,62	53,912	92,306	182,1815	126,258
105	121,863	11,1230	108,123	171,1323	149,1193	12,378	90,909	153,548
106	176,927	158,309	162,369	27,781	52,1124	68,314	152,573	77,1323
107	86,1854	199,227	91,360	66,1765	117,410	106,502	18,1686	5,556
108	200,677	200,573	118,917	14,1434	188,1789	20,1829	57,867	80,1500
