1	82,65418	40,75997	158,80867	167,4584	110,66273	200,75583	64,77330	46,20533	76,69372	46,13673	147,72244	112,19375	137,15213	166,67800	85,37972	51,14827	111,76531	73,74704	23,75199	141,31634	177,80373	146,1733	143,26972	170,45240	94,73588	1,38675	132,66517	87,2735	62,65046	194,62236	186,48434	51,29568	178,77615	126,62413	39,13735	107,43467	173,14458	148,59600	72,67834	132,64110	135,54572	178,43469	118,13151	187,28079	63,62586	197,77166	188,44269	75,15634	189,13161	91,72992	167,74813	69,57747	82,4488	1,66509	6,75822	116,58543	47,5731
2	57,15821	90,34844	52,44287	92,25806	162,69079	51,31786	197,52747	121,16669	45,55182	175,23083	132,59725	74,48382	42,58196	173,56963	4,36407	187,851	176,11670	26,6890	36,2542	117,48508	92,76168	161,26683	119,15653	55,48046	113,24152	6,39095	96,44121	123,65953	148,26114	148,33483	19,6479	155,6868	30,80390	78,39006	78,43016	181,6301	70,56568	134,45669	74,61495	180,15692	150,37547	191,8039	27,45289	62,74300	2,60796	12,31486	57,22460	153,52734	122,26989	117,80764	93,44018	147,79734	173,32711	195,68063	105,51795	164,13833	113,54454
3	196,14557	137,13564	53,12384	43,63843	6,78419	90,33632	147,49876	158,79561	179,30377	167,459	145,49441	121,79717	174,71157	109,10350	52,73765	81,22307	36,61310	65,1317	75,73322	193,79635	52,21093	23,49458	146,32952	150,58888	149,1962	18,18058	52,32111	191,6645	58,46082	46,59925	102,37409	153,51846	56,11818	100,14098	4,46810	185,73553	144,67500	137,71653	162,23959	87,8625	110,40010	117,53681	65,3679	115,62120	7,65258	199,472	35,25121	153,52467	74,74896	133,74945	153,21070	85,24804	62,64057	129,54735	117,67617	94,8844	153,48576
4	103,58359	78,18865	44,55032	187,18179	47,22261	167,78036	26,58870	90,25090	190,11122	159,36746	191,26008	4,23769	51,26975	113,11609	160,78488	132,62620	190,38324	159,24959	60,23243	152,48081	115,19598	99,62644	110,28423	28,38944	141,40542	165,65241	14,24388	168,1862	73,76549	112,33949	200,39594	88,3779	199,76208	126,62091	22,49800	198,51216	106,33557	97,29371	48,39862	151,66938	101,75848	156,10101	40,72268	36,17933	178,69391	176,26419	58,60494	143,32412	11,12247	56,21840	49,64384	31,15560	46,4075	163,36656	89,41651	83,47968	164,39443
5	176,42945	176,64772	185,25972	13,35611	71,8012	96,40902	120,17328	121,53301	68,29790	145,46798	199,50149	193,69633	20,30656	102,51635	174,12625	54,2687	137,13819	57,45922	176,77906	95,3338	27,30390	89,4644	167,57521	45,13006	156,533	17,4095	83,10270	71,7171	44,32685	10,63169	63,74792	34,26982	173,47849	158,47476	115,24581	42,22878	81,65408	115,54014	115,30765	62,16710	4,14400	97,51390	155,1186	47,73809	185,60157	181,61104	126,37954	114,28980	27,2937	158,55355	78,52447	141,52306	106,23512	200,67975	19,28316	87,73478	83,64241
6	177,53203	167,70409	142,60638	71,47832	175,52502	139,9264	162,30460	4,36926	115,59642	16,68320	180,42335	88,63421	96,60629	98,18589	132,60281	105,7493	66,65560	43,49274	170,24950	129,77486	96,68973	6,38066	168,68080	60,37955	7,24576	114,29809	51,68337	131,64355	87,39166	9,16402	158,63997	70,52231	106,15934	152,67701	66,74751	17,39345	108,39719	27,7157	61,50217	2,36083	45,58959	177,4290	186,29297	139,11596	184,64295	124,59718	41,45906	41,8503	200,11096	54,37945	98,78483	11,46072	59,76325	37,53826	100,49986	46,25872	162,7057
7	176,37821	192,47918	56,9372	29,79477	91,36475	14,31825	132,69379	35,55864	62,47360	167,76030	197,48996	190,52646	68,30733	20,65517	23,6822	173,75111	28,50334	157,7496	45,22985	9,21737	33,59578	179,74961	108,51423	129,8010	98,55077	128,72835	143,18354	150,19633	32,34154	191,60455	139,46926	1,56586	84,23462	87,74109	99,75312	47,37438	79,7222	54,53176	197,76906	64,80404	30,77964	22,30253	34,72797	11,60228	82,61482	189,2181	148,22140	51,75426	19,31115	181,20425	27,47418	55,28353	110,65294	184,22077	159,36033	7,52264	190,70527
8	167,62232	72,77967	111,67237	58,19323	117,36454	45,37293	151,62761	164,43926	149,52016	167,75169	112,21272	186,24933	115,58037	132,55132	138,25915	34,44417	57,55525	169,14187	16,74190	157,33391	196,35618	33,39468	122,25855	119,66616	76,56213	184,16057	79,10697	133,28295	78,17199	24,35706	141,28863	109,33958	162,23662	108,35436	16,2435	87,70232	153,53781	33,23212	50,49970	57,58450	23,38914	26,29580	38,3717	187,34573	11,15567	65,15880	161,52098	119,47721	81,31458	59,70838	54,65326	141,23030	45,39697	157,55176	14,15478	173,43110	141,72759
9	175,63782	94,48552	158,15699	31,1271	194,62672	94,76348	120,22120	175,30852	93,24201	38,18911	133,35290	38,74424	68,79507	51,4858	60,55225	72,17935	49,37663	15,54058	47,60233	139,2553	17,20224	129,55437	40,71336	55,47634	81,46690	45,26762	93,76388	162,1234	187,6862	176,30616	189,7182	129,10628	46,25520	17,75808	45,21996	180,65511	196,51991	139,74218	15,31886	119,68747	36,64714	8,57189	62,51182	184,72715	142,22096	179,38966	91,1223	4,45268	103,7686	198,38768	1,27267	117,67916	49,13132	143,62534	134,26907	70,55488	189,74710
10	126,14137	28,52647	169,56879	21,260	18,52394	175,66512	194,66742	110,60298	116,30625	109,74402	130,11256	145,31144	38,37956	108,26919	163,76205	111,70144	174,37298	187,68210	8,51056	186,50163	136,15230	152,58744	199,31888	29,19184	1,40290	35,57035	96,37014	126,15298	166,62794	85,7765	65,36032	102,6378	99,44073	156,62451	65,71696	192,48613	76,12919	23,67027	160,47990	35,61579	137,69725	83,42881	153,24125	127,25871	184,2361	138,55997	98,20182	107,21933	193,64524	56,62778	34,15295	19,19879	24,66946	49,60571	101,62169	80,17223	128,13297
