1	49,1019	144,504	77,1696	86,557	125,1694
2	124,58	200,1490	162,1505	88,1678	74,987
3	89,1646	10,1121	137,1831	86,907	128,850
4	125,1101	59,821	28,1151	28,1612	198,1576
5	108,1280	94,552	27,638	163,904	29,395
6	95,1372	80,169	3,1802	147,272	85,626
7	39,655	91,937	169,1701	103,1469	71,51
8	105,373	148,990	83,1787	113,934	156,1527
9	189,794	190,18	101,1512	103,474	121,1261
10	5,231	51,1064	49,1575	54,288	178,574
11	109,517	146,1541	156,642	66,381	8,393
12	61,354	13,86	140,277	173,719	67,903
13	98,695	57,177	63,541	152,28	157,900
14	7,1434	196,566	37,208	119,75	122,1165
15	46,1253	28,1223	68,1515	170,519	69,1478
16	34,1516	36,1266	171,1583	11,232	92,1099
17	189,656	170,1575	79,50	157,810	168,1768
18	71,624	13,620	34,1314	44,805	60,1550
19	98,1872	38,746	19,993	114,720	170,569
20	7,52	27,1396	113,985	41,1526	138,899
21	129,92	90,705	195,1836	11,110	200,483
22	142,244	83,713	156,1023	147,387	7,530
23	114,1256	10,742	172,727	139,1713	7,1032
24	193,138	174,842	147,1181	16,983	155,1758
25	95,464	57,603	53,1702	73,1694	59,89
26	191,1093	181,1044	65,575	149,632	15,1235
27	137,1094	141,1651	65,437	26,634	145,1667
28	164,8	108,511	139,663	142,206	106,1740
29	176,1644	138,998	17,1810	135,573	2,1238
30	94,566	125,860	180,1845	52,227	104,552
31	143,1729	41,215	91,1864	72,5	198,586
32	5,589	64,1442	59,965	87,1436	75,338
33	62,572	127,1601	27,364	170,1334	12,1708
34	12,1140	187,953	46,248	35,1870	155,1224
35	104,1456	62,1449	76,750	103,106	67,371
36	153,1092	7,1513	45,225	176,721	53,1333
37	185,709	65,1792	56,1769	7,1584	53,680
38	130,1158	153,214	54,1468	129,1355	194,944
39	1,921	44,1197	3,1039	185,138	92,1034
40	62,1430	55,1186	138,1022	79,942	31,1062
41	170,1629	92,867	189,1464	164,1402	17,77
42	96,1249	17,1853	121,1493	94,263	17,724
43	86,872	56,1651	135,1666	166,923	112,175
44	28,1716	184,316	198,364	182,1182	76,385
45	2,1481	38,1499	142,405	156,85	148,551
46	135,308	199,1027	198,459	200,1252	116,1502
47	126,375	145,619	56,1690	69,1329	76,1380
48	81,968	165,855	187,177	17,396	190,239
49	155,3	51,1220	59,1622	139,1236	35,117
50	185,306	104,1239	60,518	107,1425	172,368
51	1,1171	198,1720	125,646	64,689	198,1201
52	147,894	91,1207	39,920	101,165	144,950
53	150,1447	67,1051	10,440	172,166	53,1096
54	39,385	57,1268	173,1578	12,954	195,13
55	120,19	3,23	186,55	43,945	10,33
56	8,1642	143,835	41,1042	162,325	119,817
57	144,623	149,806	80,1637	77,1334	39,307
58	1,1627	178,1226	93,1243	161,1469	176,1615
59	68,421	30,1412	25,1355	165,159	46,1353
60	62,404	58,901	13,920	71,1355	146,26
61	197,256	137,72	102,1	122,586	170,1059
62	156,744	83,562	26,669	196,515	33,494
63	73,1134	127,181	186,459	140,1033	15,1724
64	75,1227	144,1712	42,155	23,546	187,955
65	190,1405	187,1603	24,39	124,1110	21,1576
66	146,722	185,1781	163,1064	79,1181	117,957
67	83,264	103,66	15,68	157,1836	183,688
68	1,1750	78,1001	36,1520	26,385	155,1729
69	125,102	3,281	83,416	130,1315	162,618
70	176,946	97,136	15,323	18,921	52,1707
71	172,407	74,1790	191,1580	49,1354	91,1517
72	145,1070	17,274	121,114	52,1410	194,1727
73	5,1475	198,1513	51,551	190,1234	122,1283
74	10,1065	111,436	113,257	26,941	44,974
75	166,1746	71,1513	67,1570	29,1085	73,1519
76	12,1695	193,565	158,1723	15,1561	167,1211
77	162,604	178,1629	160,798	75,837	47,1533
78	15,1464	100,99	126,1416	71,20	122,25
79	72,864	46,372	58,788	22,1785	177,1663
80	58,1721	149,940	177,1756	122,1564	157,391
81	89,126	3,507	24,927	15,1	174,1232
82	118,1026	14,893	107,946	146,1542	7,1028
83	143,1744	182,1325	52,1351	72,1162	167,857
84	144,1363	142,1501	164,899	166,475	67,565
85	20,1868	145,1595	73,1028	164,534	74,258
86	123,551	163,662	62,1381	57,780	77,1669
87	26,1382	179,1033	104,690	28,1341	49,1529
88	89,49	105,1833	28,1714	150,200	60,1105
89	195,844	8,115	160,1359	159,1612	182,246
90	172,84	114,391	125,131	108,56	27,591
91	151,279	89,130	46,399	113,86	126,684
92	87,1553	22,1083	68,696	158,1313	96,846
93	95,1167	161,9	124,77	62,1533	40,1604
94	71,1704	187,864	72,1758	167,465	82,648
95	150,905	119,649	143,320	20,114	118,216
96	52,1496	153,538	52,204	119,528	151,1789
97	129,1521	45,1200	100,941	121,52	176,509
98	190,178	52,997	88,174	41,3	47,376
99	36,2	182,306	115,803	121,1183	158,1011
100	154,1540	132,1735	114,290	127,168	16,813
101	121,1777	9,194	183,1022	46,1099	126,1078
102	170,823	56,1158	124,791	157,434	127,50
103	16,690	74,556	191,1514	99,1525	29,1454
104	8,18	188,27	77,1492	14,1736	70,196
105	67,1050	102,532	14,512	74,148	14,530
106	6,1094	200,362	152,724	48,1876	114,1034
107	26,1459	133,475	148,1785	141,1270	189,461
108	101,1344	140,1526	154,1666	70,851	47,1411
109	1,1181	54,345	14,1009	134,1154	130,372
110	38,109	171,1171	54,866	85,399	99,416
111	114,987	133,1110	105,1196	50,1848	96,1020
112	10,1591	44,1364	194,1254	191,1747	35,902
113	150,1402	88,135	200,585	74,1507	57,430
114	170,1100	149,1170	3,30	179,1845	114,201
115	58,571	190,391	188,1613	44,1570	153,38
116	93,765	57,1017	77,402	190,1776	2,640
117	36,1125	116,21	102,1705	136,1455	49,1556
118	35,1671	11,1845	54,1541	122,444	67,17
119	14,692	82,522	92,618	5,323	43,395
120	39,256	81,1254	5,640	183,1180	7,572
121	160,1524	3,1858	127,1253	133,320	165,1777
122	2,407	99,1254	36,1566	49,1078	19,42
123	56,144	31,1733	166,734	168,678	164,93
124	50,729	69,468	120,1528	189,1567	12,1796
125	161,516	70,1350	193,597	15,603	31,1106
126	111,1497	137,1686	92,1115	54,509	31,1510
127	148,1802	24,158	172,550	15,1805	33,1764
128	12,1568	37,1302	84,169	78,669	56,815
129	26,1548	148,1463	25,1807	131,922	190,928
130	77,872	101,559	153,1304	102,17	195,1387
131	18,101	154,591	55,794	89,1483	118,610
132	179,173	115,1804	110,789	55,1154	148,1412
133	103,139	14,698	32,578	9,1606	166,375
134	75,1717	20,375	125,1302	50,1546	81,458
135	78,1534	58,1135	122,1059	190,435	197,680
136	192,864	124,176	127,670	60,1206	139,1856
137	47,914	9,295	74,1188	29,899	145,1355
138	65,699	81,628	15,139	24,780	170,757
139	75,381	199,1160	114,909	57,770	22,342
140	27,1592	128,488	27,1623	78,74	156,1393
141	144,1218	88,749	107,1688	2,72	63,807
142	5,657	34,427	109,1497	13,201	155,1762
143	97,531	161,747	155,1329	90,1008	16,1358
144	13,1228	35,1353	27,988	109,1212	183,454
145	89,579	118,1074	70,1773	34,1114	17,1296
146	181,1145	182,671	157,1717	147,1235	78,240
147	163,1149	152,1521	191,1170	27,701	134,1004
148	173,1447	164,1169	132,39	157,1167	61,998
149	109,721	49,1806	189,540	137,1747	15,1550
150	129,1767	84,459	122,625	147,105	91,1819
151	85,1859	169,530	168,1541	77,1438	198,734
152	33,1267	44,721	44,1388	30,99	30,1075
153	143,1756	77,930	117,851	1,1561	169,154
154	25,1032	47,582	143,72	193,1178	154,821
155	194,930	91,408	48,795	92,35	129,16
156	13,1059	189,1031	125,702	67,528	115,1576
157	6,401	200,498	23,1453	165,130	135,900
158	53,236	122,773	172,142	42,585	31,640
159	16,389	145,1686	44,1420	153,337	155,641
160	167,590	46,158	40,840	119,1740	144,581
161	156,900	190,136	59,1400	149,1437	180,1309
162	114,368	146,1648	147,958	157,1296	76,68
