1	66,6	168,19	162,13
2	131,35	99,34	143,11
3	176,41	13,44	118,8
4	80,25	45,38	9,39
5	38,1	125,19	39,22
6	65,20	174,32	67,17
7	35,25	167,2	179,13
8	23,20	117,10	36,44
9	197,34	13,4	184,10
10	22,16	122,38	199,23
11	128,42	119,15	58,44
12	196,11	28,22	74,8
13	39,26	92,22	69,6
14	38,22	100,22	5,9
15	10,36	53,7	31,43
16	37,40	4,35	120,22
17	153,36	77,15	1,14
18	101,15	200,36	93,10
19	166,18	43,31	34,2
20	188,15	195,18	33,19
21	26,42	66,14	144,16
22	156,38	76,32	66,7
23	74,36	22,44	122,42
24	141,14	32,37	116,44
25	37,40	143,36	172,25
26	40,1	84,22	100,22
27	124,17	9,14	83,4
28	43,34	120,4	6,32
29	105,36	12,1	23,23
30	2,22	67,33	171,15
31	6,29	100,20	87,24
32	107,17	68,26	166,22
33	153,1	116,38	160,23
34	164,29	177,15	123,29
35	8,7	34,22	199,10
36	2,38	150,18	105,5
37	54,6	156,28	1,39
38	66,19	74,11	196,35
39	169,16	126,41	11,7
40	120,31	66,24	118,39
41	100,38	18,19	80,38
42	47,19	51,2	7,28
43	119,14	122,24	104,34
44	93,21	131,28	54,8
45	78,26	32,26	200,1
46	70,11	146,14	60,12
47	118,34	163,5	161,21
48	173,23	105,9	91,1
49	104,26	71,35	195,11
50	100,44	100,6	177,11
51	155,41	170,33	192,21
52	14,41	143,12	124,8
53	144,27	131,28	137,29
54	2,6	16,14	173,17
55	16,29	124,17	15,12
56	59,34	107,20	65,42
57	65,34	122,34	175,37
58	150,12	96,43	124,19
59	183,22	69,4	119,40
60	62,23	69,29	150,16
61	59,30	109,26	104,44
62	100,5	132,13	25,16
63	68,25	186,2	141,33
64	150,18	43,41	151,20
65	195,1	100,24	41,37
66	179,22	174,34	112,27
67	3,29	65,34	85,14
68	97,16	178,10	179,1
69	168,17	178,32	11,15
70	196,11	88,26	120,33
71	53,18	29,11	103,19
72	68,5	67,35	171,22
73	138,16	113,32	106,32
74	53,19	54,22	91,3
75	145,33	7,23	196,33
76	55,19	116,20	74,22
77	15,5	71,30	193,25
78	105,5	80,43	189,40
79	146,13	114,21	5,31
80	131,3	187,24	156,24
81	32,17	18,18	30,40
82	73,15	14,13	20,23
83	196,29	197,4	199,5
84	190,1	49,35	179,14
85	183,6	17,14	34,41
86	118,21	193,27	145,37
87	148,27	30,44	92,5
88	158,24	72,29	26,35
89	136,13	6,30	7,29
90	111,40	127,33	73,5
91	157,41	82,10	82,36
92	15,29	101,10	106,11
93	6,9	83,24	194,35
94	158,5	179,35	50,7
95	44,15	187,12	94,15
96	15,17	106,12	192,22
97	196,26	69,34	27,29
98	158,2	113,3	37,9
99	115,44	114,5	133,1
100	170,2	5,22	188,4
101	83,12	60,12	151,14
102	32,16	109,9	38,41
103	45,7	192,38	36,12
104	58,13	132,23	71,40
105	187,5	129,37	140,2
106	165,40	148,25	63,4
107	89,1	11,6	43,37
108	135,20	193,17	165,5
109	174,6	99,13	11,13
110	195,14	119,13	9,30
111	103,21	162,29	119,30
112	199,8	84,26	193,43
113	75,13	200,38	165,14
114	134,37	34,30	139,21
115	84,9	160,28	72,26
116	97,21	58,34	55,15
117	44,17	197,13	45,35
118	50,6	174,12	66,17
119	27,4	58,4	126,16
120	10,7	82,33	154,3
121	66,8	177,18	139,8
122	82,10	136,25	53,26
123	189,30	144,39	57,17
124	131,5	188,41	185,39
125	78,16	141,14	98,10
126	200,12	45,26	138,21
127	35,8	81,9	44,6
128	142,40	175,20	36,33
129	81,20	116,30	39,43
130	86,43	96,31	181,44
131	32,10	180,16	127,29
132	42,43	17,27	6,8
133	169,24	121,23	104,34
134	57,17	69,11	179,5
135	38,33	27,11	154,23
136	198,3	31,42	85,19
137	10,39	67,24	15,11
138	154,7	78,6	44,14
139	9,31	21,30	177,7
140	194,40	32,31	155,26
141	3,36	21,29	182,33
142	123,37	134,19	5,27
143	50,4	43,1	181,35
144	115,27	165,37	81,7
145	161,36	165,39	171,22
146	172,5	112,11	90,24
147	30,27	50,12	102,1
148	107,25	63,31	171,42
149	6,24	18,17	142,34
150	102,25	189,3	115,24
151	1,38	21,15	75,31
152	190,32	89,15	32,42
153	30,38	83,17	3,2
154	119,16	55,6	78,40
155	107,23	115,31	80,40
156	100,34	43,27	115,24
157	97,22	107,37	8,7
158	96,43	52,5	39,25
159	58,20	6,8	9,20
160	115,43	29,41	47,38
161	157,16	145,38	91,6
162	85,23	124,24	78,4
163	50,29	150,34	80,18
164	139,1	80,28	128,31
165	194,15	60,41	163,15
166	141,10	71,34	10,19
167	91,7	136,11	118,35
168	128,33	103,13	192,9
169	47,34	196,4	65,36
170	194,13	145,29	168,24
171	120,33	147,10	192,16
172	22,31	161,27	176,40
173	41,11	69,33	125,12
174	69,10	102,42	36,7
175	6,43	35,39	38,42
176	19,6	170,20	41,9
177	174,20	181,29	38,32
178	11,33	130,14	15,11
179	60,12	98,40	50,41
180	88,14	84,12	15,37
181	110,5	159,21	192,11
182	133,28	34,28	119,30
183	175,9	91,6	180,24
184	184,2	29,29	191,29
185	110,21	25,4	200,44
186	14,10	174,32	22,42
187	162,10	130,8	61,26
188	75,36	84,2	111,30
189	180,2	66,42	188,1
190	117,19	128,39	27,5
191	139,11	11,34	180,28
192	158,12	185,35	20,10
193	126,1	4,44	27,33
194	199,35	13,7	58,21
195	87,25	155,20	75,42
196	33,14	142,1	200,1
197	67,15	28,42	30,29
198	93,12	40,29	69,32
199	132,21	58,23	61,20
200	150,8	10,28	123,26
