1	34,10	149,29
2	166,44	81,29
3	121,35	177,34
4	33,3	55,44
5	1,3	15,39
6	76,36	14,23
7	3,7	50,29
8	115,1	99,26
9	181,44	15,31
10	135,1	90,15
11	66,41	187,17
12	131,35	41,15
13	65,44	107,24
14	40,1	13,44
15	81,34	108,9
16	51,2	169,19
17	71,44	75,14
18	122,9	180,40
19	1,10	57,18
20	94,1	191,3
21	109,1	89,7
22	31,42	35,34
23	49,7	146,7
24	141,22	123,39
25	72,37	87,24
26	61,24	140,25
27	115,15	166,30
28	198,3	152,31
29	21,23	90,14
30	149,24	52,32
31	73,22	18,39
32	15,2	200,8
33	94,41	161,6
34	93,42	174,29
35	135,11	167,18
36	113,27	171,2
37	30,28	169,44
38	80,9	57,21
39	128,25	98,8
40	109,19	64,38
41	78,35	51,34
42	13,28	24,36
43	196,36	141,24
44	49,32	165,24
45	62,7	104,19
46	113,41	101,39
47	47,34	66,3
48	127,29	102,2
49	107,28	50,10
50	105,13	146,17
51	126,34	153,6
52	82,23	156,11
53	131,41	105,34
54	181,27	62,43
55	73,19	161,10
56	64,10	106,37
57	3,37	6,43
58	188,31	109,18
59	78,37	190,31
60	11,37	93,9
61	69,27	77,20
62	40,30	81,42
63	185,33	197,40
64	31,33	73,33
65	184,1	34,44
66	58,38	104,43
67	176,23	4,31
68	158,27	76,23
69	191,9	88,16
70	118,4	187,39
71	31,18	120,2
72	167,23	24,36
73	167,20	49,27
74	13,11	32,6
75	12,44	22,3
76	66,3	70,2
77	63,11	33,23
78	178,25	29,35
79	132,13	19,25
80	62,19	56,4
81	23,43	85,22
82	109,2	182,5
83	50,9	64,11
84	37,44	36,13
85	102,30	140,44
86	109,17	154,29
87	33,10	58,26
88	104,8	47,32
89	40,3	69,33
90	47,17	124,1
91	176,37	89,2
92	124,22	153,42
93	151,25	5,36
94	163,40	8,33
95	4,2	21,36
96	156,37	31,30
97	38,36	11,44
98	127,17	7,22
99	171,25	114,33
100	101,43	195,9
101	191,27	28,16
102	15,26	67,35
103	26,18	91,18
104	108,27	172,27
105	182,16	66,5
106	54,9	159,22
107	85,16	130,13
108	8,30	49,11
109	185,18	138,43
110	83,27	179,6
111	146,43	75,41
112	101,43	48,23
113	140,31	70,28
114	9,29	177,44
115	31,10	175,33
116	155,15	113,23
117	93,16	185,44
118	84,15	26,31
119	190,24	88,42
120	183,15	196,20
121	190,36	28,36
122	199,24	72,44
123	199,18	35,39
124	6,43	126,35
125	27,20	135,17
126	124,16	164,13
127	25,42	118,1
128	149,19	88,16
129	176,31	52,9
130	126,3	150,38
131	96,2	141,10
132	171,35	75,29
133	42,12	148,4
134	51,4	39,40
135	116,28	28,34
136	42,16	190,22
137	180,33	8,33
138	97,44	26,18
139	35,31	41,9
140	194,9	52,17
141	143,39	84,26
142	14,10	134,5
143	44,38	11,34
144	98,42	53,42
145	17,13	147,26
146	153,29	180,40
147	136,7	97,19
148	60,39	89,30
149	57,25	192,9
150	60,12	144,30
151	192,23	39,6
152	80,31	86,16
153	154,42	58,22
154	78,25	56,4
155	164,20	96,4
156	188,20	35,2
157	170,8	116,10
158	114,9	109,42
159	179,17	62,29
160	19,10	116,34
161	93,14	143,36
162	159,20	113,26
163	41,35	130,32
164	164,13	96,22
165	199,14	167,29
166	73,43	25,32
167	90,29	58,12
168	180,37	5,26
169	170,40	98,13
170	183,42	13,12
171	124,1	38,30
172	84,23	106,42
173	67,31	14,14
174	118,4	86,44
175	39,36	66,10
176	136,29	151,31
177	5,31	24,15
178	25,34	71,42
179	104,44	76,12
180	77,21	131,24
181	54,24	82,32
182	24,23	145,9
183	164,1	62,28
184	5,5	52,29
185	48,42	176,32
186	35,11	165,2
187	150,33	67,39
188	128,15	72,30
189	122,3	7,4
190	139,4	143,31
191	139,31	97,43
192	28,24	35,23
193	179,17	132,16
194	70,32	10,17
195	85,31	132,10
196	60,10	55,41
197	49,28	84,40
198	22,30	36,23
199	162,25	191,11
200	172,35	47,22
