1	193,234	188,90	176,73	98,17
2	102,80	148,199	39,33	127,221
3	66,149	117,37	124,243	2,125
4	55,72	107,153	113,60	16,30
5	90,270	167,256	159,158	30,239
6	152,79	181,113	116,210	153,28
7	40,61	91,228	110,51	71,213
8	43,212	123,33	105,180	103,180
9	12,53	173,209	184,255	58,275
10	172,107	99,231	80,49	38,180
11	135,187	174,48	41,266	159,272
12	145,154	138,69	160,232	194,264
13	1,10	166,270	58,255	66,167
14	159,206	111,75	175,72	158,207
15	132,80	2,65	91,188	152,176
16	88,173	97,31	10,17	92,26
17	75,49	80,205	82,286	174,198
18	38,136	197,182	88,285	47,245
19	8,144	70,42	143,31	139,244
20	2,64	24,184	5,162	40,89
21	194,117	85,206	10,280	98,39
22	10,84	127,111	177,147	190,210
23	41,151	2,55	11,283	103,205
24	18,250	184,32	72,177	133,142
25	156,245	90,60	156,256	79,124
26	57,268	81,112	144,254	91,99
27	79,271	162,251	129,189	14,3
28	115,87	62,55	111,165	146,65
29	16,77	55,53	9,61	46,152
30	166,173	38,215	20,172	83,31
31	66,19	193,66	169,246	78,62
32	71,190	85,181	46,119	172,138
33	140,107	111,101	55,105	6,16
34	93,81	159,126	118,17	106,62
35	197,44	131,68	146,266	60,205
36	68,133	63,195	166,245	134,31
37	34,61	63,172	173,209	116,78
38	32,243	112,228	162,42	199,232
39	8,233	78,53	136,135	193,169
40	91,25	166,24	144,18	1,178
41	54,232	150,33	175,45	51,63
42	94,273	74,267	49,112	14,202
43	87,4	34,107	88,148	25,54
44	25,192	118,104	72,151	66,46
45	83,19	109,269	149,183	5,73
46	130,93	166,138	56,89	70,201
47	104,136	161,36	7,171	102,78
48	142,14	159,151	133,30	10,73
49	92,237	132,172	179,74	184,116
50	148,278	64,278	148,281	147,8
51	174,158	130,243	83,65	53,126
52	139,191	48,278	104,151	108,210
53	33,52	91,201	68,75	76,37
54	170,89	109,51	187,51	101,157
55	7,167	176,235	127,160	2,91
56	83,259	138,228	86,191	127,232
57	6,268	106,226	20,285	49,195
58	145,164	144,232	167,131	72,108
59	92,147	198,36	1,194	185,27
60	176,125	27,272	59,271	20,69
61	73,276	7,157	90,114	51,15
62	22,58	110,166	121,63	183,168
63	182,142	35,144	141,241	88,27
64	191,148	140,218	10,170	113,172
65	39,17	161,156	185,252	171,203
66	167,117	148,164	123,141	173,195
67	135,229	130,80	119,66	196,171
68	146,26	71,176	57,90	33,160
69	199,195	40,128	89,83	114,40
70	22,229	7,207	188,32	48,112
71	163,267	81,32	53,227	138,103
72	122,152	112,45	25,182	121,146
73	72,176	101,34	192,36	95,64
74	199,28	147,256	143,219	107,171
75	85,182	68,75	133,103	33,28
76	112,136	93,95	119,128	113,125
77	147,177	56,64	163,167	28,158
78	138,68	92,224	189,140	141,135
79	59,252	153,152	131,284	133,278
80	130,79	183,201	68,232	189,146
81	59,104	130,70	153,96	38,4
82	66,140	12,72	42,246	189,124
83	119,31	199,175	6,80	117,92
84	183,191	79,2	39,207	145,25
85	1,168	118,191	49,266	145,93
86	182,78	54,215	177,143	146,103
87	48,280	122,28	155,194	83,89
88	55,122	142,61	157,245	32,127
89	95,10	75,177	58,165	83,52
90	115,50	24,274	131,205	56,263
91	157,126	95,284	70,179	65,40
92	9,213	199,188	158,61	150,41
93	183,101	158,49	75,28	189,236
94	168,44	98,68	24,145	92,218
95	55,84	36,276	52,198	118,218
96	4,27	23,156	110,99	103,144
97	8,155	43,157	61,8	35,33
98	43,188	94,163	84,166	71,60
99	108,196	15,222	100,37	156,224
100	22,102	76,169	142,248	34,266
101	185,214	129,206	186,106	170,58
102	33,42	146,153	149,243	156,213
103	14,66	116,160	74,231	7,228
104	25,241	154,111	54,281	76,93
105	22,67	132,48	159,143	197,244
106	117,75	5,130	33,252	185,179
107	159,233	32,104	168,88	20,223
108	71,125	26,254	79,160	75,3
109	134,204	71,243	72,106	13,23
110	42,222	59,161	65,178	83,39
111	125,94	95,18	101,285	139,85
112	175,26	73,136	72,218	55,71
113	100,268	93,201	75,223	118,13
114	184,131	198,113	43,1	140,16
115	124,85	122,274	31,125	143,210
116	196,141	53,205	43,230	88,135
117	35,213	56,251	30,206	174,197
118	142,234	176,226	138,87	84,72
119	172,122	152,65	67,191	123,35
120	107,182	99,131	4,119	174,151
121	121,13	36,286	66,131	77,13
122	137,92	135,161	106,143	44,33
123	50,265	109,3	45,83	155,282
124	130,282	14,210	14,114	136,45
125	65,72	190,46	179,51	154,275
126	107,249	29,4	175,273	169,87
127	187,241	16,284	82,184	100,159
128	109,89	3,128	141,39	128,286
129	132,194	190,5	44,156	143,192
130	178,112	199,207	101,251	38,189
131	129,265	14,204	156,223	22,250
132	179,178	93,252	55,57	46,93
133	51,149	175,86	186,24	148,68
134	161,158	156,241	169,187	171,190
135	162,161	82,189	197,141	58,124
136	38,231	21,41	167,115	119,84
137	10,19	158,129	98,62	197,11
138	19,118	39,162	57,265	121,116
139	175,124	113,258	128,249	190,235
140	46,33	117,63	105,148	110,129
141	142,131	180,173	103,263	94,85
142	196,222	29,53	143,264	43,27
143	126,68	131,243	133,75	114,264
144	11,111	58,222	74,14	108,206
145	74,95	79,279	148,124	196,53
146	147,40	32,158	29,254	27,249
147	124,193	134,274	74,62	2,164
148	108,282	135,194	75,190	13,116
149	68,281	126,178	196,74	129,233
150	149,192	185,7	84,153	105,38
151	157,227	128,12	34,25	135,212
152	10,284	102,208	155,179	96,19
153	106,165	96,151	172,201	68,191
154	183,15	45,128	106,226	6,187
155	133,86	196,31	73,229	180,208
156	89,217	192,280	121,274	153,23
157	91,40	91,257	131,284	21,162
158	9,5	116,257	199,30	108,210
159	19,63	81,182	12,268	147,32
160	34,200	6,104	160,95	178,57
161	80,61	37,154	128,252	120,63
162	95,236	47,129	38,5	185,148
163	1,67	109,201	62,226	104,182
164	88,148	144,140	36,126	172,215
165	87,270	124,123	66,191	104,86
166	89,100	132,280	174,6	148,71
167	14,103	23,47	47,215	94,40
168	153,92	152,185	34,111	115,39
169	101,184	42,224	139,280	67,33
170	125,51	85,148	104,91	6,158
171	101,243	185,11	140,234	75,117
172	9,81	131,185	16,143	168,261
173	181,143	125,220	166,82	90,125
174	118,256	88,173	171,218	73,218
175	8,136	172,261	165,19	70,106
176	94,64	87,130	89,249	26,100
177	105,43	123,96	16,125	152,144
178	2,5	101,162	126,249	24,161
179	192,242	131,137	154,46	171,206
180	163,104	30,149	163,98	85,264
181	168,160	23,189	193,260	85,3
182	133,204	120,215	68,6	80,17
183	78,212	138,267	1,244	23,122
184	103,209	151,5	71,17	90,20
185	148,271	116,5	176,177	200,112
186	57,102	160,68	30,234	156,132
187	20,174	179,204	170,158	154,52
188	153,219	92,204	191,209	16,180
189	36,138	3,255	116,104	68,179
190	83,161	78,72	121,230	137,172
191	23,121	16,97	7,241	31,41
192	10,84	95,8	130,81	20,272
193	29,60	125,189	93,162	23,170
194	105,248	114,45	187,51	5,274
195	86,65	151,250	193,42	17,132
196	99,229	47,127	144,262	49,167
197	90,24	140,124	138,128	55,130
198	117,232	93,224	184,222	162,195
199	40,197	157,250	188,109	128,176
200	88,7	49,208	152,228	121,4
