1	110,101	50,273	25,76	15,73	157,221	104,91	129,25	27,148
2	30,260	33,32	64,60	114,44	137,10	173,130	31,221	160,212
3	117,167	163,79	47,282	123,214	131,193	128,107	69,99	158,200
4	105,284	94,92	104,264	58,11	181,52	159,225	136,42	3,114
5	78,280	199,99	31,192	64,55	70,40	60,39	51,10	193,186
6	30,144	71,231	88,221	12,43	198,10	60,254	61,78	47,223
7	149,210	166,99	48,143	18,155	151,10	23,26	131,162	144,252
8	165,228	92,71	172,62	27,30	170,284	15,265	124,262	36,114
9	196,87	79,278	59,196	63,92	131,208	40,159	83,259	40,25
10	78,285	24,249	53,46	186,187	168,172	96,97	17,33	193,53
11	167,61	37,13	154,186	53,18	92,40	199,203	74,193	136,209
12	179,133	65,87	91,89	190,145	157,70	52,114	70,179	25,24
13	106,195	20,278	173,108	98,286	171,76	64,251	74,15	1,42
14	64,282	180,264	63,241	108,101	89,276	197,42	123,42	165,219
15	122,205	168,209	199,215	64,24	193,194	136,212	144,100	1,232
16	176,224	167,83	98,242	24,208	147,210	160,192	61,284	62,102
17	118,217	58,257	165,241	150,142	61,99	137,219	123,13	133,16
18	61,261	188,206	123,171	97,197	196,89	109,140	152,261	116,34
19	164,125	7,156	112,46	121,48	121,71	138,12	199,251	82,117
20	106,110	117,93	27,226	198,142	64,95	139,140	153,50	3,177
21	86,208	42,252	74,112	134,98	83,47	175,261	22,248	182,157
22	124,222	35,243	40,216	16,282	6,264	112,175	27,194	26,72
23	101,37	132,162	188,4	77,131	175,283	79,41	149,123	61,285
24	102,26	131,178	25,84	25,143	155,194	117,43	35,258	177,17
25	172,212	6,39	93,135	138,278	195,13	182,117	155,251	38,277
26	7,221	50,44	177,48	69,228	183,235	139,66	144,227	38,13
27	86,218	184,250	104,255	40,253	58,210	118,174	189,129	198,240
28	168,48	61,18	116,216	26,73	16,72	193,22	37,279	89,268
29	11,239	109,192	59,146	2,83	50,170	25,230	42,118	162,173
30	154,49	57,239	46,109	149,79	135,114	39,103	183,187	15,206
31	3,266	77,69	105,125	117,88	105,180	153,242	126,228	72,159
32	73,93	69,200	161,186	157,283	146,226	45,63	133,239	74,118
33	153,55	155,80	92,281	57,186	79,132	175,272	94,50	78,189
34	153,166	46,215	48,241	113,282	3,260	134,277	151,9	198,7
35	75,227	89,68	74,6	80,101	132,157	177,284	21,91	73,81
36	120,119	129,212	135,162	27,98	3,22	83,158	117,242	139,270
37	71,5	15,94	38,210	133,272	185,191	85,28	141,193	74,15
38	172,18	112,81	183,118	154,222	21,261	135,158	8,211	172,127
39	158,177	61,67	196,114	55,203	158,250	103,104	80,195	83,191
40	38,30	121,206	159,117	68,110	141,257	155,56	33,251	68,265
41	183,73	200,165	185,115	40,244	162,88	169,118	61,177	115,5
42	70,113	138,206	107,102	146,181	140,22	53,76	73,215	72,134
43	162,251	56,50	126,77	106,9	178,129	62,256	104,119	130,114
44	59,28	180,248	87,169	84,230	83,82	145,274	136,150	147,106
45	95,118	143,146	75,21	19,222	2,249	65,239	129,276	167,117
46	166,194	187,161	128,141	45,277	69,33	188,66	147,31	117,104
47	46,83	70,94	29,19	18,13	45,100	95,168	49,28	3,128
48	190,141	73,26	129,200	120,186	92,247	35,26	4,228	111,276
49	153,96	48,183	136,115	190,246	153,203	121,18	107,227	5,105
50	128,140	131,174	74,210	171,271	96,23	150,58	49,258	177,193
51	22,26	111,78	153,73	84,82	36,60	169,245	116,52	9,75
52	133,84	84,214	165,179	54,162	60,182	22,277	18,201	157,44
53	132,115	156,271	126,30	75,34	140,237	118,234	8,193	182,118
54	199,75	137,104	61,164	180,228	3,16	186,27	60,239	25,61
55	78,34	182,86	146,251	63,248	105,147	94,39	72,278	188,27
56	166,71	123,168	188,158	109,80	98,262	31,194	103,60	86,167
57	144,223	30,46	154,221	144,184	171,25	106,98	126,25	130,219
58	159,206	198,2	25,154	158,215	7,176	110,234	119,79	193,15
59	20,3	115,30	111,252	112,45	19,227	24,33	101,101	96,1
60	166,224	47,214	80,88	125,283	137,220	200,77	88,143	6,81
61	123,93	111,154	12,256	112,248	5,49	85,146	133,68	119,252
62	74,279	37,238	66,18	195,173	58,198	143,261	104,172	164,119
63	93,169	34,183	198,137	138,173	67,244	93,123	71,32	64,248
64	153,103	70,173	200,149	135,134	75,243	18,265	36,13	101,241
65	155,269	62,141	50,117	84,211	109,31	185,106	86,142	164,281
66	6,231	166,86	28,73	23,2	56,72	67,156	32,283	165,26
67	65,242	160,250	149,203	193,103	70,19	82,182	184,147	111,78
68	86,195	44,225	11,243	145,271	29,30	137,260	19,196	111,205
69	186,237	133,102	104,106	52,116	191,239	141,77	125,61	47,27
70	181,180	45,6	109,237	40,280	197,68	137,86	104,193	120,227
71	97,58	99,33	49,286	127,80	29,224	128,151	132,129	40,35
72	167,172	179,168	172,55	102,277	29,221	134,225	72,109	133,173
73	177,242	40,33	62,65	176,3	79,225	77,63	85,25	27,235
74	101,197	47,255	63,50	164,275	116,145	154,257	166,267	18,131
75	34,281	72,183	150,94	118,195	169,210	170,256	11,238	10,222
76	139,252	32,39	142,255	163,270	177,244	125,118	197,114	1,171
77	145,179	44,188	77,76	86,104	127,285	88,265	40,244	129,280
78	152,267	79,33	82,131	125,44	90,138	46,177	197,190	198,192
79	116,125	168,169	116,7	183,141	94,274	49,162	11,90	4,196
80	48,133	143,255	134,95	136,204	23,158	71,53	95,180	150,161
81	11,166	13,188	136,175	73,133	65,13	49,146	90,155	184,279
82	158,63	113,226	114,6	107,232	153,208	42,17	46,21	168,149
83	139,125	140,43	149,90	17,184	139,51	10,55	21,66	176,57
84	180,238	7,235	122,20	9,272	87,265	177,268	80,122	71,58
85	27,130	78,163	163,278	16,26	176,64	173,51	105,121	134,277
86	145,188	55,59	110,209	76,55	60,139	19,7	52,93	23,119
87	72,116	169,32	100,193	97,146	39,120	60,172	140,220	8,221
88	32,93	69,3	170,220	12,177	93,195	158,51	154,249	41,67
89	190,107	42,71	23,32	184,274	64,59	161,60	124,7	47,130
90	46,191	134,217	99,101	125,51	21,221	153,192	138,70	190,286
91	62,144	19,170	12,67	79,134	159,51	85,144	72,108	9,272
92	77,136	78,266	79,230	122,184	120,172	37,66	33,137	174,270
93	160,32	174,198	8,172	55,157	110,79	105,218	66,28	82,20
94	115,144	128,258	139,265	11,161	128,19	150,238	80,144	61,200
95	21,34	10,208	118,66	23,245	127,219	81,71	65,236	93,236
96	148,105	153,8	36,42	23,265	49,132	106,191	63,254	124,237
97	65,44	101,200	149,85	27,152	26,212	170,158	55,172	2,106
98	75,34	35,147	112,232	51,183	17,10	143,148	75,188	197,127
99	157,52	99,50	66,228	37,116	173,7	50,158	135,20	67,168
100	81,67	93,147	42,221	16,1	153,188	135,178	49,7	167,6
101	18,246	121,65	137,3	133,159	170,96	80,196	126,21	57,253
102	143,67	111,272	166,111	145,142	36,197	174,255	55,85	10,54
103	108,279	104,192	9,85	1,182	158,169	6,188	10,83	129,176
104	97,34	144,64	13,145	192,114	145,111	91,47	192,103	80,169
105	82,223	6,168	145,29	159,77	197,209	94,94	31,37	58,43
106	198,48	115,146	85,146	9,229	104,181	13,10	168,153	124,248
107	20,276	189,281	35,52	106,273	136,283	159,14	167,66	164,80
108	8,239	18,150	153,189	22,19	13,112	94,257	181,79	153,99
109	127,31	86,130	107,217	63,12	131,105	20,143	86,192	188,114
110	62,19	7,247	82,238	12,238	100,246	48,279	83,120	35,62
111	84,225	167,120	98,252	144,237	154,19	155,260	184,233	156,95
112	64,6	40,176	115,282	40,49	20,186	6,268	7,132	79,53
113	58,187	57,259	65,8	132,251	67,186	156,214	136,265	101,251
114	13,191	97,106	181,61	9,277	6,275	189,45	41,144	54,232
115	18,25	184,31	138,114	193,156	34,43	4,164	174,102	158,6
116	1,36	36,211	112,67	133,265	162,272	140,196	182,188	60,48
117	7,246	78,78	151,32	34,43	45,8	124,19	179,25	159,138
118	142,21	179,29	174,248	75,94	119,50	97,27	87,150	151,261
119	74,101	118,109	30,282	9,59	24,126	174,188	101,102	154,37
120	57,203	110,179	116,205	152,161	118,179	14,223	66,130	141,134
121	176,142	76,137	114,180	184,115	55,108	140,74	131,48	180,227
122	13,150	38,44	187,179	51,139	40,105	88,153	8,94	59,53
123	83,101	69,6	104,199	155,28	84,111	196,141	22,133	1,107
124	146,222	192,127	190,106	181,95	152,75	17,122	101,44	158,95
125	115,61	178,269	86,254	166,141	191,132	181,97	104,208	154,154
126	127,109	89,234	160,275	64,243	72,103	147,103	195,38	68,277
127	119,56	110,263	144,111	118,259	27,228	151,204	158,269	13,19
128	58,264	44,203	175,50	108,17	168,37	80,6	199,214	87,23
129	9,218	138,260	51,70	124,162	148,275	75,258	133,149	25,39
130	9,40	48,117	61,18	31,106	187,245	177,88	27,174	90,73
131	42,87	51,183	97,52	176,146	112,257	114,153	126,12	62,154
132	16,166	125,142	66,183	84,112	3,120	99,40	177,275	62,1
133	27,220	94,34	59,25	161,222	103,260	36,73	128,147	115,278
134	59,35	165,194	188,263	92,45	19,78	51,202	43,261	114,249
135	197,1	128,37	54,74	183,172	29,181	152,145	131,7	134,189
136	53,214	182,242	73,138	97,142	55,130	143,45	59,250	8,251
137	142,219	80,144	11,21	118,170	183,260	165,34	107,277	108,238
138	73,27	79,62	88,62	114,107	128,104	170,135	7,101	86,256
139	143,130	44,26	49,77	9,223	199,139	53,153	54,21	78,97
140	132,39	69,262	29,188	163,209	25,198	134,223	73,128	138,234
141	24,65	197,52	58,107	25,148	83,54	69,263	166,211	99,39
142	148,182	24,243	110,16	59,39	184,250	37,27	193,280	60,159
143	151,61	162,184	200,237	14,62	89,106	34,85	83,127	34,202
144	3,158	115,143	57,123	1,153	135,172	38,246	117,78	15,144
145	2,84	44,116	142,181	16,147	111,279	130,196	45,16	83,4
146	101,58	61,64	130,198	188,52	188,149	132,183	56,24	160,54
147	154,108	29,152	122,34	158,59	125,3	171,109	131,32	95,28
148	26,193	57,272	190,72	143,149	149,42	193,158	86,228	62,24
149	86,228	9,190	154,96	56,284	120,228	157,250	48,94	31,187
150	111,46	20,191	72,108	150,6	151,95	175,59	125,248	166,245
