2048 94208
1 256 -94
1 602 -33
1 84 15
1 845 87
1 1366 -15
1 1352 -78
1 78 -71
1 1381 25
1 2047 -73
1 1793 4
1 187 -58
1 1028 25
1 777 -4
1 1454 -5
1 1990 -20
1 556 0
1 1671 95
1 528 84
1 985 -70
1 1442 -48
1 1847 51
1 1325 -7
1 1012 74
1 456 73
1 917 33
1 1113 -17
1 475 82
1 1284 -69
1 1831 35
1 1571 36
1 841 54
1 1584 -10
1 1851 -26
1 1690 -84
1 1612 -86
1 332 28
1 266 39
1 462 -8
1 1488 85
1 315 -23
1 852 -93
1 1485 -92
1 2030 16
1 1513 14
1 1990 25
1 1843 -46
2 1137 47
2 1276 10
2 2038 -19
2 1329 69
2 1037 -65
2 1668 34
2 687 -100
2 728 83
2 1876 76
2 1251 65
2 1111 -1
2 1771 49
2 1449 38
2 1330 8
2 217 -49
2 477 -65
2 597 38
2 1067 89
2 1057 38
2 1441 61
2 1328 87
2 668 -78
2 912 -94
2 309 -99
2 415 -31
2 538 -47
2 1332 -27
2 1049 45
2 674 -67
2 1654 -71
2 1444 -10
2 1873 45
2 932 64
2 2021 -39
2 1041 56
2 825 11
2 340 -3
2 1735 -67
2 1894 13
2 1615 64
2 82 74
2 1398 -43
2 1259 79
2 1796 6
2 1600 -2
2 1120 24
3 294 -3
3 929 -56
3 416 -51
3 531 -15
3 135 41
3 434 -30
3 986 -59
3 51 18
3 405 28
3 150 -90
3 2030 27
3 711 81
3 1155 66
3 453 -11
3 1625 62
3 158 -37
3 365 92
3 1313 90
3 762 93
3 1663 -85
3 1482 44
3 1 40
3 243 12
3 1774 52
3 411 32
3 1427 1
3 776 65
3 1412 92
3 1931 21
3 1593 37
3 62 -99
3 1976 58
3 1614 -37
3 314 99
3 220 87
3 1146 -78
3 154 -50
3 1750 61
3 945 4
3 706 -8
3 52 76
3 791 55
3 1789 18
3 1373 79
3 16 -47
3 508 53
4 1694 36
4 1971 -71
4 138 49
4 236 12
4 1600 -100
4 633 22
4 1141 -14
4 1713 -83
4 1927 -23
4 1365 86
4 430 -31
4 714 -88
4 1645 20
4 93 -3
4 1871 73
4 995 -29
4 1641 -70
4 1582 62
4 550 1
4 588 -3
4 1753 -79
4 383 73
4 1237 -3
4 1913 52
4 72 -36
4 1397 -95
4 567 -99
4 753 -84
4 1544 96
4 1877 -28
4 2024 -22
4 59 21
4 1780 48
4 167 76
4 1143 -36
4 1489 -97
4 896 -81
4 1307 -96
4 825 -39
4 1197 18
