256 2032
1 19 4
1 125 18
1 88 0
1 255 -39
1 194 -82
1 49 -100
1 131 95
1 183 90
1 174 -55
1 114 -36
1 207 42
1 187 -92
1 210 22
1 245 -94
1 115 -27
1 163 25
2 32 15
2 130 -76
2 66 -62
2 113 -26
2 181 -97
2 150 -44
2 207 -30
2 218 -89
2 197 -5
2 47 -58
2 138 -27
2 53 17
2 102 48
2 121 -10
2 215 -34
2 142 -22
3 195 -92
3 177 6
3 27 -74
3 5 -45
3 183 26
3 24 54
3 186 70
3 85 9
3 169 -77
3 182 7
3 39 26
3 168 95
3 130 -99
3 129 52
3 252 -66
3 151 -87
4 186 -67
4 31 -27
4 43 -35
4 102 37
4 241 -33
4 195 46
4 182 -6
4 87 2
4 34 -95
4 124 -65
4 18 -67
4 180 -42
4 194 24
4 81 -38
4 168 61
5 182 82
5 160 -19
5 21 95
5 241 84
5 28 -56
5 79 96
5 244 58
5 124 -49
5 86 -3
5 28 -36
5 116 -82
5 232 19
5 108 -98
5 32 -35
5 182 30
5 29 -76
6 255 13
6 99 78
6 15 37
6 144 -1
6 26 83
6 197 -25
6 153 70
6 120 -3
6 60 -9
6 57 81
6 229 24
6 151 94
6 53 -65
6 16 -93
6 224 20
6 94 -53
7 75 16
7 33 -64
7 177 -77
7 232 -58
7 31 37
7 117 -34
7 77 -88
7 212 -93
7 137 94
7 184 -47
7 78 -3
7 84 -40
7 135 56
7 205 26
7 228 33
7 44 -42
8 27 -4
8 176 97
8 21 23
8 55 -77
8 83 13
8 229 22
8 56 -81
8 171 11
8 117 -20
8 86 9
8 61 -5
8 49 7
8 179 -93
8 174 -64
8 137 -25
9 186 36
9 75 32
9 46 -44
9 238 44
9 94 19
9 39 -39
9 200 71
9 121 54
9 103 -10
9 33 -95
9 162 9
9 187 23
9 174 -4
9 183 21
9 59 -97
9 248 -81
10 209 74
10 38 -23
10 213 41
10 228 -75
10 16 80
10 222 65
10 44 69
10 58 -90
10 209 -32
10 137 5
10 219 -30
10 208 51
10 102 -81
10 229 21
10 51 84
11 189 17
11 186 -75
11 196 31
11 150 6
11 48 82
11 123 65
11 90 -95
11 149 44
11 50 7
11 34 -91
11 52 88
11 129 -67
11 135 27
11 166 -61
11 114 -52
11 152 87
12 152 85
12 249 -51
12 233 -100
12 34 14
12 131 58
12 182 59
12 34 -10
12 219 27
12 223 -11
12 16 1
12 238 -25
12 109 35
12 238 -50
12 64 24
13 201 -84
13 24 -11
13 243 -31
13 133 45
13 203 -21
13 221 3
13 135 73
13 221 -54
13 74 -46
13 111 94
13 159 47
13 91 9
13 79 72
13 84 17
13 102 -8
13 141 -76
14 164 -4
14 191 94
14 27 0
14 173 0
14 111 20
14 97 -62
