64 260
1 56 -56
1 21 -49
1 54 74
1 32 -24
1 27 90
1 27 53
1 43 -21
1 28 80
2 41 -16
2 26 -43
2 50 8
2 52 86
2 40 24
2 9 74
2 47 55
2 33 -31
3 51 -71
3 13 -49
3 20 -70
3 42 45
3 17 -99
3 53 51
4 44 89
4 27 93
4 44 -38
4 33 68
4 11 29
4 9 92
4 40 93
4 10 58
5 45 89
5 21 -14
5 36 13
5 62 -94
5 61 7
5 23 86
5 63 -81
6 40 5
6 57 -30
6 22 -26
6 52 87
6 20 -82
6 31 7
6 44 29
6 61 53
7 52 7
7 28 56
7 47 6
7 16 -88
7 14 -50
7 47 -46
7 20 81
7 56 -25
8 54 -7
8 45 -16
8 35 20
8 45 38
8 33 -62
8 64 -82
8 45 60
9 23 -10
9 13 57
9 23 -89
9 16 -94
9 51 -48
9 51 69
9 13 42
9 29 28
10 31 57
10 11 -82
10 42 -89
10 25 4
10 14 42
10 36 38
10 56 -76
11 39 16
11 30 -9
11 63 -61
11 24 99
11 13 -99
12 63 6
12 57 76
12 60 91
12 30 -49
12 41 40
12 15 -18
12 54 -72
12 62 -68
13 27 44
13 58 -85
13 26 -7
13 55 -40
13 17 25
13 62 18
14 59 80
14 34 5
14 53 -75
15 29 -6
15 24 41
15 59 88
15 53 -45
15 64 -32
15 64 33
15 19 76
15 32 76
16 36 44
16 17 59
16 44 1
16 58 96
16 34 36
16 17 92
16 53 41
17 20 41
17 42 52
17 32 -42
17 20 -35
17 61 -20
18 52 -45
18 25 -42
18 57 0
19 42 -73
19 56 -20
19 22 -1
19 37 85
19 37 -36
19 51 -21
20 64 -60
20 29 -21
20 32 -13
20 29 96
20 51 -62
20 53 45
20 38 39
21 36 54
21 64 -50
21 47 -52
21 28 -57
22 27 77
22 51 10
22 41 12
22 50 -63
22 36 31
22 56 66
23 60 22
23 60 15
23 38 68
23 41 -74
23 49 51
24 32 -9
24 49 -92
24 32 -46
25 28 -98
25 27 -58
25 42 65
25 53 63
25 43 72
25 52 -38
25 62 67
25 59 9
26 35 -95
26 34 -80
26 39 41
26 33 20
26 38 54
26 34 -56
27 33 -80
27 58 -44
27 54 57
27 49 -6
28 48 -6
28 44 26
28 32 -66
28 48 9
28 49 -15
28 58 61
28 57 55
29 40 -7
29 43 -12
29 64 92
29 58 64
29 42 42
29 41 -77
29 58 94
30 49 -6
30 58 -38
30 40 -71
30 43 48
30 54 96
31 60 12
31 36 44
31 51 42
31 45 -91
32 61 78
32 54 -80
32 54 70
33 45 27
33 48 -67
33 53 -5
33 45 -34
33 42 -17
34 59 -39
34 43 49
34 48 -60
35 40 -19
35 46 -76
35 63 -94
35 48 43
35 40 31
35 43 1
36 49 -19
36 64 20
37 49 -42
37 56 -35
38 45 -49
38 63 -44
38 49 24
38 44 -52
39 41 85
40 56 19
40 50 75
40 45 -5
40 61 -42
40 64 60
41 49 0
41 42 -82
41 43 -74
41 62 12
41 53 33
42 49 97
42 58 -54
43 44 94
43 64 -29
45 55 43
45 48 34
45 58 20
45 53 -69
45 48 -77
46 61 -66
47 57 -57
47 60 -12
47 61 27
48 57 84
48 49 63
48 55 2
49 63 75
50 61 6
51 54 -62
53 64 57
53 54 -83
54 62 -13
54 57 28
54 63 23
55 56 -97
56 63 -85
57 59 44
57 64 18
58 61 55
59 60 -10
59 63 -86
60 61 29
