512 5916
1 234 31
1 370 95
1 247 11
1 508 -56
1 335 -71
1 31 83
1 197 -84
1 405 -55
1 113 -88
1 55 -35
1 366 69
1 69 73
1 294 87
1 208 59
1 205 -70
1 471 -96
1 375 -94
1 198 92
1 329 -18
1 280 -57
1 488 -84
1 77 -46
1 7 70
2 503 -33
2 62 -23
2 211 20
2 320 -90
2 19 -48
2 186 -40
2 375 96
2 30 66
2 182 13
2 465 45
2 93 -50
2 149 -17
2 253 -9
2 249 -16
2 305 18
2 449 -85
2 262 96
2 242 -80
2 86 39
2 465 34
2 366 80
2 176 95
2 467 62
3 323 -70
3 145 69
3 309 21
3 258 82
3 95 83
3 219 -79
3 445 -2
3 163 -99
3 374 61
3 163 23
3 120 9
3 179 -14
3 275 -85
3 142 -22
3 365 8
3 266 -44
3 102 -42
3 391 78
3 74 88
3 185 -15
3 377 -1
3 176 43
4 9 -60
4 260 -45
4 238 84
4 482 -73
4 150 -44
4 96 83
4 369 -48
4 17 10
4 482 84
4 437 -70
4 466 14
4 202 47
4 223 -15
4 277 -89
4 233 7
4 38 77
4 9 -84
4 239 4
4 398 68
4 369 -22
4 424 -5
4 33 55
4 344 52
5 12 97
5 96 -86
5 195 -56
5 272 69
5 188 4
5 511 -59
5 495 -7
5 310 -43
5 167 -55
5 186 -76
5 97 47
5 124 -65
5 319 95
5 402 35
5 313 1
5 262 26
5 9 79
5 376 -10
5 346 61
5 257 -82
5 95 83
5 385 -66
6 247 7
6 464 23
6 401 40
6 366 -52
6 338 90
6 23 -81
6 8 84
6 351 -12
6 141 -51
6 98 44
6 315 55
6 87 72
6 239 -75
6 369 48
6 461 -39
6 448 -73
6 106 58
6 375 84
6 154 63
6 119 -60
6 55 -25
6 160 64
6 295 -58
7 15 -69
7 364 33
7 33 -2
7 384 79
7 246 -65
7 90 38
7 423 93
7 204 -76
7 267 -4
7 319 66
7 223 62
7 417 -64
7 355 93
7 275 94
7 431 -43
7 500 11
7 446 -60
7 228 64
7 325 -72
7 92 89
7 486 -7
7 182 64
7 118 38
8 246 71
8 482 68
8 272 -81
8 60 55
8 449 -56
8 239 -89
8 401 -52
8 194 -12
8 247 -9
8 89 4
8 488 -77
8 96 73
8 451 48
8 291 -99
8 85 95
8 335 98
8 412 26
8 483 31
8 71 -47
8 254 -86
8 96 19
8 355 -39
9 194 63
9 259 80
9 209 12
9 498 -89
9 122 -46
9 148 -20
9 72 -11
9 183 81
9 217 63
9 469 -54
9 46 -98
9 468 -5
9 70 -83
9 114 -11
9 93 -15
9 136 12
9 10 -51
9 383 32
9 480 -44
9 156 59
9 452 77
9 234 -14
10 430 43
10 55 81
10 444 26
10 447 47
10 356 -48
10 147 7
10 256 1
10 202 40
10 319 -89
10 495 27
10 358 48
10 194 -10
10 87 87
10 345 72
10 467 73
10 393 -22
10 284 33
10 416 -92
10 299 72
10 242 59
10 374 -1
10 145 68
10 45 1
11 294 50
11 311 75
11 384 8
11 157 -40
11 58 4
11 421 -71
11 305 28
11 129 -80
11 439 -96
11 503 -87
11 77 -48
11 469 9
11 330 72
11 125 18
11 496 31
11 367 -53
11 304 -54
11 277 -72
11 412 7
11 500 65
11 264 16
11 80 -85
11 313 -14
12 494 35
12 466 -37
12 479 66
12 375 42
12 409 -14
12 233 24
12 191 -98
12 506 -53
12 431 83
12 13 -14
12 309 -57
12 437 -93
12 378 -78
12 229 -83
12 232 -47
12 70 53
12 205 95
12 294 12
12 168 83
12 501 -80
12 364 -36
12 32 -23
12 327 31
13 376 -44
13 177 -61
13 236 -58
13 46 -39
13 368 43
13 16 18
13 81 -35
13 474 9
13 427 -74
13 39 -34
13 228 -98
13 307 -7
13 207 25
13 287 -34
13 440 39
13 404 -51
13 300 -94
13 368 -10
13 177 -56
13 331 80
13 111 80
13 348 -96
14 188 56
14 198 1
14 31 -5
14 425 -2
14 462 48
14 447 91
14 266 -42
14 377 93
14 236 -39
14 228 -80
14 182 -8
14 248 -100
14 504 -9
14 171 8
14 317 11
14 510 88
14 378 -68
14 463 -72
14 445 24
14 168 83
14 98 -71
14 17 36
15 382 -53
15 279 84
15 242 75
15 81 76
15 99 64
15 182 -16
15 110 78
15 367 55
15 505 70
15 353 12
15 310 -19
15 315 -32
15 457 -12
15 173 15
15 47 90
15 261 85
15 251 89
15 218 16
15 145 26
15 399 -65
15 230 -33
15 28 -74
15 326 67
16 117 -100
16 378 95
16 283 22
16 40 97
16 170 -53
16 438 97
16 179 -25
16 105 76
16 73 -65
16 453 39
16 214 -25
16 137 -51
16 429 -95
16 141 -98
16 253 -93
16 67 -73
16 396 -41
16 133 -34
16 484 91
16 132 -66
16 506 -19
17 396 69
17 79 69
17 455 26
17 112 -87
17 170 -25
17 151 63
17 257 58
17 79 51
17 189 38
17 416 11
17 166 42
17 28 44
17 473 -26
17 494 -76
17 51 -24
17 81 -86
17 77 41
17 23 -13
17 430 -72
17 214 53
17 412 31
18 148 33
18 320 11
18 85 21
18 262 26
18 157 -32
18 220 -63
18 96 -62
18 259 15
18 445 68
18 299 -25
18 337 -28
18 487 58
18 493 96
18 19 27
18 386 10
18 406 -60
18 34 47
18 416 -79
18 217 -4
18 225 9
18 260 98
19 445 55
19 498 64
19 499 -36
19 137 -70
19 22 70
19 208 -48
19 365 -38
19 477 80
19 239 -52
19 438 -10
19 434 -80
19 373 1
19 180 -26
19 52 -65
19 24 -30
19 299 -33
19 440 -91
19 209 -91
19 66 76
19 97 -24
19 124 61
19 503 28
20 200 -20
20 156 -15
20 83 -19
20 295 15
20 355 -58
20 421 -92
20 501 64
20 147 -2
20 481 -23
20 26 -15
20 408 -100
20 364 49
20 231 19
20 336 -93
20 118 -16
20 73 -71
20 89 43
20 362 20
20 191 34
20 356 -36
20 471 -95
20 325 -30
21 203 64
21 320 40
21 24 -81
21 416 90
21 318 77
21 440 3
