2048 47182
1 270 -88
1 68 71
1 225 74
1 826 41
1 1958 -2
1 1535 56
1 1960 39
1 320 -66
1 1330 -72
1 82 -95
1 1162 65
1 93 63
1 1928 93
1 1065 -84
1 162 -18
1 1373 -48
1 374 95
1 439 42
1 1049 19
1 1583 -26
1 1710 -40
1 282 -91
1 755 89
1 2018 -41
1 957 94
1 250 -83
1 1548 53
1 730 -61
1 1803 -98
1 2023 59
1 1936 50
1 1629 71
1 661 -62
1 299 15
1 587 49
1 562 -84
1 810 -75
1 570 -89
1 1546 -71
1 584 -47
1 1545 80
1 1553 -4
1 1469 12
1 1734 55
1 201 -32
1 295 96
2 588 97
2 1775 -44
2 776 -10
2 1224 -39
2 1529 -78
2 1636 -98
2 39 -25
2 22 -77
2 746 -76
2 583 22
2 135 71
2 349 87
2 975 24
2 1154 2
2 1888 86
2 1602 69
2 664 18
2 32 86
2 509 -51
2 1689 99
2 705 52
2 1327 -5
2 1014 -2
2 448 -33
2 963 77
2 69 14
2 1495 -58
2 1069 73
2 883 -99
2 350 -3
2 1217 69
2 1020 83
2 218 93
2 1833 -2
2 952 -43
2 403 -70
2 1947 -24
2 40 -57
2 226 -12
2 1645 -16
2 550 12
2 1429 17
2 1695 -5
2 2006 -3
2 1284 -80
2 222 56
3 971 17
3 1978 0
3 982 -61
3 394 -22
3 1381 90
3 2028 -20
3 1200 9
3 966 33
3 594 -46
3 1678 92
3 1773 50
3 1344 41
3 1155 76
3 391 70
3 1667 -40
3 782 94
3 1475 -29
3 1972 -28
3 1830 -18
3 994 -32
3 1194 -3
3 527 -56
3 1032 68
3 600 83
3 1223 94
3 397 -39
3 707 41
3 1936 34
3 1179 85
3 971 -98
3 323 -54
3 1357 41
3 1451 -45
3 57 14
3 101 -77
3 1257 16
3 393 23
3 1516 9
3 133 35
3 981 -35
3 1322 78
3 543 4
3 939 -60
3 1185 99
3 484 -74
3 567 96
4 972 3
4 523 -6
4 1351 80
4 1997 86
4 2035 78
4 23 89
4 771 -85
4 1201 -59
4 584 -2
4 1042 11
4 129 7
4 1455 28
4 205 -24
4 222 -72
4 773 -24
4 529 -61
4 1924 7
4 993 -92
4 1478 27
4 412 34
4 884 -96
4 137 41
4 1918 15
4 901 28
4 178 3
4 396 79
4 9 -86
4 135 73
4 1227 -53
4 480 93
4 94 94
4 893 40
4 362 31
4 628 -81
4 1907 66
4 465 -22
4 637 -32
4 1546 -1
4 1281 43
4 13 15
4 1794 -93
4 599 53
4 1467 72
4 341 -37
4 1821 -13
4 825 -44
5 1383 -51
5 166 31
5 1775 69
5 696 2
5 386 17
5 1392 50
5 537 -22
5 1689 -95
5 757 32
5 1872 -56
5 547 -22
5 1054 -5
5 548 23
5 2024 -60
5 2041 -3
5 1305 32
5 1246 -48
5 1400 -50
5 377 10
5 507 20
5 1027 58
5 1771 -53
5 606 -43
5 280 76
5 1155 73
5 1334 -36
5 190 2
5 390 -17
5 1722 79
5 127 13
5 1768 97
5 1849 -50
5 1228 13
5 105 -5
5 774 -84
5 296 -78
5 448 -11
5 823 48
5 616 -9
5 385 -20
5 1515 -74
5 1507 61
5 113 77
5 696 35
5 1298 22
5 246 -80
6 486 -91
6 1525 -53
6 783 -26
6 774 -21
6 1050 -3
6 1475 42
6 119 62
6 1152 60
6 987 48
6 717 70
6 1319 -86
6 516 -7
6 928 11
6 1782 -8
6 802 30
6 1771 82
6 1241 -74
6 1241 45
6 175 -65
6 1231 34
6 1629 -40
6 1672 24
6 1845 -63
6 37 27
6 2038 -63
6 896 -56
6 293 -67
6 236 27
6 1453 8
6 1084 97
6 1573 19
6 1001 -34
6 1128 18
6 1962 -100
6 232 34
6 520 47
6 2025 -25
6 1209 15
6 1124 22
6 980 -16
6 1247 -43
6 687 0
6 96 -79
6 1427 -23
6 1341 38
6 2023 44
7 731 -38
7 1404 14
7 44 -53
7 1661 59
