32 93
1 9 -61
1 24 -17
1 26 -78
1 15 50
1 9 12
1 12 57
2 23 -60
2 28 -57
2 14 -11
2 19 93
2 32 53
2 27 90
3 32 -19
3 26 38
3 17 -93
3 30 -55
3 7 54
4 12 51
4 23 44
4 10 85
4 7 -83
5 6 -76
5 31 -1
5 8 -62
5 24 22
5 31 83
6 16 94
6 12 20
6 7 -80
6 23 82
6 26 -94
7 11 -48
7 27 -38
7 22 12
7 23 -10
7 20 -4
8 18 31
8 24 -38
8 16 39
8 10 -67
8 31 -37
9 23 21
9 11 99
9 21 -81
10 18 98
10 19 -60
10 24 57
10 19 -15
10 16 85
11 12 62
11 15 5
11 21 -4
12 32 -77
12 14 -79
12 21 -36
12 17 -91
13 31 59
13 30 -15
13 27 81
13 26 52
13 19 -36
14 19 -68
14 24 -42
14 23 44
15 21 27
15 31 -13
15 32 4
15 27 68
15 22 -18
16 19 -32
16 30 -18
17 22 -66
17 23 -93
18 28 -4
18 24 97
19 24 29
19 30 -85
19 24 -27
20 25 35
21 23 56
21 27 -59
22 28 -99
22 29 66
23 31 8
23 25 53
25 26 75
25 30 -32
26 30 34
28 31 -63
28 32 -63
28 30 -20
29 30 -41
29 30 -80
