16 64
1 9 33
1 13 -85
1 7 -65
1 2 -62
2 3 65
2 2 -82
2 6 6
2 6 15
3 10 81
3 16 87
3 5 87
3 4 32
4 9 -13
4 2 -3
4 11 49
4 6 -2
5 14 -93
5 1 -45
5 14 31
5 16 14
6 13 84
6 13 -54
6 13 19
6 2 -74
7 9 -60
7 7 -92
7 7 -5
7 3 67
8 5 10
8 13 75
8 5 99
8 2 1
9 8 -86
9 13 -69
9 5 -44
9 9 18
10 15 -88
10 7 50
10 4 -3
10 6 20
11 6 -25
11 13 -42
11 6 41
11 6 -66
12 1 71
12 3 97
12 7 59
12 1 -41
13 13 51
13 16 44
13 7 41
13 9 -27
14 8 -66
14 14 40
14 10 -60
14 8 59
15 13 38
15 6 -32
15 3 33
15 4 69
16 12 -47
16 9 -81
16 2 32
16 16 33
