1024 16342
1 942 -24
1 792 76
1 220 52
1 363 -25
1 126 -55
1 767 83
1 887 75
1 794 -88
1 479 43
1 105 -99
1 588 -4
1 353 21
1 664 -25
1 721 16
1 356 30
1 162 31
1 983 98
1 495 -80
1 843 69
1 953 -71
1 927 43
1 785 92
1 1003 96
1 274 7
1 771 24
1 344 -98
1 667 0
1 15 -41
1 728 -64
1 812 5
1 990 -25
1 25 65
2 627 52
2 472 -33
2 499 85
2 725 -53
2 615 -7
2 1000 87
2 548 96
2 241 94
2 845 -38
2 624 -100
2 739 -90
2 980 -77
2 866 13
2 37 -89
2 231 -33
2 843 -99
2 842 62
2 889 0
2 967 34
2 71 -35
2 714 98
2 38 -27
2 138 -39
2 172 -49
2 662 -95
2 387 92
2 931 -67
2 785 44
2 804 -67
2 206 -15
2 530 -23
3 85 -37
3 221 83
3 94 89
3 867 -70
3 353 84
3 63 75
3 81 18
3 711 -17
3 584 37
3 578 -12
3 683 2
3 813 11
3 333 -83
3 664 -70
3 821 58
3 584 -82
3 857 15
3 921 56
3 778 -85
3 74 42
3 668 -38
3 399 88
3 561 12
3 793 16
3 667 58
3 720 -65
3 353 84
3 601 -45
3 723 -62
3 999 -80
3 763 32
3 90 -16
4 327 23
4 303 -91
4 816 -10
4 443 -62
4 982 -93
4 783 34
4 740 -14
4 180 52
4 262 -17
4 684 -26
4 548 32
4 857 46
4 658 -12
4 915 -57
4 542 78
4 314 34
4 755 33
4 831 -26
4 259 -34
4 6 -88
4 528 -63
4 123 2
4 452 -67
4 485 15
4 803 37
4 374 -15
4 97 2
4 495 58
4 820 -33
4 354 65
4 609 20
4 650 76
5 618 85
5 112 -28
5 399 55
5 216 55
5 59 72
5 249 72
5 336 68
5 935 -1
5 645 -86
5 143 -34
5 192 -51
5 250 -85
5 756 -22
5 250 81
5 352 7
5 641 35
5 468 -32
5 40 1
5 436 10
5 802 -54
5 144 58
5 236 -32
5 62 96
5 749 98
5 29 80
5 620 52
5 667 53
5 84 -15
5 920 42
5 729 -54
5 903 48
5 914 73
6 998 -62
6 927 73
6 966 -47
6 956 -88
6 8 -23
6 697 87
6 750 88
6 191 31
6 706 62
6 823 23
6 71 5
6 857 -2
6 493 -80
6 494 -27
6 449 19
6 169 -17
6 1012 98
6 37 -48
6 431 -97
6 1012 11
6 980 -98
6 630 12
6 580 99
6 179 -78
6 574 55
6 581 -80
6 499 59
6 359 54
6 599 -78
6 12 3
6 244 -100
6 360 -1
7 707 17
7 778 -60
7 924 13
7 495 -34
7 361 35
7 190 -72
7 971 2
7 368 41
7 226 -56
7 414 32
7 49 71
7 686 73
7 142 -80
7 27 -95
7 262 84
7 15 -17
7 378 -10
7 979 -7
7 706 -85
7 301 -56
7 426 -80
7 982 -64
7 1001 -77
7 155 -33
7 565 -54
7 996 -71
7 941 -74
7 576 -25
7 770 -41
7 551 -38
7 668 -45
7 172 81
8 162 -58
8 753 -50
8 575 42
8 689 -35
8 492 88
8 40 49
8 895 -15
8 129 51
8 14 26
8 186 -21
8 440 -98
8 947 -44
8 238 55
8 403 62
8 119 -73
8 387 71
8 271 -41
8 427 33
8 31 -49
8 633 -5
8 163 -97
8 164 2
8 991 22
8 511 -60
8 309 -37
8 695 57
8 206 67
8 681 79
8 356 4
8 282 25
8 625 -22
8 1008 17
9 288 84
9 394 83
9 714 -55
9 740 -29
9 912 -95
9 868 85
9 291 9
9 483 79
9 549 8
9 995 50
9 81 -18
9 478 -14
9 456 86
9 33 -61
9 196 -49
9 744 -43
9 644 -53
9 680 -32
9 551 -53
9 259 -8
9 62 96
9 112 -10
9 836 15
9 771 59
9 670 -60
9 76 36
9 125 29
9 437 -78
9 427 67
9 1002 68
9 57 74
9 205 42
10 249 94
10 747 54
10 837 82
10 761 -68
10 807 -69
10 615 -84
10 124 -31
10 579 59
10 961 2
10 609 -12
10 519 -13
10 835 88
10 929 13
10 204 64
10 159 -5
10 928 -53
10 1024 -44
10 876 -91
10 959 63
10 357 -39
10 39 -94
10 695 -57
10 276 -40
10 217 -22
10 239 -45
10 268 9
10 666 -59
10 632 -31
10 153 -8
10 171 31
10 955 -43
10 560 -52
11 15 -40
11 269 -56
11 16 97
11 998 -20
11 1019 16
11 127 48
11 780 -93
11 285 -91
11 101 10
11 317 80
11 292 78
11 401 84
11 450 -95
11 1003 4
11 133 -98
11 412 -35
11 1021 42
11 986 -10
11 752 -17
11 508 44
11 317 -26
11 46 -24
11 415 60
11 720 20
11 269 -57
11 309 74
11 296 -25
11 925 -77
11 857 -49
11 462 -38
11 734 94
12 355 -7
12 79 93
12 472 -19
12 732 -2
12 419 -26
12 208 4
12 79 -42
12 978 -85
12 234 -96
12 732 -27
12 706 -70
12 865 20
12 819 80
12 824 -54
12 659 -81
12 309 65
12 920 -65
12 664 -17
12 985 13
12 137 -51
12 919 -93
12 480 -30
12 275 67
12 194 -66
12 896 60
12 448 87
12 190 -6
12 826 -51
12 917 -68
12 817 36
12 532 13
12 401 -99
13 309 -99
13 726 -95
13 219 -60
13 710 -15
13 600 71
13 394 67
13 705 -29
13 79 43
13 670 -39
13 643 48
13 1009 10
13 449 -57
13 257 88
13 775 -51
