64 261
1 7 75
1 33 80
1 50 -27
1 63 -10
1 25 20
1 46 -63
1 19 -18
1 19 -6
2 39 -55
2 29 -6
2 14 24
2 33 51
2 31 -52
2 58 -97
2 33 32
2 43 -98
3 20 4
3 35 24
3 40 -99
3 25 -100
3 35 -11
3 54 84
3 8 84
3 53 -49
4 64 77
4 19 18
4 30 -65
4 46 11
4 29 -5
4 22 -92
4 17 -35
5 7 44
5 14 -9
5 49 -68
5 23 -85
5 47 13
5 47 -60
5 50 -37
5 7 47
6 13 -44
6 42 18
6 15 14
6 39 34
6 36 -2
6 29 73
6 61 45
7 47 -44
7 42 -75
7 11 12
7 54 -34
7 46 -30
7 43 -99
7 62 -60
7 36 -56
8 53 -98
8 23 -18
8 29 -53
8 36 71
8 64 -71
8 28 82
9 29 87
9 56 85
9 15 -8
9 22 -77
9 42 46
9 49 94
9 26 8
10 11 23
10 16 48
10 55 -81
10 43 52
10 16 44
10 20 78
10 47 -15
10 24 -76
11 42 88
11 29 4
11 23 67
11 13 -46
11 32 8
11 26 33
11 22 58
12 62 -54
12 36 6
12 33 -11
12 27 85
13 24 -55
13 28 -15
13 38 -14
13 21 -62
13 45 71
13 17 -45
14 57 10
14 29 -72
14 19 -12
14 41 98
14 26 13
14 55 48
14 22 -4
14 42 40
15 19 -98
15 31 32
15 26 -24
15 64 89
15 54 -1
15 31 89
15 47 -53
16 17 49
16 44 11
16 64 97
16 29 74
16 56 22
16 28 90
16 58 -14
17 37 50
17 55 -38
17 42 57
17 24 -89
17 41 67
17 40 -66
18 33 51
18 54 61
18 58 -31
18 42 -80
18 35 79
19 52 -14
19 35 91
19 45 19
19 47 -35
19 33 -5
19 61 5
20 27 63
20 50 -43
20 38 56
20 51 -72
21 35 28
21 54 -45
21 34 6
21 41 42
21 34 -38
21 36 58
21 54 -4
22 44 -16
22 38 -86
22 63 23
22 24 69
22 40 35
22 27 51
22 36 39
22 33 33
23 51 -74
23 56 98
23 49 -7
23 27 88
24 30 -10
24 45 -45
24 40 -34
24 35 91
24 34 -73
24 64 57
25 61 -35
25 64 -87
25 63 -96
25 57 36
26 28 -24
26 33 38
26 31 31
26 28 99
27 58 -100
27 41 62
27 53 77
27 51 85
27 31 99
28 58 43
28 43 25
28 55 -50
29 59 -64
29 56 -28
29 40 -99
29 62 28
30 40 -16
30 45 -35
30 64 56
30 54 -69
30 37 -60
30 41 -92
31 51 -65
31 38 -42
31 44 -66
31 59 63
31 64 -57
31 42 79
32 41 13
32 61 22
32 52 9
33 56 2
33 60 -66
33 40 -96
33 39 11
34 57 -56
34 54 53
34 55 -40
34 55 39
35 36 9
35 57 55
35 54 97
35 61 -80
35 49 45
36 48 -87
36 63 -97
37 58 18
37 39 27
37 41 70
37 49 6
37 48 82
38 56 -88
38 42 52
38 64 13
39 44 21
39 59 79
39 42 89
40 53 -4
41 42 -97
41 46 71
41 63 -93
42 49 -43
43 55 -92
44 58 15
44 53 -90
44 60 32
44 52 46
44 62 56
45 50 46
45 53 -94
46 52 59
46 50 -6
47 50 -38
47 54 -29
47 55 -31
48 52 -86
48 57 24
49 61 72
49 60 -38
50 54 26
50 62 82
51 56 3
51 53 21
51 59 78
52 61 40
52 54 -29
52 59 19
53 61 92
53 61 -52
53 55 -29
54 57 58
54 63 89
55 63 73
55 59 -51
56 60 -90
61 64 -49
61 63 48
