2048 46995
1 199 25
1 675 -4
1 1158 15
1 1811 11
1 387 -3
1 944 -13
1 987 29
1 150 26
1 659 43
1 1116 98
1 418 38
1 1385 54
1 618 -68
1 804 70
1 744 50
1 1409 -68
1 1450 -97
1 880 -74
1 565 80
1 850 -78
1 736 -30
1 937 -44
1 1681 43
1 1442 -63
1 178 55
1 1621 -47
1 290 -40
1 431 -83
1 1598 26
1 1912 88
1 1902 75
1 531 -50
1 197 50
1 1724 -25
1 558 -86
1 705 29
1 1814 -75
1 1870 -46
1 1893 51
1 43 -43
1 376 -77
1 1149 -80
1 1634 77
1 1222 -26
1 1788 41
1 1530 8
2 805 18
2 18 -95
2 1127 -7
2 767 -72
2 117 -83
2 1507 96
2 428 -4
2 2038 71
2 1542 -95
2 1066 -27
2 1915 -73
2 1336 -96
2 1951 -81
2 962 -49
2 661 -86
2 1256 69
2 1083 78
2 1523 85
2 1930 96
2 96 -91
2 704 43
2 1515 -98
2 758 -57
2 1706 20
2 118 20
2 1253 38
2 1949 13
2 1224 -42
2 1374 74
2 91 -46
2 260 20
2 233 -75
2 1446 -95
2 118 35
2 142 -96
2 1828 3
2 1614 44
2 931 90
2 591 -45
2 150 -47
2 1978 -53
2 558 83
2 469 26
2 1464 -33
2 1173 -100
2 945 73
3 248 -16
3 407 89
3 319 60
3 70 40
3 1591 -8
3 1763 57
3 216 -30
3 1595 -92
3 1838 -20
3 1502 -13
3 940 30
3 994 46
3 31 -27
3 735 -6
3 1239 -89
3 465 -72
3 93 45
3 513 27
3 546 21
3 630 -53
3 1936 -4
3 1720 -34
3 1377 77
3 705 -12
3 446 -36
3 588 53
3 1963 54
3 1594 11
3 434 -56
3 702 2
3 258 92
3 1857 66
3 1853 20
3 141 -20
3 1001 -46
3 36 32
3 27 94
3 431 -24
3 107 -53
3 48 -80
3 898 -44
3 593 -20
3 1523 -39
3 1301 3
3 522 89
3 766 -50
4 2032 70
4 203 87
4 1914 -72
4 228 -58
4 49 22
4 1220 65
4 385 -62
4 1450 74
4 1062 12
4 378 -47
4 1536 -47
4 1597 0
4 1957 83
4 1416 21
4 1240 24
4 1534 97
4 1421 -13
4 1815 -53
4 1540 26
4 934 58
4 61 66
4 1545 -48
4 1477 -63
4 1086 59
4 1784 -9
4 1126 -18
4 1315 -94
4 1873 -70
4 1166 -71
4 856 19
4 92 -43
4 784 70
4 1904 -58
4 1358 -43
4 1140 -71
4 1313 18
4 1300 54
4 966 -20
4 689 75
4 1576 53
4 1957 99
4 1271 55
4 417 -82
4 2008 -65
4 1049 -35
4 562 -6
5 372 -55
5 187 -74
5 1406 -66
5 703 -85
5 544 51
5 372 -92
5 287 27
5 315 -4
5 1356 23
5 795 75
5 1301 -81
5 873 -23
