256 2032
1 204 86
1 78 -25
1 192 -10
1 230 79
1 6 -8
1 127 39
1 16 -100
1 152 61
1 168 75
1 111 -93
1 227 38
1 235 -85
1 46 13
1 177 -62
1 72 13
1 221 -54
2 163 4
2 192 42
2 89 -11
2 44 -23
2 90 89
2 56 -92
2 197 -70
2 31 40
2 180 51
2 165 26
2 38 75
2 224 44
2 85 30
2 166 -76
2 162 23
2 68 14
3 88 -16
3 188 -80
3 23 1
3 251 -27
3 162 4
3 9 -36
3 139 55
3 217 0
3 27 -5
3 79 -73
3 35 20
3 253 40
3 213 7
3 182 -88
3 204 -42
3 10 -35
4 84 45
4 151 -44
4 221 -28
4 55 -69
4 176 -34
4 30 -66
4 137 -62
4 169 23
4 96 48
4 251 97
4 90 -85
4 6 78
4 86 -82
4 58 -4
4 205 -91
4 182 79
5 110 -83
5 172 95
5 175 10
5 150 -25
5 192 -53
5 142 70
5 194 -45
5 104 51
5 152 -22
5 238 72
5 63 -21
5 223 -86
5 215 1
5 115 95
5 165 -61
5 27 -1
6 135 19
6 256 55
6 111 68
6 189 53
6 188 -41
6 234 4
6 181 81
6 149 2
6 39 41
6 253 37
6 213 -39
6 239 -61
6 75 45
6 215 18
6 248 -24
6 21 0
7 121 -30
7 224 96
7 181 -68
7 14 -91
7 131 -91
7 172 -23
7 95 -85
7 150 -69
7 107 70
7 112 -46
7 165 34
7 53 81
7 128 -29
7 237 13
7 170 10
7 35 91
8 29 -61
8 218 -34
8 39 -58
8 62 88
8 115 40
8 158 93
8 238 41
8 227 94
8 236 -12
8 234 -20
8 254 -59
8 201 -67
8 86 -66
8 181 -26
8 34 -55
8 231 -90
9 107 26
9 204 76
9 131 -11
9 21 -77
9 49 -58
9 199 55
9 210 91
9 154 -89
9 207 92
9 146 -41
9 87 92
9 148 21
9 119 -80
10 253 -1
10 124 -22
10 137 -62
10 213 -83
10 82 -42
10 29 -90
10 117 10
10 97 -75
10 48 60
10 211 1
10 53 -13
10 44 84
10 100 -65
10 167 18
10 149 -91
11 256 -81
11 235 82
11 114 -56
11 168 -20
11 77 -53
11 212 -88
11 41 57
11 41 -68
11 231 -26
11 107 -94
11 224 31
11 109 21
11 14 10
11 90 -8
11 170 12
11 191 43
12 237 -36
12 89 72
12 212 -76
12 159 43
12 30 -8
12 79 58
12 56 32
12 159 24
12 24 42
12 40 -77
12 206 -11
12 54 56
12 39 -55
12 67 26
12 144 -57
