1024 16477
1 360 -36
1 821 45
1 516 -31
1 322 -84
1 124 -77
1 959 9
1 446 -19
1 592 65
1 363 -21
1 19 -8
1 534 -11
1 854 52
1 529 74
1 165 6
1 283 21
1 866 -71
1 156 62
1 37 46
1 788 31
1 204 -86
1 28 -43
1 905 -30
1 12 54
1 342 37
1 275 -49
1 708 6
1 550 16
1 277 -82
1 483 43
1 838 -92
1 226 -87
1 767 80
2 986 -49
2 510 -36
2 230 13
2 600 19
2 166 55
2 587 -89
2 229 -42
2 214 -62
2 282 -27
2 273 -12
2 903 -54
2 44 50
2 242 -63
2 806 65
2 484 -23
2 410 7
2 35 40
2 932 -38
2 140 -41
2 784 -100
2 401 29
2 478 86
2 718 -14
2 802 12
2 632 32
2 669 -38
2 681 60
2 977 68
2 134 12
2 436 -12
2 959 99
2 584 73
3 637 -68
3 469 32
3 418 -53
3 661 -10
3 985 -60
3 608 -70
3 955 -95
3 76 -45
3 123 79
3 233 19
3 268 28
3 412 -9
3 710 -47
3 359 12
3 181 76
3 751 -56
3 406 44
3 897 17
3 831 -29
3 921 -70
3 187 68
3 952 -78
3 67 -62
3 162 23
3 663 -57
3 500 -59
3 828 68
3 934 -30
3 365 61
3 670 -95
3 49 -27
3 486 3
4 380 -81
4 287 31
4 502 -100
4 742 42
4 426 -5
4 902 77
4 149 -77
4 140 -89
4 1006 -65
4 742 -96
4 377 -57
4 523 -8
4 202 72
4 686 8
4 878 24
4 37 2
4 622 55
4 971 -23
4 781 -13
4 76 85
4 997 -66
4 57 -90
4 233 55
4 83 75
4 298 28
4 351 84
4 569 90
4 448 -80
4 38 80
4 502 -29
4 664 21
4 195 -10
5 778 63
5 1017 3
5 549 73
5 408 -23
5 345 93
5 492 -25
5 1000 -91
5 429 58
5 464 69
5 1005 -24
5 860 55
5 214 86
5 827 74
5 887 -95
5 519 -79
5 694 -43
5 166 6
5 987 59
5 725 46
5 29 -37
5 266 -69
5 323 -36
5 978 18
5 342 89
5 966 -75
5 150 -78
5 821 -96
5 69 -17
5 162 -70
5 716 87
5 162 76
5 411 -7
6 498 -6
6 852 -93
6 504 -12
6 844 -2
6 734 -31
6 978 28
6 130 15
6 832 89
6 339 35
6 798 71
6 244 57
6 724 -22
6 237 9
6 190 -70
6 367 5
6 165 82
6 223 65
6 749 -30
6 705 5
6 863 24
6 373 -40
6 155 34
6 594 -98
6 917 28
6 90 39
6 998 -80
6 465 53
6 676 -10
6 273 77
6 811 2
6 671 -73
6 726 -65
7 211 -58
7 422 91
7 398 96
7 591 8
7 405 20
7 362 87
7 979 15
7 67 -23
7 809 92
7 457 76
7 513 -22
7 416 -89
7 117 66
7 571 33
7 703 28
7 569 -40
7 28 -89
7 783 75
7 815 -47
7 950 49
7 813 73
7 230 -63
7 513 -95
7 311 83
7 802 -51
7 968 -1
7 580 18
7 734 53
7 762 64
7 1008 15
7 365 23
7 473 -45
8 95 -80
8 67 -75
8 816 13
8 539 55
8 467 74
8 392 -43
8 381 -90
8 252 86
8 657 -93
8 56 -29
8 53 87
8 981 -29
8 297 14
8 837 -79
8 597 10
8 723 -7
8 240 -7
8 113 -82
8 383 -51
8 317 -89
8 313 -20
8 929 -12
8 952 -95
8 964 26
8 454 -83
8 558 -39
8 278 -91
8 795 -84
8 317 -76
8 965 -25
8 131 28
8 497 -17
9 191 -73
9 776 -3
9 979 75
9 522 -5
9 757 -86
9 969 47
9 489 41
9 652 91
9 153 56
9 676 34
9 730 83
9 521 76
9 146 43
9 839 29
9 211 -19
9 311 -41
9 842 -100
9 457 14
9 417 -25
9 665 24
9 432 60
9 608 -48
9 100 -64
9 687 -47
9 378 -85
9 402 47
9 227 9
9 473 61
9 390 -24
9 69 -68
9 669 66
9 896 -59
10 556 32
10 954 70
10 387 83
10 312 -1
10 187 -97
10 780 -52
10 83 66
10 193 53
10 196 -4
10 553 -89
10 388 83
10 922 6
10 1019 7
10 753 5
10 786 -83
10 212 -5
10 939 -25
10 747 -6
10 398 93
10 361 -69
10 866 1
10 408 -72
10 498 90
10 116 57
10 147 -53
10 802 99
10 565 -66
10 242 30
10 997 39
10 275 95
10 733 84
11 677 -43
11 329 -84
11 541 6
11 440 15
11 610 -77
11 259 -23
11 493 12
11 488 -92
11 245 -98
11 169 81
11 528 34
11 49 -81
11 523 53
11 836 -71
11 426 9
11 666 52
11 888 69
11 122 32
11 17 69
11 373 77
11 525 -5
11 420 -40
11 643 -65
11 103 68
11 155 47
11 55 -96
11 979 94
11 953 -11
11 95 -71
11 65 84
11 97 96
11 647 -88
12 518 69
12 696 -71
12 899 -88
12 549 28
12 839 11
12 695 15
12 627 23
12 153 8
12 988 -19
12 869 -54
12 347 -49
12 367 -18
12 442 34
12 503 -66
12 352 97
12 641 -27
12 316 72
12 696 93
12 466 18
12 280 -26
12 656 63
12 193 82
12 545 -56
12 765 74
12 503 -88
12 23 -5
12 807 63
12 105 -8
12 279 -13
12 228 -47
12 558 87
12 642 -88
13 1020 -29
13 841 -18
13 604 10
13 30 55
13 623 -79
13 770 68
13 887 -9
13 895 -94
13 829 -57
13 61 -77
13 489 -25
13 807 -71
13 570 47
13 410 -96
13 358 23
13 566 -19
13 173 -57
13 714 -11
13 714 47
13 862 -74
13 695 -54
13 503 -52
13 530 -19
13 478 -46
13 636 -64
13 129 36
13 263 -36
13 690 80
13 215 27
13 742 26
13 869 3
13 138 -69
14 210 24
14 660 -99
14 556 -13
14 996 35
14 985 95
14 823 13
14 565 -33
14 60 37
14 803 -23
14 476 -54
14 564 3
14 54 38
14 33 31
14 164 2
14 77 -24
14 830 70
14 532 -38
14 153 33
14 383 -53
14 212 -82
14 874 32
14 896 -94
14 619 80
14 492 89
14 912 54
14 494 77
14 232 -52
14 600 89
14 734 -22
14 541 -47
14 851 -65
15 77 85
15 794 20
15 831 -65
15 121 -6
15 970 29
15 792 -68
15 713 -6
15 681 82
15 849 -3
15 858 -38
15 217 -45
15 720 35
15 82 -46
15 735 -84
15 1011 -96
15 587 25
15 107 36
15 48 23
15 689 2
15 544 -66
15 203 13
15 797 -67
15 368 -92
15 796 98
15 323 -14
15 75 -14
15 1019 -69
15 801 -23
15 201 41
15 310 -61
15 322 86
15 973 19
16 767 61
16 364 -82
16 808 74
16 71 94
16 406 93
16 473 -4
16 36 -69
16 346 -59
16 494 60
16 611 52
16 865 -7
16 725 -26
16 697 49
16 604 22
16 717 -96
16 938 -97
16 105 -17
16 149 92
16 657 -37
16 70 70
16 312 80
16 20 -53
16 254 -56
16 389 -46
16 590 -51
16 245 -96
16 776 -92
16 892 -88
16 328 -61
16 780 -90
16 328 41
16 206 65
17 435 -98
17 571 84
17 486 4
17 211 64
17 646 40
17 788 -65
17 635 -4
17 368 21
17 775 -89
17 840 12
17 523 -62
17 613 93
17 565 -31
17 324 -96
17 977 -40
17 817 -75
17 524 -92
17 342 -66
17 982 -38
17 862 46
17 184 57
17 914 -79
17 703 48
17 389 30
17 185 69
17 745 63
17 291 -55
17 998 -54
17 538 -76
17 388 -45
17 77 87
18 1023 -61
18 501 -31
18 103 62
18 234 41
18 870 67
18 707 -69
18 319 -15
18 681 -91
18 131 97
18 408 -57
18 261 -43
18 583 60
18 880 81
18 692 -13
18 817 -83
18 790 65
18 528 46
18 489 -8
18 968 -50
18 705 93
18 608 78
18 746 -70
18 535 -74
18 382 -74
18 49 -26
18 42 55
18 437 40
18 459 98
18 155 -3
18 566 -48
18 701 -95
19 169 16
19 746 28
19 642 -58
19 80 -5
19 344 -42
19 701 9
19 284 5
19 229 79
19 68 38
19 629 74
19 926 42
19 295 33
19 930 -46
19 541 -98
19 996 -24
19 350 95
19 389 -53
19 221 -83
19 117 -40
19 705 9
19 778 51
19 222 -3
19 312 -88
19 336 -27
19 132 -98
19 968 12
19 902 69
19 223 -49
19 539 42
19 538 59
19 755 73
20 452 20
20 231 -48
20 414 -57
20 408 -12
20 861 -78
20 101 54
20 455 49
20 127 -29
20 846 -23
20 766 33
20 259 -57
20 407 29
20 208 25
20 693 -11
20 686 9
20 491 -44
20 585 31
20 902 79
20 979 -75
20 959 -60
20 993 -36
20 250 -14
20 182 36
20 229 -14
20 620 44
20 883 38
20 177 19
20 723 54
20 78 88
20 702 92
20 773 49
20 219 42
21 290 -3
21 604 28
21 145 89
21 976 91
21 869 17
21 349 -37
21 969 59
21 561 -96
21 30 -81
21 624 77
21 184 54
21 64 9
21 524 -18
21 856 -99
21 161 40
21 853 -25
21 937 -26
21 791 98
