32 91
1 14 -29
1 8 -69
1 27 -42
1 16 -58
1 16 -96
1 30 93
2 20 -89
2 10 -24
2 14 -72
3 17 -99
3 7 21
3 12 -90
3 19 -59
3 15 -55
3 24 -73
4 5 31
4 5 -85
4 18 -59
4 28 51
4 9 -18
4 13 -67
5 16 46
5 20 42
5 8 44
5 12 -25
5 18 -65
6 22 26
6 19 0
6 31 -31
6 14 -99
6 11 19
7 11 -50
7 17 -16
7 17 -4
7 32 27
7 28 -92
8 13 -94
8 29 -7
8 32 70
8 17 -6
8 31 68
9 31 -55
9 16 -43
9 23 -99
10 27 -62
10 13 73
10 22 56
11 25 -82
11 25 99
12 14 -99
12 28 -93
12 26 5
13 17 -96
13 24 -79
13 15 -60
13 27 83
13 18 75
14 25 57
14 15 -56
15 25 -92
15 17 -7
15 29 60
15 17 -3
15 17 -77
16 32 81
16 21 10
16 28 41
16 28 20
17 21 -4
18 32 -71
18 20 -93
18 32 -87
18 21 12
19 31 -61
19 28 -3
19 28 -62
19 22 -25
20 24 -92
21 28 -47
21 25 93
21 28 99
22 27 50
22 29 14
23 27 -41
24 28 -100
24 28 -10
25 29 23
27 32 -59
27 32 -35
28 29 58
28 32 -56
