128 761
1 79 -1
1 105 -47
1 41 -38
1 60 -2
1 32 26
1 31 20
1 128 95
1 115 26
1 89 29
1 76 4
1 39 -43
1 112 -68
2 80 -7
2 36 26
2 49 -28
2 5 53
2 12 76
2 107 -36
2 24 54
2 96 48
2 61 49
2 60 -52
2 62 81
2 85 -71
3 104 -46
3 38 47
3 59 -71
3 23 90
3 73 58
3 65 -36
3 37 52
3 113 9
3 83 91
3 115 46
3 38 86
3 23 9
4 11 -84
4 128 -67
4 32 42
4 52 41
4 110 45
4 117 -2
4 104 48
4 85 72
4 39 45
4 39 -64
4 64 -75
4 10 64
5 117 -82
5 92 -72
5 113 -93
5 91 -35
5 108 92
5 55 -43
5 38 92
5 27 -86
5 113 -34
5 87 -95
5 24 -67
5 48 47
6 80 15
6 102 38
6 102 -67
6 27 71
6 102 76
6 72 31
6 62 96
6 92 -45
6 33 -50
6 52 -97
6 63 -85
7 101 -45
7 118 48
7 107 -83
7 114 -93
7 99 21
7 73 -29
7 102 24
7 69 -31
7 36 18
7 114 18
7 33 37
7 30 -98
8 44 -75
8 54 24
8 74 -60
8 43 -12
8 94 32
8 62 51
8 26 0
8 13 -17
8 82 75
8 19 -74
8 88 91
8 84 -73
9 82 74
9 52 5
9 29 -61
9 55 7
9 91 -22
9 118 19
9 45 48
9 78 54
9 90 -9
9 22 -59
9 112 86
10 90 -32
10 70 -2
10 34 7
10 36 8
10 30 73
10 30 -24
10 62 63
10 57 89
10 16 -60
10 50 -58
10 45 -70
10 80 -67
11 51 66
11 118 -98
11 15 -55
11 91 -11
11 50 90
11 87 88
11 29 48
11 127 -99
11 108 8
11 79 55
11 103 22
11 84 -34
12 101 -79
12 64 66
12 119 3
12 128 -40
12 57 40
12 65 -40
12 60 -32
12 73 -5
12 80 -86
12 13 -27
13 121 -42
13 72 50
13 81 21
13 126 -31
13 30 -68
13 52 10
13 67 -53
13 46 -45
13 34 -29
13 74 -69
13 113 58
14 52 87
14 128 -53
14 31 -80
14 26 3
14 37 32
14 22 58
14 50 24
14 107 90
14 124 -45
14 98 -19
14 55 5
14 32 -93
15 56 -12
15 22 -81
15 61 -40
15 113 -75
15 18 -63
15 76 41
15 106 -37
15 65 -35
15 26 -49
15 25 11
15 31 -57
16 20 7
16 40 19
16 19 -81
16 52 -58
16 60 -12
16 107 6
16 127 -40
16 46 -64
16 100 -67
16 28 -60
16 109 0
16 124 -75
17 53 69
17 109 -36
17 90 -51
17 41 16
17 33 78
17 47 -38
17 64 -16
17 91 -86
17 18 17
17 62 -74
17 126 75
17 34 -29
18 80 -42
18 61 -46
18 104 -21
18 96 -88
18 91 4
18 70 55
18 116 4
18 50 43
18 35 -32
18 80 -72
18 27 68
19 38 43
19 119 -11
19 23 39
19 35 -49
19 26 -23
19 87 85
19 102 2
19 109 -69
20 32 37
20 84 -34
20 83 -54
20 96 32
20 89 5
20 81 66
20 58 -54
20 97 -73
20 61 -15
20 34 -15
21 117 7
21 72 -28
21 54 34
21 56 -33
21 23 -41
21 62 87
21 102 -53
21 71 -78
21 111 -1
21 47 10
22 54 -93
22 123 -66
22 112 44
22 24 69
22 119 -90
22 23 44
22 24 84
22 55 -38
22 50 -35
22 128 -51
22 112 30
22 57 56
23 99 -84
23 85 -53
23 29 -46
23 113 -15
23 109 32
23 101 -73
23 98 97
23 110 -4
23 106 -5
24 94 -22
24 67 44
24 42 25
24 80 91
24 57 55
24 105 -27
24 107 44
24 78 -52
24 54 -30
24 80 -27
25 77 -69
